Year,Geography,Type of provider,Value
2018,Nova Scotia,Regulated nurses,1447.8
2018,Nova Scotia,Respiratory therapists,33.9
2018,Nova Scotia,Social workers,204.5
2018,Nova Scotia,Specialists,138.1
2018,Nova Scotia,Speech language pathologists,26.6
2018,Nova Scotia,Speech language pathologists,26.6
2019,Nova Scotia,Audiologists,10.4
2019,Nova Scotia,Chiropractors,17.8
2019,Nova Scotia,Dental assistants,85.6
2019,Nova Scotia,Dental hygienists,77.2
2019,Nova Scotia,Dentists,57.7
2019,Nova Scotia,Dietitians,63.5
2019,Nova Scotia,Environmental public health professionals,10.5
2019,Nova Scotia,Family medicine,133.5
2019,Nova Scotia,Genetic counsellors,1.4
2019,Nova Scotia,Health information management professionals,20.3
2019,Nova Scotia,Health information management professionals,20.3
2019,Nova Scotia,Licensed practical nurses,445.0
2019,Nova Scotia,Medical laboratory technologists,79.7
2019,Nova Scotia,Medical physicists,1.6
2019,Nova Scotia,Medical radiation technologists,63.9
2019,Nova Scotia,Midwives,
2019,Nova Scotia,Midwives,0.0
2019,Nova Scotia,Nurse practitioners,21.0
2019,Nova Scotia,Occupational therapists,58.9
2019,Nova Scotia,Opticians,17.0
2019,Nova Scotia,Optometrists,14.3
2019,Nova Scotia,Paramedics,134.3
2019,Nova Scotia,Pharmacists,137.0
2019,Nova Scotia,Pharmacy technicians,20.0
2019,Nova Scotia,Physician assistants,3.5
2019,Nova Scotia,Physicians,270.4
2019,Nova Scotia,Physiotherapists,77.7
2019,Nova Scotia,Psychologists,64.3
2019,Nova Scotia,Psychotherapists/counselling therapists,
2019,Nova Scotia,Psychotherapists/counselling therapists,0.0
2019,Nova Scotia,Registered nurses,980.0
2019,Nova Scotia,Registered psychiatric nurses,
2019,Nova Scotia,Registered psychiatric nurses,0.0
2019,Nova Scotia,Regulated nurses,1446.0
2019,Nova Scotia,Respiratory therapists,35.7
2019,Nova Scotia,Social workers,228.0
2019,Nova Scotia,Specialists,137.0
2019,Nova Scotia,Speech language pathologists,34.7
2019,Nova Scotia,Speech language pathologists,34.7
2020,Nova Scotia,Audiologists,11.3
2020,Nova Scotia,Chiropractors,18.2
2020,Nova Scotia,Dental assistants,
2020,Nova Scotia,Dental assistants,0.0
2020,Nova Scotia,Dental hygienists,78.4
2020,Nova Scotia,Dentists,
2020,Nova Scotia,Dentists,0.0
2020,Nova Scotia,Dietitians,64.3
2020,Nova Scotia,Environmental public health professionals,9.2
2020,Nova Scotia,Family medicine,139.0
2020,Nova Scotia,Genetic counsellors,1.6
2020,Nova Scotia,Health information management professionals,19.5
2020,Nova Scotia,Licensed practical nurses,452.1
2020,Nova Scotia,Medical laboratory technologists,79.8
2020,Nova Scotia,Medical physicists,1.3
2020,Nova Scotia,Medical radiation technologists,63.4
2020,Nova Scotia,Midwives,1.8
2020,Nova Scotia,Nurse practitioners,22.4
2020,Nova Scotia,Occupational therapists,60.1
2020,Nova Scotia,Opticians,
2020,Nova Scotia,Opticians,0.0
2020,Nova Scotia,Optometrists,15.2
2020,Nova Scotia,Paramedics,141.0
2020,Nova Scotia,Pharmacists,141.7
2020,Nova Scotia,Pharmacy technicians,21.6
2020,Nova Scotia,Physician assistants,3.5
2020,Nova Scotia,Physicians,276.9
2020,Nova Scotia,Physiotherapists,80.0
2020,Nova Scotia,Psychologists,66.2
2020,Nova Scotia,Psychotherapists/counselling therapists,
2020,Nova Scotia,Psychotherapists/counselling therapists,0.0
2020,Nova Scotia,Registered nurses,996.3
2020,Nova Scotia,Registered psychiatric nurses,
2020,Nova Scotia,Registered psychiatric nurses,0.0
2020,Nova Scotia,Regulated nurses,1470.8
2020,Nova Scotia,Respiratory therapists,31.3
2020,Nova Scotia,Social workers,243.8
2020,Nova Scotia,Specialists,137.9
2020,Nova Scotia,Speech language pathologists,31.0
2020,Nova Scotia,Speech language pathologists,31.0
2021,Nova Scotia,Audiologists,11.6
2021,Nova Scotia,Chiropractors,17.9
2021,Nova Scotia,Dental assistants,76.0
2021,Nova Scotia,Dental hygienists,80.3
2021,Nova Scotia,Dentists,58.1
2021,Nova Scotia,Dietitians,64.0
2021,Nova Scotia,Environmental public health professionals,9.2
2021,Nova Scotia,Family medicine,138.5
2021,Nova Scotia,Genetic counsellors,1.4
2021,Nova Scotia,Health information management professionals,17.9
2021,Nova Scotia,Licensed practical nurses,457.3
2021,Nova Scotia,Medical laboratory technologists,81.2
2021,Nova Scotia,Medical physicists,1.2
2021,Nova Scotia,Medical radiation technologists,77.3
2021,Nova Scotia,Midwives,1.8
2021,Nova Scotia,Nurse practitioners,24.2
2021,Nova Scotia,Occupational therapists,65.5
2021,Nova Scotia,Opticians,19.9
2021,Nova Scotia,Optometrists,15.2
2021,Nova Scotia,Paramedics,134.7
2021,Nova Scotia,Pharmacists,141.1
2021,Nova Scotia,Pharmacy technicians,22.9
2021,Nova Scotia,Physician assistants,3.2
2021,Nova Scotia,Physicians,275.8
2021,Nova Scotia,Physiotherapists,81.1
2021,Nova Scotia,Psychologists,69.4
2021,Nova Scotia,Psychotherapists/counselling therapists,
2021,Nova Scotia,Psychotherapists/counselling therapists,0.0
2021,Nova Scotia,Registered nurses,1030.0
2021,Nova Scotia,Registered psychiatric nurses,
2021,Nova Scotia,Registered psychiatric nurses,0.0
2021,Nova Scotia,Regulated nurses,1511.5
2021,Nova Scotia,Respiratory therapists,32.9
2021,Nova Scotia,Respiratory therapists,32.9
2021,Nova Scotia,Social workers,264.9
2021,Nova Scotia,Specialists,137.3
2021,Nova Scotia,Speech language pathologists,31.4
2021,Nova Scotia,Speech language pathologists,31.4
2015,Nunavut,Audiologists,
2015,Nunavut,Audiologists,0.0
2015,Nunavut,Chiropractors,
2015,Nunavut,Chiropractors,0.0
2015,Nunavut,Dental assistants,
2015,Nunavut,Dental assistants,0.0
2015,Nunavut,Dental hygienists,59.5
2015,Nunavut,Dentists,189.5
2015,Nunavut,Dietitians,
2015,Nunavut,Dietitians,0.0
2015,Nunavut,Environmental public health professionals,14.9
2015,Nunavut,Environmental public health professionals,14.9
2015,Nunavut,Family medicine,24.7
2015,Nunavut,Genetic counsellors,
2015,Nunavut,Genetic counsellors,0.0
2015,Nunavut,Health information management professionals,
2015,Nunavut,Health information management professionals,0.0
2015,Nunavut,Licensed practical nurses,271.3
2015,Nunavut,Medical laboratory technologists,38.4
2015,Nunavut,Medical physicists,
2015,Nunavut,Medical physicists,0.0
2015,Nunavut,Medical radiation technologists,21.9
2015,Nunavut,Midwives,32.2
2015,Nunavut,Nurse practitioners,55.7
2015,Nunavut,Occupational therapists,8.2
2015,Nunavut,Opticians,
2015,Nunavut,Opticians,0.0
2015,Nunavut,Optometrists,1.2
2015,Nunavut,Paramedics,
2015,Nunavut,Paramedics,0.0
2015,Nunavut,Pharmacists,27.4
2015,Nunavut,Pharmacists,27.4
2015,Nunavut,Pharmacy technicians,
2015,Nunavut,Pharmacy technicians,0.0
2015,Nunavut,Physician assistants,
2015,Nunavut,Physician assistants,0.0
2015,Nunavut,Physicians,27.4
2015,Nunavut,Physiotherapists,
2015,Nunavut,Physiotherapists,0.0
2015,Nunavut,Psychologists,105.3
2015,Nunavut,Registered nurses,1295.8
2015,Nunavut,Registered psychiatric nurses,
2015,Nunavut,Registered psychiatric nurses,0.0
2015,Nunavut,Regulated nurses,
2015,Nunavut,Regulated nurses,0.0
2015,Nunavut,Respiratory therapists,8.7
2015,Nunavut,Social workers,
2015,Nunavut,Social workers,0.0
2015,Nunavut,Specialists,2.7
2015,Nunavut,Speech language pathologists,14.9
2015,Nunavut,Speech language pathologists,14.9
2016,Nunavut,Audiologists,
2016,Nunavut,Audiologists,0.0
2016,Nunavut,Chiropractors,
2016,Nunavut,Chiropractors,0.0
2016,Nunavut,Dental assistants,
2016,Nunavut,Dental assistants,0.0
2016,Nunavut,Dental hygienists,57.6
2016,Nunavut,Dentists,180.1
2016,Nunavut,Dietitians,
2016,Nunavut,Dietitians,0.0
2016,Nunavut,Environmental public health professionals,11.0
2016,Nunavut,Family medicine,18.9
2016,Nunavut,Genetic counsellors,
2016,Nunavut,Genetic counsellors,0.0
2016,Nunavut,Health information management professionals,18.4
2016,Nunavut,Licensed practical nurses,262.3
2016,Nunavut,Medical laboratory technologists,55.1
2016,Nunavut,Medical physicists,
2016,Nunavut,Medical physicists,0.0
2016,Nunavut,Medical radiation technologists,23.3
2016,Nunavut,Midwives,34.3
2016,Nunavut,Nurse practitioners,50.2
2016,Nunavut,Occupational therapists,10.8
2016,Nunavut,Opticians,
2016,Nunavut,Opticians,0.0
2016,Nunavut,Optometrists,2.5
2016,Nunavut,Paramedics,
2016,Nunavut,Paramedics,0.0
2016,Nunavut,Pharmacists,100.1
2016,Nunavut,Pharmacy technicians,
2016,Nunavut,Pharmacy technicians,0.0
2016,Nunavut,Physician assistants,
2016,Nunavut,Physician assistants,0.0
2016,Nunavut,Physicians,21.6
2016,Nunavut,Physiotherapists,
2016,Nunavut,Physiotherapists,0.0
2016,Nunavut,Psychologists,101.7
2016,Nunavut,Registered nurses,1249.6
2016,Nunavut,Registered psychiatric nurses,
2016,Nunavut,Registered psychiatric nurses,0.0
2016,Nunavut,Regulated nurses,
2016,Nunavut,Regulated nurses,0.0
2016,Nunavut,Respiratory therapists,9.8
2016,Nunavut,Social workers,
2016,Nunavut,Social workers,0.0
2016,Nunavut,Specialists,2.7
2016,Nunavut,Speech language pathologists,14.7
2016,Nunavut,Speech language pathologists,14.7
2017,Nunavut,Audiologists,0.0
2017,Nunavut,Chiropractors,
2017,Nunavut,Chiropractors,0.0
2017,Nunavut,Dental assistants,
2017,Nunavut,Dental assistants,0.0
2017,Nunavut,Dental hygienists,66.6
2017,Nunavut,Dentists,245.0
2017,Nunavut,Dietitians,
2017,Nunavut,Dietitians,0.0
2017,Nunavut,Environmental public health professionals,8.0
2017,Nunavut,Family medicine,16.0
2017,Nunavut,Genetic counsellors,
2017,Nunavut,Genetic counsellors,0.0
2017,Nunavut,Health information management professionals,2.7
2017,Nunavut,Licensed practical nurses,314.3
2017,Nunavut,Medical laboratory technologists,26.6
2017,Nunavut,Medical laboratory technologists,26.6
2017,Nunavut,Medical physicists,
2017,Nunavut,Medical physicists,0.0
2017,Nunavut,Medical radiation technologists,26.6
2017,Nunavut,Medical radiation technologists,26.6
2017,Nunavut,Midwives,71.9
2017,Nunavut,Nurse practitioners,69.1
2017,Nunavut,Occupational therapists,16.0
2017,Nunavut,Opticians,
2017,Nunavut,Opticians,0.0
2017,Nunavut,Optometrists,5.3
2017,Nunavut,Paramedics,
2017,Nunavut,Paramedics,0.0
2017,Nunavut,Pharmacists,82.6
2017,Nunavut,Pharmacy technicians,
2017,Nunavut,Pharmacy technicians,0.0
2017,Nunavut,Physician assistants,0.0
2017,Nunavut,Physicians,21.3
2017,Nunavut,Physiotherapists,
2017,Nunavut,Physiotherapists,0.0
2017,Nunavut,Psychologists,63.9
2017,Nunavut,Psychotherapists/counselling therapists,
2017,Nunavut,Psychotherapists/counselling therapists,0.0
2017,Nunavut,Registered nurses,1228.8
2017,Nunavut,Registered psychiatric nurses,
2017,Nunavut,Registered psychiatric nurses,0.0
2017,Nunavut,Regulated nurses,
2017,Nunavut,Regulated nurses,0.0
2017,Nunavut,Respiratory therapists,8.0
2017,Nunavut,Social workers,
2017,Nunavut,Social workers,0.0
2017,Nunavut,Specialists,5.3
2017,Nunavut,Speech language pathologists,2.7
2017,Nunavut,Speech language pathologists,2.7
2018,Nunavut,Audiologists,2.6
2018,Nunavut,Audiologists,2.6
2018,Nunavut,Chiropractors,
2018,Nunavut,Chiropractors,0.0
2018,Nunavut,Dental assistants,
2018,Nunavut,Dental assistants,0.0
2018,Nunavut,Dental hygienists,57.7
2018,Nunavut,Dentists,262.2
2018,Nunavut,Dietitians,34.1
2018,Nunavut,Environmental public health professionals,7.9
2018,Nunavut,Environmental public health professionals,7.9
2018,Nunavut,Family medicine,31.5
2018,Nunavut,Family medicine,31.5
2018,Nunavut,Genetic counsellors,
2018,Nunavut,Genetic counsellors,0.0
2018,Nunavut,Health information management professionals,
2018,Nunavut,Health information management professionals,0.0
2018,Nunavut,Licensed practical nurses,346.1
2018,Nunavut,Medical laboratory technologists,21.0
2018,Nunavut,Medical physicists,
2018,Nunavut,Medical physicists,0.0
2018,Nunavut,Medical radiation technologists,
2018,Nunavut,Medical radiation technologists,0.0
2018,Nunavut,Midwives,104.9
2018,Nunavut,Nurse practitioners,60.2
2018,Nunavut,Occupational therapists,10.5
2018,Nunavut,Opticians,
2018,Nunavut,Opticians,0.0
2018,Nunavut,Optometrists,0.0
2018,Nunavut,Paramedics,
2018,Nunavut,Paramedics,0.0
2018,Nunavut,Pharmacists,110.1
2018,Nunavut,Pharmacy technicians,
2018,Nunavut,Pharmacy technicians,0.0
2018,Nunavut,Physician assistants,2.6
2018,Nunavut,Physicians,44.6
2018,Nunavut,Physiotherapists,
2018,Nunavut,Physiotherapists,0.0
2018,Nunavut,Psychologists,60.3
2018,Nunavut,Psychotherapists/counselling therapists,
2018,Nunavut,Psychotherapists/counselling therapists,0.0
2018,Nunavut,Registered nurses,975.7
2018,Nunavut,Registered psychiatric nurses,
2018,Nunavut,Registered psychiatric nurses,0.0
2018,Nunavut,Regulated nurses,
2018,Nunavut,Regulated nurses,0.0
2018,Nunavut,Respiratory therapists,7.9
2018,Nunavut,Social workers,
2018,Nunavut,Social workers,0.0
2018,Nunavut,Specialists,13.1
2018,Nunavut,Speech language pathologists,13.1
2018,Nunavut,Speech language pathologists,13.1
2019,Nunavut,Audiologists,2.6
2019,Nunavut,Audiologists,2.6
2019,Nunavut,Chiropractors,
2019,Nunavut,Chiropractors,0.0
2019,Nunavut,Dental assistants,
2019,Nunavut,Dental assistants,0.0
2019,Nunavut,Dental hygienists,64.8
2019,Nunavut,Dentists,248.8
2019,Nunavut,Dietitians,33.7
2019,Nunavut,Environmental public health professionals,5.2
2019,Nunavut,Family medicine,44.1
2019,Nunavut,Genetic counsellors,
2019,Nunavut,Genetic counsellors,0.0
2019,Nunavut,Health information management professionals,5.2
2019,Nunavut,Licensed practical nurses,378.3
2019,Nunavut,Medical laboratory technologists,31.1
2019,Nunavut,Medical physicists,
2019,Nunavut,Medical physicists,0.0
2019,Nunavut,Medical radiation technologists,20.7
2019,Nunavut,Midwives,106.2
2019,Nunavut,Nurse practitioners,56.2
2019,Nunavut,Occupational therapists,15.5
2019,Nunavut,Opticians,
2019,Nunavut,Opticians,0.0
2019,Nunavut,Optometrists,
2019,Nunavut,Optometrists,0.0
2019,Nunavut,Paramedics,
2019,Nunavut,Paramedics,0.0
2019,Nunavut,Pharmacists,114.0
2019,Nunavut,Pharmacy technicians,
2019,Nunavut,Pharmacy technicians,0.0
2019,Nunavut,Physician assistants,2.6
2019,Nunavut,Physicians,54.4
2019,Nunavut,Physiotherapists,
2019,Nunavut,Physiotherapists,0.0
2019,Nunavut,Psychologists,67.4
2019,Nunavut,Psychotherapists/counselling therapists,
2019,Nunavut,Psychotherapists/counselling therapists,0.0
2019,Nunavut,Registered nurses,888.1
2019,Nunavut,Registered psychiatric nurses,
2019,Nunavut,Registered psychiatric nurses,0.0
2019,Nunavut,Regulated nurses,
2019,Nunavut,Regulated nurses,0.0
2019,Nunavut,Respiratory therapists,7.8
2019,Nunavut,Respiratory therapists,7.8
2019,Nunavut,Social workers,
2019,Nunavut,Social workers,0.0
2019,Nunavut,Specialists,10.4
2019,Nunavut,Speech language pathologists,7.8
2019,Nunavut,Speech language pathologists,7.8
2020,Nunavut,Audiologists,5.1
2020,Nunavut,Chiropractors,
2020,Nunavut,Chiropractors,0.0
2020,Nunavut,Dental assistants,
2020,Nunavut,Dental assistants,0.0
2020,Nunavut,Dental hygienists,61.3
2020,Nunavut,Dentists,227.3
2020,Nunavut,Dietitians,
2020,Nunavut,Dietitians,0.0
2020,Nunavut,Environmental public health professionals,5.1
2020,Nunavut,Family medicine,53.6
2020,Nunavut,Genetic counsellors,
2020,Nunavut,Genetic counsellors,0.0
2020,Nunavut,Health information management professionals,5.1
2020,Nunavut,Licensed practical nurses,452.0
2020,Nunavut,Medical laboratory technologists,38.3
2020,Nunavut,Medical physicists,
2020,Nunavut,Medical physicists,0.0
2020,Nunavut,Medical radiation technologists,23.0
2020,Nunavut,Midwives,71.5
2020,Nunavut,Nurse practitioners,93.5
2020,Nunavut,Occupational therapists,12.8
2020,Nunavut,Opticians,
2020,Nunavut,Opticians,0.0
2020,Nunavut,Optometrists,
2020,Nunavut,Optometrists,0.0
2020,Nunavut,Paramedics,
2020,Nunavut,Paramedics,0.0
2020,Nunavut,Pharmacists,97.1
2020,Nunavut,Pharmacy technicians,
2020,Nunavut,Pharmacy technicians,0.0
2020,Nunavut,Physician assistants,2.6
2020,Nunavut,Physicians,63.8
2020,Nunavut,Physiotherapists,
2020,Nunavut,Physiotherapists,0.0
2020,Nunavut,Psychologists,76.6
2020,Nunavut,Psychotherapists/counselling therapists,
2020,Nunavut,Psychotherapists/counselling therapists,0.0
2020,Nunavut,Registered nurses,1618.4
2020,Nunavut,Registered psychiatric nurses,
2020,Nunavut,Registered psychiatric nurses,0.0
2020,Nunavut,Regulated nurses,
2020,Nunavut,Regulated nurses,0.0
2020,Nunavut,Respiratory therapists,5.1
2020,Nunavut,Social workers,
2020,Nunavut,Social workers,0.0
2020,Nunavut,Specialists,10.2
2020,Nunavut,Speech language pathologists,7.7
2020,Nunavut,Speech language pathologists,7.7
2021,Nunavut,Audiologists,0.0
2021,Nunavut,Chiropractors,
2021,Nunavut,Chiropractors,0.0
2021,Nunavut,Dental assistants,
2021,Nunavut,Dental assistants,0.0
2021,Nunavut,Dental hygienists,58.4
2021,Nunavut,Dentists,233.5
2021,Nunavut,Dietitians,
2021,Nunavut,Dietitians,0.0
2021,Nunavut,Environmental public health professionals,5.1
2021,Nunavut,Family medicine,45.7
2021,Nunavut,Genetic counsellors,
2021,Nunavut,Genetic counsellors,0.0
2021,Nunavut,Health information management professionals,2.5
2021,Nunavut,Licensed practical nurses,609.1
2021,Nunavut,Medical laboratory technologists,30.5
2021,Nunavut,Medical laboratory technologists,30.5
2021,Nunavut,Medical physicists,
2021,Nunavut,Medical physicists,0.0
2021,Nunavut,Medical radiation technologists,22.8
2021,Nunavut,Midwives,81.2
2021,Nunavut,Nurse practitioners,110.7
2021,Nunavut,Occupational therapists,17.8
2021,Nunavut,Opticians,
2021,Nunavut,Opticians,0.0
2021,Nunavut,Optometrists,
2021,Nunavut,Optometrists,0.0
2021,Nunavut,Paramedics,
2021,Nunavut,Paramedics,0.0
2021,Nunavut,Pharmacists,104.1
2021,Nunavut,Pharmacy technicians,
2021,Nunavut,Pharmacy technicians,0.0
2021,Nunavut,Physician assistants,2.5
2021,Nunavut,Physicians,55.8
2021,Nunavut,Physiotherapists,
2021,Nunavut,Physiotherapists,0.0
2021,Nunavut,Psychologists,
2021,Nunavut,Psychologists,0.0
2021,Nunavut,Psychotherapists/counselling therapists,
2021,Nunavut,Psychotherapists/counselling therapists,0.0
2021,Nunavut,Registered nurses,1753.7
2021,Nunavut,Registered psychiatric nurses,
2021,Nunavut,Registered psychiatric nurses,0.0
2021,Nunavut,Regulated nurses,
2021,Nunavut,Regulated nurses,0.0
2021,Nunavut,Respiratory therapists,5.1
2021,Nunavut,Social workers,
2021,Nunavut,Social workers,0.0
2021,Nunavut,Specialists,10.2
2021,Nunavut,Speech language pathologists,2.5
2021,Nunavut,Speech language pathologists,2.5
2015,Ontario,Audiologists,4.8
2015,Ontario,Chiropractors,31.0
2015,Ontario,Dental assistants,38.5
2015,Ontario,Dental hygienists,94.2
2015,Ontario,Dentists,69.0
2015,Ontario,Dietitians,27.8
2015,Ontario,Environmental public health professionals,5.2
2015,Ontario,Family medicine,110.0
2015,Ontario,Genetic counsellors,1.1
2015,Ontario,Health information management professionals,
2015,Ontario,Health information management professionals,0.0
2015,Ontario,Licensed practical nurses,318.5
2015,Ontario,Medical laboratory technologists,53.2
2015,Ontario,Medical physicists,1.5
2015,Ontario,Medical radiation technologists,50.3
2015,Ontario,Midwives,4.9
2015,Ontario,Nurse practitioners,18.4
2015,Ontario,Occupational therapists,39.8
2015,Ontario,Opticians,
2015,Ontario,Opticians,0.0
2015,Ontario,Optometrists,16.9
2015,Ontario,Paramedics,57.6
2015,Ontario,Pharmacists,105.0
2015,Ontario,Pharmacy technicians,28.0
2015,Ontario,Pharmacy technicians,28.0
2015,Ontario,Physician assistants,2.0
2015,Ontario,Physicians,222.5
2015,Ontario,Physiotherapists,59.5
2015,Ontario,Psychologists,27.2
2015,Ontario,Registered nurses,747.7
2015,Ontario,Registered psychiatric nurses,
2015,Ontario,Registered psychiatric nurses,0.0
2015,Ontario,Regulated nurses,1084.6
2015,Ontario,Respiratory therapists,23.0
2015,Ontario,Social workers,122.6
2015,Ontario,Specialists,112.5
2015,Ontario,Speech language pathologists,20.3
2015,Ontario,Speech language pathologists,20.3
2016,Ontario,Audiologists,5.0
2016,Ontario,Chiropractors,31.3
2016,Ontario,Chiropractors,31.3
2016,Ontario,Dental assistants,37.8
2016,Ontario,Dental hygienists,94.3
2016,Ontario,Dentists,70.2
2016,Ontario,Dietitians,28.1
2016,Ontario,Dietitians,28.1
2016,Ontario,Environmental public health professionals,5.3
2016,Ontario,Family medicine,111.1
2016,Ontario,Genetic counsellors,1.1
2016,Ontario,Health information management professionals,14.0
2016,Ontario,Licensed practical nurses,333.3
2016,Ontario,Medical laboratory technologists,49.2
2016,Ontario,Medical physicists,1.4
2016,Ontario,Medical radiation technologists,50.4
2016,Ontario,Midwives,5.1
2016,Ontario,Nurse practitioners,20.0
2016,Ontario,Occupational therapists,40.5
2016,Ontario,Occupational therapists,40.5
2016,Ontario,Opticians,19.1
2016,Ontario,Optometrists,16.9
2016,Ontario,Paramedics,59.0
2016,Ontario,Pharmacists,107.8
2016,Ontario,Pharmacy technicians,30.9
2016,Ontario,Physician assistants,2.5
2016,Ontario,Physicians,223.5
2016,Ontario,Physiotherapists,61.4
2016,Ontario,Psychologists,27.2
2016,Ontario,Registered nurses,735.2
2016,Ontario,Registered psychiatric nurses,
2016,Ontario,Registered psychiatric nurses,0.0
2016,Ontario,Regulated nurses,1088.5
2016,Ontario,Respiratory therapists,23.3
2016,Ontario,Social workers,134.6
2016,Ontario,Specialists,112.4
2016,Ontario,Speech language pathologists,21.1
2016,Ontario,Speech language pathologists,21.1
2017,Ontario,Audiologists,5.1
2017,Ontario,Chiropractors,31.5
2017,Ontario,Chiropractors,31.5
2017,Ontario,Dental assistants,35.6
2017,Ontario,Dental hygienists,93.5
2017,Ontario,Dentists,70.6
2017,Ontario,Dietitians,28.3
2017,Ontario,Environmental public health professionals,5.3
2017,Ontario,Family medicine,114.3
2017,Ontario,Genetic counsellors,0.9
2017,Ontario,Health information management professionals,14.5
2017,Ontario,Licensed practical nurses,341.5
2017,Ontario,Medical laboratory technologists,51.6
2017,Ontario,Medical physicists,1.5
2017,Ontario,Medical radiation technologists,50.0
2017,Ontario,Midwives,5.3
2017,Ontario,Nurse practitioners,21.4
2017,Ontario,Occupational therapists,41.5
2017,Ontario,Occupational therapists,41.5
2017,Ontario,Opticians,9.1
2017,Ontario,Optometrists,17.2
2017,Ontario,Paramedics,59.9
2017,Ontario,Pharmacists,109.5
2017,Ontario,Pharmacy technicians,32.7
2017,Ontario,Physician assistants,
2017,Ontario,Physician assistants,0.0
2017,Ontario,Physicians,227.8
2017,Ontario,Physiotherapists,62.2
2017,Ontario,Psychologists,27.3
2017,Ontario,Psychotherapists/counselling therapists,
2017,Ontario,Psychotherapists/counselling therapists,0.0
2017,Ontario,Registered nurses,724.3
2017,Ontario,Registered psychiatric nurses,
2017,Ontario,Registered psychiatric nurses,0.0
2017,Ontario,Regulated nurses,1087.2
2017,Ontario,Respiratory therapists,23.8
2017,Ontario,Social workers,122.4
2017,Ontario,Specialists,113.5
2017,Ontario,Speech language pathologists,21.2
2017,Ontario,Speech language pathologists,21.2
2018,Ontario,Audiologists,5.2
2018,Ontario,Chiropractors,32.1
2018,Ontario,Dental assistants,
2018,Ontario,Dental assistants,0.0
2018,Ontario,Dental hygienists,90.2
2018,Ontario,Dentists,72.8
2018,Ontario,Dietitians,28.9
2018,Ontario,Environmental public health professionals,5.5
2018,Ontario,Family medicine,117.5
2018,Ontario,Genetic counsellors,1.0
2018,Ontario,Health information management professionals,
2018,Ontario,Health information management professionals,0.0
2018,Ontario,Licensed practical nurses,349.2
2018,Ontario,Medical laboratory technologists,49.8
2018,Ontario,Medical physicists,1.5
2018,Ontario,Medical radiation technologists,74.9
2018,Ontario,Midwives,5.4
2018,Ontario,Nurse practitioners,22.4
2018,Ontario,Occupational therapists,42.1
2018,Ontario,Opticians,
2018,Ontario,Opticians,0.0
2018,Ontario,Optometrists,17.6
2018,Ontario,Paramedics,61.9
2018,Ontario,Pharmacists,111.1
2018,Ontario,Pharmacy technicians,33.8
2018,Ontario,Pharmacy technicians,33.8
2018,Ontario,Physician assistants,3.1
2018,Ontario,Physicians,236.7
2018,Ontario,Physiotherapists,64.5
2018,Ontario,Psychologists,27.6
2018,Ontario,Psychotherapists/counselling therapists,
2018,Ontario,Psychotherapists/counselling therapists,0.0
2018,Ontario,Registered nurses,715.6
2018,Ontario,Registered psychiatric nurses,
2018,Ontario,Registered psychiatric nurses,0.0
2018,Ontario,Regulated nurses,1087.2
2018,Ontario,Respiratory therapists,23.8
2018,Ontario,Social workers,125.2
2018,Ontario,Specialists,119.2
2018,Ontario,Speech language pathologists,22.0
2018,Ontario,Speech language pathologists,22.0
2019,Ontario,Audiologists,5.4
2019,Ontario,Chiropractors,31.8
2019,Ontario,Dental assistants,32.6
2019,Ontario,Dental assistants,32.6
2019,Ontario,Dental hygienists,94.2
2019,Ontario,Dentists,72.3
2019,Ontario,Dietitians,28.8
2019,Ontario,Dietitians,28.8
2019,Ontario,Environmental public health professionals,5.3
2019,Ontario,Family medicine,115.9
2019,Ontario,Genetic counsellors,1.1
2019,Ontario,Health information management professionals,14.7
2019,Ontario,Health information management professionals,14.7
2019,Ontario,Licensed practical nurses,363.1
2019,Ontario,Medical laboratory technologists,49.9
2019,Ontario,Medical physicists,1.5
2019,Ontario,Medical radiation technologists,75.7
2019,Ontario,Midwives,5.5
2019,Ontario,Nurse practitioners,23.7
2019,Ontario,Occupational therapists,42.9
2019,Ontario,Opticians,11.4
2019,Ontario,Optometrists,18.0
2019,Ontario,Paramedics,61.9
2019,Ontario,Pharmacists,112.1
2019,Ontario,Pharmacy technicians,34.7
2019,Ontario,Pharmacy technicians,34.7
2019,Ontario,Physician assistants,3.6
2019,Ontario,Physicians,234.4
2019,Ontario,Physiotherapists,65.5
2019,Ontario,Psychologists,27.5
2019,Ontario,Psychotherapists/counselling therapists,
2019,Ontario,Psychotherapists/counselling therapists,0.0
2019,Ontario,Registered nurses,714.2
2019,Ontario,Registered psychiatric nurses,
2019,Ontario,Registered psychiatric nurses,0.0
2019,Ontario,Regulated nurses,1101.0
2019,Ontario,Respiratory therapists,23.7
2019,Ontario,Social workers,135.6
2019,Ontario,Specialists,118.4
2019,Ontario,Speech language pathologists,22.5
2019,Ontario,Speech language pathologists,22.5
2020,Ontario,Audiologists,5.4
2020,Ontario,Chiropractors,31.9
2020,Ontario,Dental assistants,51.5
2020,Ontario,Dental hygienists,91.6
2020,Ontario,Dentists,
2020,Ontario,Dentists,0.0
2020,Ontario,Dietitians,28.9
2020,Ontario,Environmental public health professionals,4.9
2020,Ontario,Family medicine,115.2
2020,Ontario,Genetic counsellors,1.2
2020,Ontario,Health information management professionals,14.1
2020,Ontario,Licensed practical nurses,366.9
2020,Ontario,Medical laboratory technologists,47.6
2020,Ontario,Medical physicists,1.2
2020,Ontario,Medical radiation technologists,75.2
