Year,Geography,Status,Sex,Age group,GeoCode,Value
2021,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,46,6
2021,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,46,8
2021,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,46,8
2021,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,46,8
2021,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,46,8
2021,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,46,8
2021,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,46,7
2021,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,47,9
2021,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,47,12
2021,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,47,7
2021,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,47,14
2021,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,47,16
2021,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,47,10
2021,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,47,18
2021,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,47,22
2021,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,47,14
2021,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,47,18
2021,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,47,21
2021,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,47,14
2021,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,47,2
2021,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,47,4
2021,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,47,6
2021,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,47,8
2021,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,47,3
2021,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,47,8
2021,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,47,12
2021,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,47,5
2021,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,47,9
2021,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,47,12
2021,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,47,6
2021,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,47,7
2021,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,47,8
2021,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,47,8
2021,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,47,8
2021,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,47,7
2021,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,47,10
2021,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,47,10
2021,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,47,9
2021,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,47,8
2021,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,47,8
2021,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,47,8
2021,Alberta,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,48,8
2021,Alberta,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,48,8
2021,Alberta,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,48,7
2021,Alberta,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,48,12
2021,Alberta,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,48,13
2021,Alberta,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,48,11
2021,Alberta,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,48,15
2021,Alberta,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,48,17
2021,Alberta,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,48,14
2021,Alberta,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,48,16
2021,Alberta,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,48,17
2021,Alberta,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,48,15
2021,Alberta,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,48,3
2021,Alberta,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,48,3
2021,Alberta,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 19 years,48,2
2021,Alberta,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,48,6
2021,Alberta,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,48,7
2021,Alberta,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,48,5
2021,Alberta,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,48,8
2021,Alberta,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,48,9
2021,Alberta,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,48,6
2021,Alberta,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,48,9
2021,Alberta,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,48,10
2021,Alberta,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,48,7
2021,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,48,5
2021,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,48,5
2021,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,48,5
2021,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,48,6
2021,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,48,6
2021,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,48,6
2021,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,48,8
2021,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,48,8
2021,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,48,7
2021,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,48,7
2021,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,48,7
2021,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,48,7
2021,British Columbia,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,59,8
2021,British Columbia,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,59,11
2021,British Columbia,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,59,5
2021,British Columbia,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,59,12
2021,British Columbia,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,59,13
2021,British Columbia,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,59,12
2021,British Columbia,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,59,15
2021,British Columbia,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,59,15
2021,British Columbia,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,59,16
2021,British Columbia,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,59,16
2021,British Columbia,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,59,14
2021,British Columbia,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,59,18
2021,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,59,2
2021,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,59,3
2021,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,59,6
2021,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,59,5
2021,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,59,6
2021,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,59,8
2021,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,59,7
2021,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,59,8
2021,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,59,8
2021,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,59,7
2021,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,59,9
2021,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,59,6
2021,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,59,8
2021,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,59,3
2021,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,59,7
2021,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,59,7
2021,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,59,6
2021,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,59,8
2021,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,59,8
2021,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,59,8
2021,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,59,8
2021,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,59,7
2021,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,59,9
2021,Yukon,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,60,16
2021,Yukon,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,60,20
2021,Yukon,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,60,22
2021,Yukon,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,60,28
2021,Yukon,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,60,23
2021,Yukon,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,60,29
2021,Yukon,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,60,10
2021,Yukon,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,60,13
2021,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,61,18
2021,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,61,23
2021,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,61,14
2021,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,61,25
2021,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,61,29
2021,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,61,20
2021,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,61,26
2021,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,61,29
2021,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,61,21
2021,Northwest Territories,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,61,5
2021,Northwest Territories,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,61,9
2021,Northwest Territories,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,61,13
2021,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,61,9
2021,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,61,13
2021,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,61,14
2021,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,61,17
2021,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,61,16
2021,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,61,17
2021,Nunavut,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,62,23
2021,Nunavut,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,62,44
2021,Nunavut,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,62,47
2021,Nunavut,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,62,41
2021,Nunavut,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,62,57
2021,Nunavut,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,62,59
2021,Nunavut,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,62,54
2021,Nunavut,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,62,64
2021,Nunavut,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,62,64
2021,Nunavut,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,62,64
2021,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,62,7
2021,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,62,8
2021,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,62,10
2021,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,62,11
2021,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,62,9
2021,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,62,19
2021,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,62,16
2021,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,62,36
2021,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,62,39
2021,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,62,46
2021,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,62,48
2021,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,62,54
2022,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,10,11
2022,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,10,15
2022,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,10,15
2022,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,10,20
2022,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,10,10
2022,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,10,19
2022,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,10,24
2022,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,10,14
2022,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,10,19
2022,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,10,23
2022,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,10,14
2022,Newfoundland and Labrador,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,10,7
2022,Newfoundland and Labrador,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,10,11
2022,Newfoundland and Labrador,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,10,9
2022,Newfoundland and Labrador,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,10,14
2022,Newfoundland and Labrador,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,10,10
2022,Newfoundland and Labrador,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,10,14
2022,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,10,7
2022,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,10,9
2022,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,10,8
2022,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,10,9
2022,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,10,7
2022,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,10,10
2022,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,10,11
2022,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,10,10
2022,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,10,9
2022,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,10,9
2022,Newfoundland and Labrador,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,10,10
2022,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,11,4
2022,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,11,5
2022,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,11,7
2022,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,11,10
2022,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,11,5
2022,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,11,9
2022,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,11,11
2022,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,11,6
2022,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,11,10
2022,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,11,13
2022,Prince Edward Island,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,11,7
2022,Prince Edward Island,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,11,5
2022,Prince Edward Island,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,11,8
2022,Prince Edward Island,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,11,6
2022,Prince Edward Island,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,11,7
2022,Prince Edward Island,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,11,3
2022,Prince Edward Island,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,11,3
2022,Prince Edward Island,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,11,3
2022,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,12,8
2022,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,12,10
2022,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,12,5
2022,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,12,10
2022,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,12,13
2022,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,12,6
2022,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,12,12
2022,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,12,16
2022,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,12,7
2022,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,12,11
2022,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,12,15
2022,Nova Scotia,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,12,7
2022,Nova Scotia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,12,2
2022,Nova Scotia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,12,4
2022,Nova Scotia,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,12,6
2022,Nova Scotia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,12,5
2022,Nova Scotia,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,12,8
2022,Nova Scotia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,12,5
2022,Nova Scotia,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,12,7
2022,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,12,5
2022,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,12,6
2022,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,12,6
2022,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,12,7
2022,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,12,4
2022,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,12,6
2022,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,12,8
2022,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,12,5
2022,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,12,6
2022,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,12,8
2022,Nova Scotia,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,12,4
2022,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,13,6
2022,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,13,7
2022,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,13,5
2022,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,13,12
2022,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,13,16
2022,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,13,9
2022,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,13,16
2022,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,13,22
2022,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,13,11
2022,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,13,18
2022,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,13,24
2022,New Brunswick,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,13,12
2022,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,13,2
2022,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,13,6
2022,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,13,8
2022,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,13,4
2022,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,13,9
2022,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,13,12
2022,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,13,5
2022,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,13,10
2022,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,13,14
2022,New Brunswick,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,13,6
2022,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,13,4
2022,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,13,6
2022,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,13,7
2022,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,13,5
2022,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,13,8
2022,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,13,10
2022,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,13,6
2022,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,13,8
2022,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,13,10
2022,New Brunswick,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,13,6
2022,Quebec,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,24,7
2022,Quebec,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,24,8
2022,Quebec,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,24,7
2022,Quebec,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,24,9
2022,Quebec,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,24,10
2022,Quebec,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,24,7
2022,Quebec,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,24,10
2022,Quebec,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,24,12
2022,Quebec,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,24,8
2022,Quebec,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,24,10
2022,Quebec,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,24,13
2022,Quebec,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,24,7
2022,Quebec,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,24,2
2022,Quebec,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,24,2
2022,Quebec,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 19 years,24,2
2022,Quebec,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,24,3
2022,Quebec,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,24,3
2022,Quebec,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,24,2
2022,Quebec,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,24,4
