Year,data.Geography,data.Economic family type,data.Household food security status,GeoCode,Value
2021,Nova Scotia,Persons in other non-elderly families,"Food insecure, marginal",12,10.7
2021,Nova Scotia,Persons in other non-elderly families,"Food insecure, moderate or severe",12,22.2
2021,Nova Scotia,Persons in other non-elderly families,"Food insecure, moderate",12,18.0
2021,Nova Scotia,Persons in other non-elderly families,"Food insecure, severe",12,
2021,Nova Scotia,Persons not in an economic family,Food secure,12,76.7
2021,Nova Scotia,Persons not in an economic family,Food insecure,12,23.3
2021,Nova Scotia,Persons not in an economic family,"Food insecure, marginal",12,7.1
2021,Nova Scotia,Persons not in an economic family,"Food insecure, moderate or severe",12,16.1
2021,Nova Scotia,Persons not in an economic family,"Food insecure, moderate",12,9.2
2021,Nova Scotia,Persons not in an economic family,"Food insecure, severe",12,6.9
2021,Nova Scotia,Elderly persons not in an economic family,Food secure,12,83.5
2021,Nova Scotia,Elderly persons not in an economic family,Food insecure,12,16.5
2021,Nova Scotia,Elderly persons not in an economic family,"Food insecure, marginal",12,6.1
2021,Nova Scotia,Elderly persons not in an economic family,"Food insecure, moderate or severe",12,10.4
2021,Nova Scotia,Elderly persons not in an economic family,"Food insecure, moderate",12,7.5
2021,Nova Scotia,Elderly persons not in an economic family,"Food insecure, severe",12,
2021,Nova Scotia,Elderly males not in an economic family,Food secure,12,85.1
2021,Nova Scotia,Elderly males not in an economic family,Food insecure,12,14.9
2021,Nova Scotia,Elderly males not in an economic family,"Food insecure, marginal",12,
2021,Nova Scotia,Elderly males not in an economic family,"Food insecure, moderate or severe",12,
2021,Nova Scotia,Elderly males not in an economic family,"Food insecure, moderate",12,8.4
2021,Nova Scotia,Elderly males not in an economic family,"Food insecure, severe",12,
2021,Nova Scotia,Elderly females not in an economic family,Food secure,12,82.7
2021,Nova Scotia,Elderly females not in an economic family,Food insecure,12,17.3
2021,Nova Scotia,Elderly females not in an economic family,"Food insecure, marginal",12,6.8
2021,Nova Scotia,Elderly females not in an economic family,"Food insecure, moderate or severe",12,10.4
2021,Nova Scotia,Elderly females not in an economic family,"Food insecure, moderate",12,6.9
2021,Nova Scotia,Elderly females not in an economic family,"Food insecure, severe",12,
2021,Nova Scotia,Non-elderly persons not in an economic family,Food secure,12,73.4
2021,Nova Scotia,Non-elderly persons not in an economic family,Food insecure,12,26.6
2021,Nova Scotia,Non-elderly persons not in an economic family,"Food insecure, marginal",12,7.6
2021,Nova Scotia,Non-elderly persons not in an economic family,"Food insecure, moderate or severe",12,19.0
2021,Nova Scotia,Non-elderly persons not in an economic family,"Food insecure, moderate",12,10.1
2021,Nova Scotia,Non-elderly persons not in an economic family,"Food insecure, severe",12,8.9
2021,Nova Scotia,Non-elderly males not in an economic family,Food secure,12,77.6
2021,Nova Scotia,Non-elderly males not in an economic family,Food insecure,12,22.4
2021,Nova Scotia,Non-elderly males not in an economic family,"Food insecure, marginal",12,7.3
2021,Nova Scotia,Non-elderly males not in an economic family,"Food insecure, moderate or severe",12,15.0
2021,Nova Scotia,Non-elderly males not in an economic family,"Food insecure, moderate",12,9.2
2021,Nova Scotia,Non-elderly males not in an economic family,"Food insecure, severe",12,5.8
2021,Nova Scotia,Non-elderly females not in an economic family,Food secure,12,68.9
2021,Nova Scotia,Non-elderly females not in an economic family,Food insecure,12,31.1
2021,Nova Scotia,Non-elderly females not in an economic family,"Food insecure, marginal",12,7.9
2021,Nova Scotia,Non-elderly females not in an economic family,"Food insecure, moderate or severe",12,23.2
2021,Nova Scotia,Non-elderly females not in an economic family,"Food insecure, moderate",12,11.1
2021,Nova Scotia,Non-elderly females not in an economic family,"Food insecure, severe",12,12.1
2021,New Brunswick,All persons,Food secure,13,77.3
2021,New Brunswick,All persons,Food insecure,13,22.7
2021,New Brunswick,All persons,"Food insecure, marginal",13,5.4
2021,New Brunswick,All persons,"Food insecure, moderate or severe",13,17.4
2021,New Brunswick,All persons,"Food insecure, moderate",13,12.9
2021,New Brunswick,All persons,"Food insecure, severe",13,4.5
2021,New Brunswick,Persons in economic families,Food secure,13,77.5
2021,New Brunswick,Persons in economic families,Food insecure,13,22.5
2021,New Brunswick,Persons in economic families,"Food insecure, marginal",13,5.4
2021,New Brunswick,Persons in economic families,"Food insecure, moderate or severe",13,17.1
2021,New Brunswick,Persons in economic families,"Food insecure, moderate",13,13.4
2021,New Brunswick,Persons in economic families,"Food insecure, severe",13,3.7
2021,New Brunswick,Persons in elderly families,Food secure,13,91.1
2021,New Brunswick,Persons in elderly families,Food insecure,13,8.9
2021,New Brunswick,Persons in elderly families,"Food insecure, marginal",13,4.0
2021,New Brunswick,Persons in elderly families,"Food insecure, moderate or severe",13,4.9
2021,New Brunswick,Persons in elderly families,"Food insecure, moderate",13,3.5
2021,New Brunswick,Persons in elderly families,"Food insecure, severe",13,
2021,New Brunswick,Persons in elderly couples,Food secure,13,93.7
2021,New Brunswick,Persons in elderly couples,Food insecure,13,6.3
2021,New Brunswick,Persons in elderly couples,"Food insecure, marginal",13,
2021,New Brunswick,Persons in elderly couples,"Food insecure, moderate or severe",13,4.0
2021,New Brunswick,Persons in elderly couples,"Food insecure, moderate",13,3.2
2021,New Brunswick,Persons in elderly couples,"Food insecure, severe",13,
2021,New Brunswick,Persons in other elderly families,Food secure,13,83.0
2021,New Brunswick,Persons in other elderly families,Food insecure,13,17.0
2021,New Brunswick,Persons in other elderly families,"Food insecure, marginal",13,
2021,New Brunswick,Persons in other elderly families,"Food insecure, moderate or severe",13,
2021,New Brunswick,Persons in other elderly families,"Food insecure, moderate",13,
2021,New Brunswick,Persons in other elderly families,"Food insecure, severe",13,
2021,New Brunswick,Persons in non-elderly families,Food secure,13,74.1
2021,New Brunswick,Persons in non-elderly families,Food insecure,13,25.9
2021,New Brunswick,Persons in non-elderly families,"Food insecure, marginal",13,5.8
2021,New Brunswick,Persons in non-elderly families,"Food insecure, moderate or severe",13,20.2
2021,New Brunswick,Persons in non-elderly families,"Food insecure, moderate",13,15.9
2021,New Brunswick,Persons in non-elderly families,"Food insecure, severe",13,4.3
2021,New Brunswick,Persons in couples,Food secure,13,84.5
2021,New Brunswick,Persons in couples,Food insecure,13,15.5
2021,New Brunswick,Persons in couples,"Food insecure, marginal",13,4.1
2021,New Brunswick,Persons in couples,"Food insecure, moderate or severe",13,11.3
2021,New Brunswick,Persons in couples,"Food insecure, moderate",13,9.0
2021,New Brunswick,Persons in couples,"Food insecure, severe",13,
2021,New Brunswick,Persons in couple families with children,Food secure,13,74.7
2021,New Brunswick,Persons in couple families with children,Food insecure,13,25.3
2021,New Brunswick,Persons in couple families with children,"Food insecure, marginal",13,5.1
2021,New Brunswick,Persons in couple families with children,"Food insecure, moderate or severe",13,20.2
2021,New Brunswick,Persons in couple families with children,"Food insecure, moderate",13,16.1
2021,New Brunswick,Persons in couple families with children,"Food insecure, severe",13,4.1
2021,New Brunswick,Persons in couple families with other relatives,Food secure,13,72.9
2021,New Brunswick,Persons in couple families with other relatives,Food insecure,13,27.1
2021,New Brunswick,Persons in couple families with other relatives,"Food insecure, marginal",13,
2021,New Brunswick,Persons in couple families with other relatives,"Food insecure, moderate or severe",13,20.2
2021,New Brunswick,Persons in couple families with other relatives,"Food insecure, moderate",13,16.8
2021,New Brunswick,Persons in couple families with other relatives,"Food insecure, severe",13,
2021,New Brunswick,Persons in lone-parent families,Food secure,13,59.2
2021,New Brunswick,Persons in lone-parent families,Food insecure,13,40.8
2021,New Brunswick,Persons in lone-parent families,"Food insecure, marginal",13,
2021,New Brunswick,Persons in lone-parent families,"Food insecure, moderate or severe",13,33.7
2021,New Brunswick,Persons in lone-parent families,"Food insecure, moderate",13,23.4
2021,New Brunswick,Persons in lone-parent families,"Food insecure, severe",13,
2021,New Brunswick,Persons in male lone-parent families,Food secure,13,70.4
2021,New Brunswick,Persons in male lone-parent families,Food insecure,13,
2021,New Brunswick,Persons in male lone-parent families,"Food insecure, marginal",13,
2021,New Brunswick,Persons in male lone-parent families,"Food insecure, moderate or severe",13,
2021,New Brunswick,Persons in male lone-parent families,"Food insecure, moderate",13,
2021,New Brunswick,Persons in male lone-parent families,"Food insecure, severe",13,
2021,New Brunswick,Persons in female lone-parent families,Food secure,13,54.7
2021,New Brunswick,Persons in female lone-parent families,Food insecure,13,45.3
2021,New Brunswick,Persons in female lone-parent families,"Food insecure, marginal",13,
2021,New Brunswick,Persons in female lone-parent families,"Food insecure, moderate or severe",13,41.4
2021,New Brunswick,Persons in female lone-parent families,"Food insecure, moderate",13,27.9
2021,New Brunswick,Persons in female lone-parent families,"Food insecure, severe",13,
2021,New Brunswick,Persons in other non-elderly families,Food secure,13,65.4
2021,New Brunswick,Persons in other non-elderly families,Food insecure,13,34.6
2021,New Brunswick,Persons in other non-elderly families,"Food insecure, marginal",13,
2021,New Brunswick,Persons in other non-elderly families,"Food insecure, moderate or severe",13,25.1
2021,New Brunswick,Persons in other non-elderly families,"Food insecure, moderate",13,20.3
2021,New Brunswick,Persons in other non-elderly families,"Food insecure, severe",13,
2021,New Brunswick,Persons not in an economic family,Food secure,13,76.4
2021,New Brunswick,Persons not in an economic family,Food insecure,13,23.6
2021,New Brunswick,Persons not in an economic family,"Food insecure, marginal",13,5.2
2021,New Brunswick,Persons not in an economic family,"Food insecure, moderate or severe",13,18.4
2021,New Brunswick,Persons not in an economic family,"Food insecure, moderate",13,10.6
2021,New Brunswick,Persons not in an economic family,"Food insecure, severe",13,7.8
2021,New Brunswick,Elderly persons not in an economic family,Food secure,13,83.4
2021,New Brunswick,Elderly persons not in an economic family,Food insecure,13,16.6
2021,New Brunswick,Elderly persons not in an economic family,"Food insecure, marginal",13,5.7
2021,New Brunswick,Elderly persons not in an economic family,"Food insecure, moderate or severe",13,10.9
2021,New Brunswick,Elderly persons not in an economic family,"Food insecure, moderate",13,8.8
2021,New Brunswick,Elderly persons not in an economic family,"Food insecure, severe",13,
2021,New Brunswick,Elderly males not in an economic family,Food secure,13,81.5
2021,New Brunswick,Elderly males not in an economic family,Food insecure,13,18.5
2021,New Brunswick,Elderly males not in an economic family,"Food insecure, marginal",13,
2021,New Brunswick,Elderly males not in an economic family,"Food insecure, moderate or severe",13,11.5
2021,New Brunswick,Elderly males not in an economic family,"Food insecure, moderate",13,9.4
2021,New Brunswick,Elderly males not in an economic family,"Food insecure, severe",13,
2021,New Brunswick,Elderly females not in an economic family,Food secure,13,84.4
2021,New Brunswick,Elderly females not in an economic family,Food insecure,13,15.6
2021,New Brunswick,Elderly females not in an economic family,"Food insecure, marginal",13,5.0
2021,New Brunswick,Elderly females not in an economic family,"Food insecure, moderate or severe",13,10.6
2021,New Brunswick,Elderly females not in an economic family,"Food insecure, moderate",13,8.5
2021,New Brunswick,Elderly females not in an economic family,"Food insecure, severe",13,
2021,New Brunswick,Non-elderly persons not in an economic family,Food secure,13,71.9
2021,New Brunswick,Non-elderly persons not in an economic family,Food insecure,13,28.1
2021,New Brunswick,Non-elderly persons not in an economic family,"Food insecure, marginal",13,4.9
2021,New Brunswick,Non-elderly persons not in an economic family,"Food insecure, moderate or severe",13,23.1
2021,New Brunswick,Non-elderly persons not in an economic family,"Food insecure, moderate",13,11.7
2021,New Brunswick,Non-elderly persons not in an economic family,"Food insecure, severe",13,11.5
2021,New Brunswick,Non-elderly males not in an economic family,Food secure,13,69.4
2021,New Brunswick,Non-elderly males not in an economic family,Food insecure,13,30.6
2021,New Brunswick,Non-elderly males not in an economic family,"Food insecure, marginal",13,
2021,New Brunswick,Non-elderly males not in an economic family,"Food insecure, moderate or severe",13,26.3
2021,New Brunswick,Non-elderly males not in an economic family,"Food insecure, moderate",13,14.5
2021,New Brunswick,Non-elderly males not in an economic family,"Food insecure, severe",13,11.8
2021,New Brunswick,Non-elderly females not in an economic family,Food secure,13,75.1
2021,New Brunswick,Non-elderly females not in an economic family,Food insecure,13,24.9
2021,New Brunswick,Non-elderly females not in an economic family,"Food insecure, marginal",13,5.7
2021,New Brunswick,Non-elderly females not in an economic family,"Food insecure, moderate or severe",13,19.2
2021,New Brunswick,Non-elderly females not in an economic family,"Food insecure, moderate",13,8.2
2021,New Brunswick,Non-elderly females not in an economic family,"Food insecure, severe",13,11.0
2021,Quebec,All persons,Food secure,24,85.3
2021,Quebec,All persons,Food insecure,24,14.7
2021,Quebec,All persons,"Food insecure, marginal",24,5.8
2021,Quebec,All persons,"Food insecure, moderate or severe",24,8.9
2021,Quebec,All persons,"Food insecure, moderate",24,6.6
2021,Quebec,All persons,"Food insecure, severe",24,2.3
2021,Quebec,Persons in economic families,Food secure,24,85.6
2021,Quebec,Persons in economic families,Food insecure,24,14.4
2021,Quebec,Persons in economic families,"Food insecure, marginal",24,6.2
2021,Quebec,Persons in economic families,"Food insecure, moderate or severe",24,8.2
2021,Quebec,Persons in economic families,"Food insecure, moderate",24,6.3
2021,Quebec,Persons in economic families,"Food insecure, severe",24,1.9
2021,Quebec,Persons in elderly families,Food secure,24,94.4
2021,Quebec,Persons in elderly families,Food insecure,24,5.6
2021,Quebec,Persons in elderly families,"Food insecure, marginal",24,2.9
2021,Quebec,Persons in elderly families,"Food insecure, moderate or severe",24,2.7
2021,Quebec,Persons in elderly families,"Food insecure, moderate",24,2.5
2021,Quebec,Persons in elderly families,"Food insecure, severe",24,
2021,Quebec,Persons in elderly couples,Food secure,24,95.3
2021,Quebec,Persons in elderly couples,Food insecure,24,4.7
2021,Quebec,Persons in elderly couples,"Food insecure, marginal",24,2.6
2021,Quebec,Persons in elderly couples,"Food insecure, moderate or severe",24,2.1
2021,Quebec,Persons in elderly couples,"Food insecure, moderate",24,2.0
2021,Quebec,Persons in elderly couples,"Food insecure, severe",24,
2021,Quebec,Persons in other elderly families,Food secure,24,91.4
2021,Quebec,Persons in other elderly families,Food insecure,24,
2021,Quebec,Persons in other elderly families,"Food insecure, marginal",24,
2021,Quebec,Persons in other elderly families,"Food insecure, moderate or severe",24,
2021,Quebec,Persons in other elderly families,"Food insecure, moderate",24,
2021,Quebec,Persons in other elderly families,"Food insecure, severe",24,
2021,Quebec,Persons in non-elderly families,Food secure,24,83.9
2021,Quebec,Persons in non-elderly families,Food insecure,24,16.1
2021,Quebec,Persons in non-elderly families,"Food insecure, marginal",24,6.8
2021,Quebec,Persons in non-elderly families,"Food insecure, moderate or severe",24,9.2
2021,Quebec,Persons in non-elderly families,"Food insecure, moderate",24,7.0
2021,Quebec,Persons in non-elderly families,"Food insecure, severe",24,2.2
2021,Quebec,Persons in couples,Food secure,24,93.4
2021,Quebec,Persons in couples,Food insecure,24,6.6
2021,Quebec,Persons in couples,"Food insecure, marginal",24,2.4
2021,Quebec,Persons in couples,"Food insecure, moderate or severe",24,4.1
2021,Quebec,Persons in couples,"Food insecure, moderate",24,3.3
2021,Quebec,Persons in couples,"Food insecure, severe",24,
2021,Quebec,Persons in couple families with children,Food secure,24,81.8
2021,Quebec,Persons in couple families with children,Food insecure,24,18.2
2021,Quebec,Persons in couple families with children,"Food insecure, marginal",24,9.7
2021,Quebec,Persons in couple families with children,"Food insecure, moderate or severe",24,8.5
2021,Quebec,Persons in couple families with children,"Food insecure, moderate",24,7.0
2021,Quebec,Persons in couple families with children,"Food insecure, severe",24,1.6
2021,Quebec,Persons in couple families with other relatives,Food secure,24,89.2
2021,Quebec,Persons in couple families with other relatives,Food insecure,24,10.8
2021,Quebec,Persons in couple families with other relatives,"Food insecure, marginal",24,
2021,Quebec,Persons in couple families with other relatives,"Food insecure, moderate or severe",24,8.0
2021,Quebec,Persons in couple families with other relatives,"Food insecure, moderate",24,
2021,Quebec,Persons in couple families with other relatives,"Food insecure, severe",24,
2021,Quebec,Persons in lone-parent families,Food secure,24,67.3
2021,Quebec,Persons in lone-parent families,Food insecure,24,32.7
2021,Quebec,Persons in lone-parent families,"Food insecure, marginal",24,10.8
2021,Quebec,Persons in lone-parent families,"Food insecure, moderate or severe",24,21.9
2021,Quebec,Persons in lone-parent families,"Food insecure, moderate",24,17.0
2021,Quebec,Persons in lone-parent families,"Food insecure, severe",24,
2021,Quebec,Persons in male lone-parent families,Food secure,24,82.7
2021,Quebec,Persons in male lone-parent families,Food insecure,24,17.3
2021,Quebec,Persons in male lone-parent families,"Food insecure, marginal",24,
2021,Quebec,Persons in male lone-parent families,"Food insecure, moderate or severe",24,
2021,Quebec,Persons in male lone-parent families,"Food insecure, moderate",24,
2021,Quebec,Persons in male lone-parent families,"Food insecure, severe",24,
2021,Quebec,Persons in female lone-parent families,Food secure,24,63.1
2021,Quebec,Persons in female lone-parent families,Food insecure,24,36.9
2021,Quebec,Persons in female lone-parent families,"Food insecure, marginal",24,12.5
2021,Quebec,Persons in female lone-parent families,"Food insecure, moderate or severe",24,24.5
2021,Quebec,Persons in female lone-parent families,"Food insecure, moderate",24,18.3
2021,Quebec,Persons in female lone-parent families,"Food insecure, severe",24,
2021,Quebec,Persons in other non-elderly families,Food secure,24,81.6
2021,Quebec,Persons in other non-elderly families,Food insecure,24,18.4
2021,Quebec,Persons in other non-elderly families,"Food insecure, marginal",24,
2021,Quebec,Persons in other non-elderly families,"Food insecure, moderate or severe",24,15.5
2021,Quebec,Persons in other non-elderly families,"Food insecure, moderate",24,10.7
2021,Quebec,Persons in other non-elderly families,"Food insecure, severe",24,
2021,Quebec,Persons not in an economic family,Food secure,24,83.9
2021,Quebec,Persons not in an economic family,Food insecure,24,16.1
2021,Quebec,Persons not in an economic family,"Food insecure, marginal",24,4.3
2021,Quebec,Persons not in an economic family,"Food insecure, moderate or severe",24,11.7
2021,Quebec,Persons not in an economic family,"Food insecure, moderate",24,7.9
2021,Quebec,Persons not in an economic family,"Food insecure, severe",24,3.8
2021,Quebec,Elderly persons not in an economic family,Food secure,24,88.9
2021,Quebec,Elderly persons not in an economic family,Food insecure,24,11.1
2021,Quebec,Elderly persons not in an economic family,"Food insecure, marginal",24,4.2
2021,Quebec,Elderly persons not in an economic family,"Food insecure, moderate or severe",24,6.8
2021,Quebec,Elderly persons not in an economic family,"Food insecure, moderate",24,4.9
2021,Quebec,Elderly persons not in an economic family,"Food insecure, severe",24,1.9
2021,Quebec,Elderly males not in an economic family,Food secure,24,89.1
2021,Quebec,Elderly males not in an economic family,Food insecure,24,10.9
2021,Quebec,Elderly males not in an economic family,"Food insecure, marginal",24,4.5
2021,Quebec,Elderly males not in an economic family,"Food insecure, moderate or severe",24,6.3
2021,Quebec,Elderly males not in an economic family,"Food insecure, moderate",24,4.9
2021,Quebec,Elderly males not in an economic family,"Food insecure, severe",24,
2021,Quebec,Elderly females not in an economic family,Food secure,24,88.8
2021,Quebec,Elderly females not in an economic family,Food insecure,24,11.2
2021,Quebec,Elderly females not in an economic family,"Food insecure, marginal",24,4.0
2021,Quebec,Elderly females not in an economic family,"Food insecure, moderate or severe",24,7.2
2021,Quebec,Elderly females not in an economic family,"Food insecure, moderate",24,5.0
2021,Quebec,Elderly females not in an economic family,"Food insecure, severe",24,
2021,Quebec,Non-elderly persons not in an economic family,Food secure,24,80.9
2021,Quebec,Non-elderly persons not in an economic family,Food insecure,24,19.1
2021,Quebec,Non-elderly persons not in an economic family,"Food insecure, marginal",24,4.4
2021,Quebec,Non-elderly persons not in an economic family,"Food insecure, moderate or severe",24,14.7
2021,Quebec,Non-elderly persons not in an economic family,"Food insecure, moderate",24,9.6
2021,Quebec,Non-elderly persons not in an economic family,"Food insecure, severe",24,5.0
2021,Quebec,Non-elderly males not in an economic family,Food secure,24,80.6
2021,Quebec,Non-elderly males not in an economic family,Food insecure,24,19.4
2021,Quebec,Non-elderly males not in an economic family,"Food insecure, marginal",24,4.1
2021,Quebec,Non-elderly males not in an economic family,"Food insecure, moderate or severe",24,15.2
2021,Quebec,Non-elderly males not in an economic family,"Food insecure, moderate",24,9.6
2021,Quebec,Non-elderly males not in an economic family,"Food insecure, severe",24,5.6
2021,Quebec,Non-elderly females not in an economic family,Food secure,24,81.4
2021,Quebec,Non-elderly females not in an economic family,Food insecure,24,18.6
2021,Quebec,Non-elderly females not in an economic family,"Food insecure, marginal",24,4.8
2021,Quebec,Non-elderly females not in an economic family,"Food insecure, moderate or severe",24,13.8
2021,Quebec,Non-elderly females not in an economic family,"Food insecure, moderate",24,9.7
2021,Quebec,Non-elderly females not in an economic family,"Food insecure, severe",24,4.2
2021,Ontario,All persons,Food secure,35,80.8
2021,Ontario,All persons,Food insecure,35,19.2
2021,Ontario,All persons,"Food insecure, marginal",35,5.3
2021,Ontario,All persons,"Food insecure, moderate or severe",35,13.9
2021,Ontario,All persons,"Food insecure, moderate",35,9.8
2021,Ontario,All persons,"Food insecure, severe",35,4.1
2021,Ontario,Persons in economic families,Food secure,35,81.0
2021,Ontario,Persons in economic families,Food insecure,35,19.0
2021,Ontario,Persons in economic families,"Food insecure, marginal",35,5.4
2021,Ontario,Persons in economic families,"Food insecure, moderate or severe",35,13.6
2021,Ontario,Persons in economic families,"Food insecure, moderate",35,10.0
2021,Ontario,Persons in economic families,"Food insecure, severe",35,3.5
2021,Ontario,Persons in elderly families,Food secure,35,90.5
2021,Ontario,Persons in elderly families,Food insecure,35,9.5
2021,Ontario,Persons in elderly families,"Food insecure, marginal",35,3.6
2021,Ontario,Persons in elderly families,"Food insecure, moderate or severe",35,5.8
2021,Ontario,Persons in elderly families,"Food insecure, moderate",35,4.0
2021,Ontario,Persons in elderly families,"Food insecure, severe",35,1.9
2021,Ontario,Persons in elderly couples,Food secure,35,93.1
2021,Ontario,Persons in elderly couples,Food insecure,35,6.9
2021,Ontario,Persons in elderly couples,"Food insecure, marginal",35,3.4
2021,Ontario,Persons in elderly couples,"Food insecure, moderate or severe",35,3.5
2021,Ontario,Persons in elderly couples,"Food insecure, moderate",35,2.6
2021,Ontario,Persons in elderly couples,"Food insecure, severe",35,0.9
2021,Ontario,Persons in other elderly families,Food secure,35,85.4
2021,Ontario,Persons in other elderly families,Food insecure,35,14.6
2021,Ontario,Persons in other elderly families,"Food insecure, marginal",35,4.1
2021,Ontario,Persons in other elderly families,"Food insecure, moderate or severe",35,10.5
2021,Ontario,Persons in other elderly families,"Food insecure, moderate",35,6.7
2021,Ontario,Persons in other elderly families,"Food insecure, severe",35,3.8
2021,Ontario,Persons in non-elderly families,Food secure,35,79.4
2021,Ontario,Persons in non-elderly families,Food insecure,35,20.6
2021,Ontario,Persons in non-elderly families,"Food insecure, marginal",35,5.7
2021,Ontario,Persons in non-elderly families,"Food insecure, moderate or severe",35,14.9
2021,Ontario,Persons in non-elderly families,"Food insecure, moderate",35,11.1
2021,Ontario,Persons in non-elderly families,"Food insecure, severe",35,3.8
2021,Ontario,Persons in couples,Food secure,35,85.8
2021,Ontario,Persons in couples,Food insecure,35,14.2
2021,Ontario,Persons in couples,"Food insecure, marginal",35,4.2
2021,Ontario,Persons in couples,"Food insecure, moderate or severe",35,9.9
2021,Ontario,Persons in couples,"Food insecure, moderate",35,6.8
2021,Ontario,Persons in couples,"Food insecure, severe",35,3.1
2021,Ontario,Persons in couple families with children,Food secure,35,79.5
2021,Ontario,Persons in couple families with children,Food insecure,35,20.5
2021,Ontario,Persons in couple families with children,"Food insecure, marginal",35,6.0
2021,Ontario,Persons in couple families with children,"Food insecure, moderate or severe",35,14.5
2021,Ontario,Persons in couple families with children,"Food insecure, moderate",35,12.0
2021,Ontario,Persons in couple families with children,"Food insecure, severe",35,2.6
2021,Ontario,Persons in couple families with other relatives,Food secure,35,84.7
2021,Ontario,Persons in couple families with other relatives,Food insecure,35,15.3
2021,Ontario,Persons in couple families with other relatives,"Food insecure, marginal",35,5.0
2021,Ontario,Persons in couple families with other relatives,"Food insecure, moderate or severe",35,10.3
2021,Ontario,Persons in couple families with other relatives,"Food insecure, moderate",35,7.6
2021,Ontario,Persons in couple families with other relatives,"Food insecure, severe",35,2.7
2021,Ontario,Persons in lone-parent families,Food secure,35,59.2
2021,Ontario,Persons in lone-parent families,Food insecure,35,40.8
2021,Ontario,Persons in lone-parent families,"Food insecure, marginal",35,7.9
2021,Ontario,Persons in lone-parent families,"Food insecure, moderate or severe",35,33.0
2021,Ontario,Persons in lone-parent families,"Food insecure, moderate",35,22.4
2021,Ontario,Persons in lone-parent families,"Food insecure, severe",35,10.6
2021,Ontario,Persons in male lone-parent families,Food secure,35,83.6
2021,Ontario,Persons in male lone-parent families,Food insecure,35,
2021,Ontario,Persons in male lone-parent families,"Food insecure, marginal",35,
2021,Ontario,Persons in male lone-parent families,"Food insecure, moderate or severe",35,
2021,Ontario,Persons in male lone-parent families,"Food insecure, moderate",35,
2021,Ontario,Persons in male lone-parent families,"Food insecure, severe",35,
2021,Ontario,Persons in female lone-parent families,Food secure,35,54.0
2021,Ontario,Persons in female lone-parent families,Food insecure,35,46.0
2021,Ontario,Persons in female lone-parent families,"Food insecure, marginal",35,7.8
2021,Ontario,Persons in female lone-parent families,"Food insecure, moderate or severe",35,38.3
2021,Ontario,Persons in female lone-parent families,"Food insecure, moderate",35,26.7
2021,Ontario,Persons in female lone-parent families,"Food insecure, severe",35,11.6
2021,Ontario,Persons in other non-elderly families,Food secure,35,76.8
2021,Ontario,Persons in other non-elderly families,Food insecure,35,23.2
2021,Ontario,Persons in other non-elderly families,"Food insecure, marginal",35,6.0
2021,Ontario,Persons in other non-elderly families,"Food insecure, moderate or severe",35,17.2
2021,Ontario,Persons in other non-elderly families,"Food insecure, moderate",35,10.4
2021,Ontario,Persons in other non-elderly families,"Food insecure, severe",35,6.8
2021,Ontario,Persons not in an economic family,Food secure,35,79.3
2021,Ontario,Persons not in an economic family,Food insecure,35,20.7
2021,Ontario,Persons not in an economic family,"Food insecure, marginal",35,5.0
2021,Ontario,Persons not in an economic family,"Food insecure, moderate or severe",35,15.8
2021,Ontario,Persons not in an economic family,"Food insecure, moderate",35,8.7
2021,Ontario,Persons not in an economic family,"Food insecure, severe",35,7.0
2021,Ontario,Elderly persons not in an economic family,Food secure,35,87.7
2021,Ontario,Elderly persons not in an economic family,Food insecure,35,12.3
2021,Ontario,Elderly persons not in an economic family,"Food insecure, marginal",35,4.7
2021,Ontario,Elderly persons not in an economic family,"Food insecure, moderate or severe",35,7.6
2021,Ontario,Elderly persons not in an economic family,"Food insecure, moderate",35,5.2
2021,Ontario,Elderly persons not in an economic family,"Food insecure, severe",35,2.3
2021,Ontario,Elderly males not in an economic family,Food secure,35,86.4
2021,Ontario,Elderly males not in an economic family,Food insecure,35,13.6
2021,Ontario,Elderly males not in an economic family,"Food insecure, marginal",35,4.5
2021,Ontario,Elderly males not in an economic family,"Food insecure, moderate or severe",35,9.1
2021,Ontario,Elderly males not in an economic family,"Food insecure, moderate",35,5.0
2021,Ontario,Elderly males not in an economic family,"Food insecure, severe",35,
2021,Ontario,Elderly females not in an economic family,Food secure,35,88.4
2021,Ontario,Elderly females not in an economic family,Food insecure,35,11.6
2021,Ontario,Elderly females not in an economic family,"Food insecure, marginal",35,4.8
2021,Ontario,Elderly females not in an economic family,"Food insecure, moderate or severe",35,6.7
2021,Ontario,Elderly females not in an economic family,"Food insecure, moderate",35,5.3
2021,Ontario,Elderly females not in an economic family,"Food insecure, severe",35,1.4
2021,Ontario,Non-elderly persons not in an economic family,Food secure,35,75.3
2021,Ontario,Non-elderly persons not in an economic family,Food insecure,35,24.7
2021,Ontario,Non-elderly persons not in an economic family,"Food insecure, marginal",35,5.1
2021,Ontario,Non-elderly persons not in an economic family,"Food insecure, moderate or severe",35,19.6
2021,Ontario,Non-elderly persons not in an economic family,"Food insecure, moderate",35,10.3
2021,Ontario,Non-elderly persons not in an economic family,"Food insecure, severe",35,9.2
2021,Ontario,Non-elderly males not in an economic family,Food secure,35,76.1
2021,Ontario,Non-elderly males not in an economic family,Food insecure,35,23.9
2021,Ontario,Non-elderly males not in an economic family,"Food insecure, marginal",35,4.6
