Year,Géographie,Type of provider,Value
2017,Île-du-Prince-Édouard,Orthophonistes,27.3
2018,Île-du-Prince-Édouard,Audiologistes,4.6
2018,Île-du-Prince-Édouard,Chiropraticiens,9.1
2018,Île-du-Prince-Édouard,Assistants dentaires,
2018,Île-du-Prince-Édouard,Assistants dentaires,0.0
2018,Île-du-Prince-Édouard,Hygiénistes dentaires,61.9
2018,Île-du-Prince-Édouard,Dentistes,54.8
2018,Île-du-Prince-Édouard,Diététistes,54.8
2018,Île-du-Prince-Édouard,Professionnels de la santé publique environnementale,7.2
2018,Île-du-Prince-Édouard,Médecins de famille,113.4
2018,Île-du-Prince-Édouard,Conseillers en génétique,
2018,Île-du-Prince-Édouard,Conseillers en génétique,0.0
2018,Île-du-Prince-Édouard,Professionnels de la gestion de l’information sur la santé,
2018,Île-du-Prince-Édouard,Professionnels de la gestion de l’information sur la santé,0.0
2018,Île-du-Prince-Édouard,Infirmières auxiliaires autorisées,472.6
2018,Île-du-Prince-Édouard,Technologistes de laboratoire médical,73.0
2018,Île-du-Prince-Édouard,Physiciens médicaux,3.9
2018,Île-du-Prince-Édouard,Technologues en radiation médicale,73.7
2018,Île-du-Prince-Édouard,Sages-femmes,
2018,Île-du-Prince-Édouard,Sages-femmes,0.0
2018,Île-du-Prince-Édouard,Infirmières praticiennes,18.9
2018,Île-du-Prince-Édouard,Ergothérapeutes,43.0
2018,Île-du-Prince-Édouard,Opticiens,
2018,Île-du-Prince-Édouard,Opticiens,0.0
2018,Île-du-Prince-Édouard,Optométristes,15.0
2018,Île-du-Prince-Édouard,Ambulanciers paramédicaux,
2018,Île-du-Prince-Édouard,Ambulanciers paramédicaux,0.0
2018,Île-du-Prince-Édouard,Pharmaciens,124.5
2018,Île-du-Prince-Édouard,Techniciens en pharmacie,50.2
2018,Île-du-Prince-Édouard,Adjoints au médecin,0.7
2018,Île-du-Prince-Édouard,Médecins,198.8
2018,Île-du-Prince-Édouard,Physiothérapeutes,55.4
2018,Île-du-Prince-Édouard,Psychologues,31.3
2018,Île-du-Prince-Édouard,Psychologues,31.3
2018,Île-du-Prince-Édouard,Psychotherapists/counselling therapists,
2018,Île-du-Prince-Édouard,Psychotherapists/counselling therapists,0.0
2018,Île-du-Prince-Édouard,Infirmières autorisées,1086.1
2018,Île-du-Prince-Édouard,Infirmières psychiatriques autorisées,
2018,Île-du-Prince-Édouard,Infirmières psychiatriques autorisées,0.0
2018,Île-du-Prince-Édouard,Personnel infirmier réglementé,1577.6
2018,Île-du-Prince-Édouard,Inhalothérapeutes,16.9
2018,Île-du-Prince-Édouard,Travailleurs sociaux,223.6
2018,Île-du-Prince-Édouard,Spécialistes,85.4
2018,Île-du-Prince-Édouard,Orthophonistes,25.4
2018,Île-du-Prince-Édouard,Orthophonistes,25.4
2019,Île-du-Prince-Édouard,Audiologistes,6.4
2019,Île-du-Prince-Édouard,Chiropraticiens,7.0
2019,Île-du-Prince-Édouard,Assistants dentaires,
2019,Île-du-Prince-Édouard,Assistants dentaires,0.0
2019,Île-du-Prince-Édouard,Hygiénistes dentaires,
2019,Île-du-Prince-Édouard,Hygiénistes dentaires,0.0
2019,Île-du-Prince-Édouard,Dentistes,48.3
2019,Île-du-Prince-Édouard,Diététistes,58.4
2019,Île-du-Prince-Édouard,Professionnels de la santé publique environnementale,5.1
2019,Île-du-Prince-Édouard,Médecins de famille,111.8
2019,Île-du-Prince-Édouard,Conseillers en génétique,0.6
2019,Île-du-Prince-Édouard,Professionnels de la gestion de l’information sur la santé,15.9
2019,Île-du-Prince-Édouard,Infirmières auxiliaires autorisées,471.4
2019,Île-du-Prince-Édouard,Technologistes de laboratoire médical,72.4
2019,Île-du-Prince-Édouard,Physiciens médicaux,3.8
2019,Île-du-Prince-Édouard,Technologues en radiation médicale,68.6
2019,Île-du-Prince-Édouard,Sages-femmes,
2019,Île-du-Prince-Édouard,Sages-femmes,0.0
2019,Île-du-Prince-Édouard,Infirmières praticiennes,27.3
2019,Île-du-Prince-Édouard,Ergothérapeutes,44.5
2019,Île-du-Prince-Édouard,Opticiens,19.7
2019,Île-du-Prince-Édouard,Optométristes,14.6
2019,Île-du-Prince-Édouard,Ambulanciers paramédicaux,
2019,Île-du-Prince-Édouard,Ambulanciers paramédicaux,0.0
2019,Île-du-Prince-Édouard,Pharmaciens,125.8
2019,Île-du-Prince-Édouard,Techniciens en pharmacie,45.7
2019,Île-du-Prince-Édouard,Adjoints au médecin,1.3
2019,Île-du-Prince-Édouard,Médecins,205.2
2019,Île-du-Prince-Édouard,Physiothérapeutes,66.1
2019,Île-du-Prince-Édouard,Psychologues,34.9
2019,Île-du-Prince-Édouard,Psychotherapists/counselling therapists,
2019,Île-du-Prince-Édouard,Psychotherapists/counselling therapists,0.0
2019,Île-du-Prince-Édouard,Infirmières autorisées,1082.5
2019,Île-du-Prince-Édouard,Infirmières psychiatriques autorisées,
2019,Île-du-Prince-Édouard,Infirmières psychiatriques autorisées,0.0
2019,Île-du-Prince-Édouard,Personnel infirmier réglementé,1581.1
2019,Île-du-Prince-Édouard,Inhalothérapeutes,19.7
2019,Île-du-Prince-Édouard,Travailleurs sociaux,210.9
2019,Île-du-Prince-Édouard,Spécialistes,93.4
2019,Île-du-Prince-Édouard,Orthophonistes,30.5
2019,Île-du-Prince-Édouard,Orthophonistes,30.5
2020,Île-du-Prince-Édouard,Audiologistes,6.2
2020,Île-du-Prince-Édouard,Chiropraticiens,10.5
2020,Île-du-Prince-Édouard,Assistants dentaires,
2020,Île-du-Prince-Édouard,Assistants dentaires,0.0
2020,Île-du-Prince-Édouard,Hygiénistes dentaires,75.6
2020,Île-du-Prince-Édouard,Dentistes,
2020,Île-du-Prince-Édouard,Dentistes,0.0
2020,Île-du-Prince-Édouard,Diététistes,57.0
2020,Île-du-Prince-Édouard,Professionnels de la santé publique environnementale,9.9
2020,Île-du-Prince-Édouard,Médecins de famille,108.5
2020,Île-du-Prince-Édouard,Conseillers en génétique,0.6
2020,Île-du-Prince-Édouard,Professionnels de la gestion de l’information sur la santé,14.3
2020,Île-du-Prince-Édouard,Infirmières auxiliaires autorisées,477.3
2020,Île-du-Prince-Édouard,Technologistes de laboratoire médical,72.5
2020,Île-du-Prince-Édouard,Physiciens médicaux,1.9
2020,Île-du-Prince-Édouard,Technologues en radiation médicale,69.4
2020,Île-du-Prince-Édouard,Sages-femmes,
2020,Île-du-Prince-Édouard,Sages-femmes,0.0
2020,Île-du-Prince-Édouard,Infirmières praticiennes,30.4
2020,Île-du-Prince-Édouard,Ergothérapeutes,46.5
2020,Île-du-Prince-Édouard,Opticiens,
2020,Île-du-Prince-Édouard,Opticiens,0.0
2020,Île-du-Prince-Édouard,Optométristes,13.6
2020,Île-du-Prince-Édouard,Ambulanciers paramédicaux,135.7
2020,Île-du-Prince-Édouard,Pharmaciens,128.3
2020,Île-du-Prince-Édouard,Techniciens en pharmacie,45.9
2020,Île-du-Prince-Édouard,Adjoints au médecin,1.9
2020,Île-du-Prince-Édouard,Médecins,199.6
2020,Île-du-Prince-Édouard,Physiothérapeutes,66.3
2020,Île-du-Prince-Édouard,Psychologues,34.1
2020,Île-du-Prince-Édouard,Psychotherapists/counselling therapists,
2020,Île-du-Prince-Édouard,Psychotherapists/counselling therapists,0.0
2020,Île-du-Prince-Édouard,Infirmières autorisées,1058.1
2020,Île-du-Prince-Édouard,Infirmières psychiatriques autorisées,
2020,Île-du-Prince-Édouard,Infirmières psychiatriques autorisées,0.0
2020,Île-du-Prince-Édouard,Personnel infirmier réglementé,1565.7
2020,Île-du-Prince-Édouard,Inhalothérapeutes,16.7
2020,Île-du-Prince-Édouard,Travailleurs sociaux,224.4
2020,Île-du-Prince-Édouard,Spécialistes,91.1
2020,Île-du-Prince-Édouard,Orthophonistes,27.3
2020,Île-du-Prince-Édouard,Orthophonistes,27.3
2021,Île-du-Prince-Édouard,Audiologistes,5.5
2021,Île-du-Prince-Édouard,Chiropraticiens,10.3
2021,Île-du-Prince-Édouard,Assistants dentaires,129.0
2021,Île-du-Prince-Édouard,Hygiénistes dentaires,74.2
2021,Île-du-Prince-Édouard,Dentistes,54.8
2021,Île-du-Prince-Édouard,Diététistes,
2021,Île-du-Prince-Édouard,Diététistes,0.0
2021,Île-du-Prince-Édouard,Professionnels de la santé publique environnementale,9.1
2021,Île-du-Prince-Édouard,Médecins de famille,113.2
2021,Île-du-Prince-Édouard,Conseillers en génétique,
2021,Île-du-Prince-Édouard,Conseillers en génétique,0.0
2021,Île-du-Prince-Édouard,Professionnels de la gestion de l’information sur la santé,9.7
2021,Île-du-Prince-Édouard,Infirmières auxiliaires autorisées,477.7
2021,Île-du-Prince-Édouard,Technologistes de laboratoire médical,73.6
2021,Île-du-Prince-Édouard,Physiciens médicaux,2.4
2021,Île-du-Prince-Édouard,Technologues en radiation médicale,65.7
2021,Île-du-Prince-Édouard,Sages-femmes,
2021,Île-du-Prince-Édouard,Sages-femmes,0.0
2021,Île-du-Prince-Édouard,Infirmières praticiennes,32.3
2021,Île-du-Prince-Édouard,Ergothérapeutes,49.3
2021,Île-du-Prince-Édouard,Opticiens,21.3
2021,Île-du-Prince-Édouard,Opticiens,21.3
2021,Île-du-Prince-Édouard,Optométristes,13.4
2021,Île-du-Prince-Édouard,Ambulanciers paramédicaux,127.2
2021,Île-du-Prince-Édouard,Pharmaciens,125.4
2021,Île-du-Prince-Édouard,Techniciens en pharmacie,43.8
2021,Île-du-Prince-Édouard,Adjoints au médecin,1.2
2021,Île-du-Prince-Édouard,Médecins,209.4
2021,Île-du-Prince-Édouard,Physiothérapeutes,69.4
2021,Île-du-Prince-Édouard,Psychologues,
2021,Île-du-Prince-Édouard,Psychologues,0.0
2021,Île-du-Prince-Édouard,Psychotherapists/counselling therapists,51.1
2021,Île-du-Prince-Édouard,Infirmières autorisées,1061.4
2021,Île-du-Prince-Édouard,Infirmières psychiatriques autorisées,
2021,Île-du-Prince-Édouard,Infirmières psychiatriques autorisées,0.0
2021,Île-du-Prince-Édouard,Personnel infirmier réglementé,1571.3
2021,Île-du-Prince-Édouard,Inhalothérapeutes,17.0
2021,Île-du-Prince-Édouard,Travailleurs sociaux,
2021,Île-du-Prince-Édouard,Travailleurs sociaux,0.0
2021,Île-du-Prince-Édouard,Spécialistes,96.2
2021,Île-du-Prince-Édouard,Orthophonistes,24.3
2015,Québec,Audiologistes,5.0
2015,Québec,Chiropraticiens,16.0
2015,Québec,Assistants dentaires,
2015,Québec,Assistants dentaires,0.0
2015,Québec,Hygiénistes dentaires,75.2
2015,Québec,Dentistes,61.8
2015,Québec,Diététistes,37.7
2015,Québec,Professionnels de la santé publique environnementale,0.1
2015,Québec,Médecins de famille,118.7
2015,Québec,Conseillers en génétique,0.5
2015,Québec,Professionnels de la gestion de l’information sur la santé,
2015,Québec,Professionnels de la gestion de l’information sur la santé,0.0
2015,Québec,Infirmières auxiliaires autorisées,351.2
2015,Québec,Technologistes de laboratoire médical,56.6
2015,Québec,Physiciens médicaux,1.1
2015,Québec,Technologues en radiation médicale,67.4
2015,Québec,Sages-femmes,1.9
2015,Québec,Infirmières praticiennes,3.7
2015,Québec,Ergothérapeutes,59.0
2015,Québec,Opticiens,23.9
2015,Québec,Optométristes,18.0
2015,Québec,Ambulanciers paramédicaux,70.1
2015,Québec,Pharmaciens,106.9
2015,Québec,Techniciens en pharmacie,
2015,Québec,Techniciens en pharmacie,0.0
2015,Québec,Adjoints au médecin,0.2
2015,Québec,Médecins,245.3
2015,Québec,Physiothérapeutes,56.6
2015,Québec,Psychologues,95.7
2015,Québec,Infirmières autorisées,856.8
2015,Québec,Infirmières psychiatriques autorisées,
2015,Québec,Infirmières psychiatriques autorisées,0.0
2015,Québec,Personnel infirmier réglementé,1211.7
2015,Québec,Inhalothérapeutes,50.7
2015,Québec,Travailleurs sociaux,158.7
2015,Québec,Spécialistes,126.6
2015,Québec,Orthophonistes,28.7
2015,Québec,Orthophonistes,28.7
2016,Québec,Audiologistes,5.0
2016,Québec,Chiropraticiens,16.2
2016,Québec,Assistants dentaires,
2016,Québec,Assistants dentaires,0.0
2016,Québec,Hygiénistes dentaires,76.8
2016,Québec,Dentistes,62.9
2016,Québec,Diététistes,38.6
2016,Québec,Professionnels de la santé publique environnementale,0.1
2016,Québec,Médecins de famille,119.4
2016,Québec,Conseillers en génétique,0.7
2016,Québec,Professionnels de la gestion de l’information sur la santé,6.4
2016,Québec,Infirmières auxiliaires autorisées,338.6
2016,Québec,Technologistes de laboratoire médical,58.6
2016,Québec,Physiciens médicaux,1.1
2016,Québec,Technologues en radiation médicale,77.7
2016,Québec,Sages-femmes,2.7
2016,Québec,Infirmières praticiennes,4.6
2016,Québec,Ergothérapeutes,60.5
2016,Québec,Opticiens,24.4
2016,Québec,Optométristes,18.8
2016,Québec,Ambulanciers paramédicaux,70.5
2016,Québec,Pharmaciens,113.2
2016,Québec,Techniciens en pharmacie,
2016,Québec,Techniciens en pharmacie,0.0
2016,Québec,Adjoints au médecin,0.2
2016,Québec,Médecins,246.4
2016,Québec,Physiothérapeutes,54.8
2016,Québec,Psychologues,95.8
2016,Québec,Infirmières autorisées,858.3
2016,Québec,Infirmières psychiatriques autorisées,
2016,Québec,Infirmières psychiatriques autorisées,0.0
2016,Québec,Personnel infirmier réglementé,1201.5
2016,Québec,Inhalothérapeutes,51.6
2016,Québec,Travailleurs sociaux,163.6
2016,Québec,Spécialistes,127.0
2016,Québec,Orthophonistes,29.9
2016,Québec,Orthophonistes,29.9
2017,Québec,Audiologistes,5.2
2017,Québec,Chiropraticiens,16.3
2017,Québec,Assistants dentaires,26.8
2017,Québec,Hygiénistes dentaires,78.0
2017,Québec,Dentistes,62.3
2017,Québec,Diététistes,38.8
2017,Québec,Professionnels de la santé publique environnementale,0.1
2017,Québec,Médecins de famille,122.9
2017,Québec,Conseillers en génétique,0.6
2017,Québec,Professionnels de la gestion de l’information sur la santé,6.4
2017,Québec,Infirmières auxiliaires autorisées,328.8
2017,Québec,Technologistes de laboratoire médical,58.9
2017,Québec,Physiciens médicaux,1.2
2017,Québec,Technologues en radiation médicale,78.2
2017,Québec,Sages-femmes,2.7
2017,Québec,Infirmières praticiennes,5.2
2017,Québec,Ergothérapeutes,62.6
2017,Québec,Opticiens,25.0
2017,Québec,Optométristes,18.2
2017,Québec,Ambulanciers paramédicaux,64.2
2017,Québec,Pharmaciens,110.3
2017,Québec,Techniciens en pharmacie,
2017,Québec,Techniciens en pharmacie,0.0
2017,Québec,Adjoints au médecin,0.3
2017,Québec,Médecins,251.8
2017,Québec,Physiothérapeutes,55.7
2017,Québec,Psychologues,93.3
2017,Québec,Psychotherapists/counselling therapists,
2017,Québec,Psychotherapists/counselling therapists,0.0
2017,Québec,Infirmières autorisées,850.7
2017,Québec,Infirmières psychiatriques autorisées,
2017,Québec,Infirmières psychiatriques autorisées,0.0
2017,Québec,Personnel infirmier réglementé,1184.8
2017,Québec,Inhalothérapeutes,51.1
2017,Québec,Travailleurs sociaux,164.6
2017,Québec,Spécialistes,129.0
2017,Québec,Orthophonistes,32.5
2017,Québec,Orthophonistes,32.5
2018,Québec,Audiologistes,5.3
2018,Québec,Chiropraticiens,16.1
2018,Québec,Assistants dentaires,33.0
2018,Québec,Assistants dentaires,33.0
2018,Québec,Hygiénistes dentaires,78.2
2018,Québec,Dentistes,63.7
2018,Québec,Diététistes,38.6
2018,Québec,Professionnels de la santé publique environnementale,0.1
2018,Québec,Médecins de famille,122.5
2018,Québec,Conseillers en génétique,0.7
2018,Québec,Professionnels de la gestion de l’information sur la santé,6.4
2018,Québec,Infirmières auxiliaires autorisées,328.6
2018,Québec,Technologistes de laboratoire médical,58.5
2018,Québec,Physiciens médicaux,1.3
2018,Québec,Technologues en radiation médicale,78.4
2018,Québec,Sages-femmes,2.9
2018,Québec,Infirmières praticiennes,6.1
2018,Québec,Ergothérapeutes,64.1
2018,Québec,Opticiens,
2018,Québec,Opticiens,0.0
2018,Québec,Optométristes,18.2
2018,Québec,Ambulanciers paramédicaux,66.3
2018,Québec,Pharmaciens,110.3
2018,Québec,Techniciens en pharmacie,
2018,Québec,Techniciens en pharmacie,0.0
2018,Québec,Adjoints au médecin,0.3
2018,Québec,Médecins,248.5
2018,Québec,Physiothérapeutes,64.4
2018,Québec,Psychologues,92.4
2018,Québec,Psychotherapists/counselling therapists,
2018,Québec,Psychotherapists/counselling therapists,0.0
2018,Québec,Infirmières autorisées,850.8
2018,Québec,Infirmières psychiatriques autorisées,
2018,Québec,Infirmières psychiatriques autorisées,0.0
2018,Québec,Personnel infirmier réglementé,1185.4
2018,Québec,Inhalothérapeutes,47.7
2018,Québec,Travailleurs sociaux,168.9
2018,Québec,Spécialistes,126.0
2018,Québec,Orthophonistes,33.8
2018,Québec,Orthophonistes,33.8
2019,Québec,Audiologistes,5.5
2019,Québec,Chiropraticiens,16.1
2019,Québec,Assistants dentaires,
2019,Québec,Assistants dentaires,0.0
2019,Québec,Hygiénistes dentaires,78.9
2019,Québec,Dentistes,63.6
2019,Québec,Diététistes,
2019,Québec,Diététistes,0.0
2019,Québec,Professionnels de la santé publique environnementale,0.1
2019,Québec,Médecins de famille,126.8
2019,Québec,Conseillers en génétique,0.6
2019,Québec,Professionnels de la gestion de l’information sur la santé,
2019,Québec,Professionnels de la gestion de l’information sur la santé,0.0
2019,Québec,Infirmières auxiliaires autorisées,329.2
2019,Québec,Technologistes de laboratoire médical,57.4
2019,Québec,Physiciens médicaux,1.2
2019,Québec,Technologues en radiation médicale,79.3
2019,Québec,Sages-femmes,3.0
2019,Québec,Infirmières praticiennes,6.4
2019,Québec,Ergothérapeutes,65.4
2019,Québec,Opticiens,
2019,Québec,Opticiens,0.0
2019,Québec,Optométristes,18.4
2019,Québec,Ambulanciers paramédicaux,65.5
2019,Québec,Pharmaciens,111.2
2019,Québec,Techniciens en pharmacie,
2019,Québec,Techniciens en pharmacie,0.0
2019,Québec,Adjoints au médecin,0.2
2019,Québec,Médecins,252.7
2019,Québec,Physiothérapeutes,63.8
2019,Québec,Psychologues,90.9
2019,Québec,Psychotherapists/counselling therapists,
2019,Québec,Psychotherapists/counselling therapists,0.0
2019,Québec,Infirmières autorisées,854.9
2019,Québec,Infirmières psychiatriques autorisées,
2019,Québec,Infirmières psychiatriques autorisées,0.0
2019,Québec,Personnel infirmier réglementé,1190.5
2019,Québec,Inhalothérapeutes,51.8
2019,Québec,Travailleurs sociaux,173.9
2019,Québec,Spécialistes,125.8
2019,Québec,Orthophonistes,34.5
2019,Québec,Orthophonistes,34.5
2020,Québec,Audiologistes,5.6
2020,Québec,Chiropraticiens,
2020,Québec,Chiropraticiens,0.0
2020,Québec,Assistants dentaires,
2020,Québec,Assistants dentaires,0.0
2020,Québec,Hygiénistes dentaires,78.1
2020,Québec,Dentistes,62.5
2020,Québec,Diététistes,33.6
2020,Québec,Professionnels de la santé publique environnementale,0.1
2020,Québec,Médecins de famille,129.4
2020,Québec,Conseillers en génétique,0.6
2020,Québec,Professionnels de la gestion de l’information sur la santé,
2020,Québec,Professionnels de la gestion de l’information sur la santé,0.0
2020,Québec,Infirmières auxiliaires autorisées,342.7
2020,Québec,Technologistes de laboratoire médical,54.3
2020,Québec,Physiciens médicaux,1.0
2020,Québec,Technologues en radiation médicale,77.8
2020,Québec,Sages-femmes,3.1
2020,Québec,Infirmières praticiennes,8.0
2020,Québec,Ergothérapeutes,66.4
2020,Québec,Opticiens,
2020,Québec,Opticiens,0.0
2020,Québec,Optométristes,18.3
2020,Québec,Ambulanciers paramédicaux,66.5
2020,Québec,Pharmaciens,111.5
2020,Québec,Techniciens en pharmacie,
2020,Québec,Techniciens en pharmacie,0.0
2020,Québec,Adjoints au médecin,0.2
2020,Québec,Médecins,256.9
2020,Québec,Physiothérapeutes,61.9
2020,Québec,Psychologues,92.0
2020,Québec,Psychotherapists/counselling therapists,
2020,Québec,Psychotherapists/counselling therapists,0.0
2020,Québec,Infirmières autorisées,854.9
2020,Québec,Infirmières psychiatriques autorisées,
2020,Québec,Infirmières psychiatriques autorisées,0.0
2020,Québec,Personnel infirmier réglementé,1205.6
2020,Québec,Inhalothérapeutes,47.8
2020,Québec,Travailleurs sociaux,177.9
2020,Québec,Spécialistes,127.5
2020,Québec,Orthophonistes,35.5
2020,Québec,Orthophonistes,35.5
2021,Québec,Audiologistes,5.6
2021,Québec,Chiropraticiens,15.5
2021,Québec,Assistants dentaires,
2021,Québec,Assistants dentaires,0.0
2021,Québec,Hygiénistes dentaires,78.9
2021,Québec,Dentistes,62.7
2021,Québec,Diététistes,38.6
2021,Québec,Professionnels de la santé publique environnementale,0.1
2021,Québec,Médecins de famille,131.7
2021,Québec,Conseillers en génétique,0.6
2021,Québec,Professionnels de la gestion de l’information sur la santé,
2021,Québec,Professionnels de la gestion de l’information sur la santé,0.0
2021,Québec,Infirmières auxiliaires autorisées,334.3
2021,Québec,Technologistes de laboratoire médical,53.7
2021,Québec,Physiciens médicaux,0.9
2021,Québec,Technologues en radiation médicale,80.0
2021,Québec,Sages-femmes,3.3
2021,Québec,Infirmières praticiennes,11.0
2021,Québec,Ergothérapeutes,68.4
2021,Québec,Opticiens,25.8
2021,Québec,Optométristes,18.2
2021,Québec,Ambulanciers paramédicaux,66.6
2021,Québec,Pharmaciens,115.2
2021,Québec,Techniciens en pharmacie,
2021,Québec,Techniciens en pharmacie,0.0
2021,Québec,Adjoints au médecin,0.3
2021,Québec,Médecins,260.9
2021,Québec,Physiothérapeutes,63.5
2021,Québec,Psychologues,91.8
2021,Québec,Psychotherapists/counselling therapists,18.6
2021,Québec,Infirmières autorisées,891.5
2021,Québec,Infirmières psychiatriques autorisées,
2021,Québec,Infirmières psychiatriques autorisées,0.0
2021,Québec,Personnel infirmier réglementé,1236.9
2021,Québec,Inhalothérapeutes,48.5
2021,Québec,Travailleurs sociaux,182.8
2021,Québec,Spécialistes,129.2
2021,Québec,Orthophonistes,36.3
2015,Saskatchewan,Audiologistes,3.1
2015,Saskatchewan,Chiropraticiens,18.3
2015,Saskatchewan,Assistants dentaires,101.6
2015,Saskatchewan,Hygiénistes dentaires,52.2
2015,Saskatchewan,Dentistes,39.1
2015,Saskatchewan,Diététistes,31.8
2015,Saskatchewan,Professionnels de la santé publique environnementale,8.9
2015,Saskatchewan,Médecins de famille,111.1
2015,Saskatchewan,Conseillers en génétique,0.5
2015,Saskatchewan,Professionnels de la gestion de l’information sur la santé,
2015,Saskatchewan,Professionnels de la gestion de l’information sur la santé,0.0
2015,Saskatchewan,Infirmières auxiliaires autorisées,312.5
2015,Saskatchewan,Technologistes de laboratoire médical,76.8
2015,Saskatchewan,Physiciens médicaux,1.2
2015,Saskatchewan,Technologues en radiation médicale,44.5
2015,Saskatchewan,Sages-femmes,1.0
2015,Saskatchewan,Infirmières praticiennes,16.6
2015,Saskatchewan,Ergothérapeutes,29.8
2015,Saskatchewan,Opticiens,
2015,Saskatchewan,Opticiens,0.0
2015,Saskatchewan,Optométristes,15.5
2015,Saskatchewan,Ambulanciers paramédicaux,185.9
2015,Saskatchewan,Pharmaciens,133.1
2015,Saskatchewan,Techniciens en pharmacie,0.5
2015,Saskatchewan,Adjoints au médecin,0.4
2015,Saskatchewan,Médecins,199.9
2015,Saskatchewan,Physiothérapeutes,63.0
2015,Saskatchewan,Psychologues,46.3
2015,Saskatchewan,Infirmières autorisées,912.2
2015,Saskatchewan,Infirmières psychiatriques autorisées,78.3
2015,Saskatchewan,Personnel infirmier réglementé,1319.7
2015,Saskatchewan,Inhalothérapeutes,19.9
2015,Saskatchewan,Travailleurs sociaux,148.4
2015,Saskatchewan,Spécialistes,88.9
2015,Saskatchewan,Orthophonistes,29.8
2016,Saskatchewan,Audiologistes,3.5
2016,Saskatchewan,Chiropraticiens,18.3
2016,Saskatchewan,Assistants dentaires,102.3
2016,Saskatchewan,Hygiénistes dentaires,54.8
2016,Saskatchewan,Dentistes,38.9
2016,Saskatchewan,Diététistes,31.5
2016,Saskatchewan,Diététistes,31.5
2016,Saskatchewan,Professionnels de la santé publique environnementale,10.1
2016,Saskatchewan,Médecins de famille,109.2
2016,Saskatchewan,Conseillers en génétique,0.4
2016,Saskatchewan,Professionnels de la gestion de l’information sur la santé,31.7
2016,Saskatchewan,Infirmières auxiliaires autorisées,310.4
2016,Saskatchewan,Technologistes de laboratoire médical,73.5
2016,Saskatchewan,Physiciens médicaux,1.2
2016,Saskatchewan,Technologues en radiation médicale,55.9
2016,Saskatchewan,Sages-femmes,1.3
2016,Saskatchewan,Infirmières praticiennes,18.1
2016,Saskatchewan,Ergothérapeutes,29.9
2016,Saskatchewan,Ergothérapeutes,29.9
2016,Saskatchewan,Opticiens,18.9
2016,Saskatchewan,Optométristes,16.1
2016,Saskatchewan,Ambulanciers paramédicaux,187.7
2016,Saskatchewan,Pharmaciens,136.8
2016,Saskatchewan,Techniciens en pharmacie,7.2
2016,Saskatchewan,Adjoints au médecin,0.1
2016,Saskatchewan,Médecins,200.9
2016,Saskatchewan,Physiothérapeutes,64.5
2016,Saskatchewan,Psychologues,47.3
2016,Saskatchewan,Infirmières autorisées,924.9
2016,Saskatchewan,Infirmières psychiatriques autorisées,74.9
2016,Saskatchewan,Personnel infirmier réglementé,1328.4
2016,Saskatchewan,Inhalothérapeutes,20.3
2016,Saskatchewan,Inhalothérapeutes,20.3
2016,Saskatchewan,Travailleurs sociaux,149.7
2016,Saskatchewan,Spécialistes,91.6
2016,Saskatchewan,Orthophonistes,32.0
2016,Saskatchewan,Orthophonistes,32.0
2017,Saskatchewan,Audiologistes,3.2
2017,Saskatchewan,Chiropraticiens,18.3
2017,Saskatchewan,Assistants dentaires,105.9
2017,Saskatchewan,Hygiénistes dentaires,56.0
2017,Saskatchewan,Dentistes,42.5
2017,Saskatchewan,Diététistes,32.9
2017,Saskatchewan,Diététistes,32.9
2017,Saskatchewan,Professionnels de la santé publique environnementale,9.6
2017,Saskatchewan,Médecins de famille,114.7
2017,Saskatchewan,Conseillers en génétique,0.6
2017,Saskatchewan,Professionnels de la gestion de l’information sur la santé,32.3
2017,Saskatchewan,Infirmières auxiliaires autorisées,315.6
2017,Saskatchewan,Technologistes de laboratoire médical,73.0
2017,Saskatchewan,Physiciens médicaux,1.2
2017,Saskatchewan,Technologues en radiation médicale,54.5
2017,Saskatchewan,Sages-femmes,1.3
2017,Saskatchewan,Infirmières praticiennes,18.8
2017,Saskatchewan,Ergothérapeutes,30.0
2017,Saskatchewan,Opticiens,9.8
2017,Saskatchewan,Optométristes,15.8
2017,Saskatchewan,Ambulanciers paramédicaux,179.4
2017,Saskatchewan,Pharmaciens,139.6
2017,Saskatchewan,Techniciens en pharmacie,17.0
2017,Saskatchewan,Adjoints au médecin,0.1
2017,Saskatchewan,Médecins,204.8
2017,Saskatchewan,Physiothérapeutes,63.5
2017,Saskatchewan,Psychologues,43.6
2017,Saskatchewan,Psychotherapists/counselling therapists,
2017,Saskatchewan,Psychotherapists/counselling therapists,0.0
2017,Saskatchewan,Infirmières autorisées,928.2
2017,Saskatchewan,Infirmières psychiatriques autorisées,73.6
2017,Saskatchewan,Personnel infirmier réglementé,1336.1
2017,Saskatchewan,Inhalothérapeutes,20.2
2017,Saskatchewan,Travailleurs sociaux,158.5
2017,Saskatchewan,Spécialistes,90.1
2017,Saskatchewan,Orthophonistes,32.6
2017,Saskatchewan,Orthophonistes,32.6
2018,Saskatchewan,Audiologistes,3.4
2018,Saskatchewan,Chiropraticiens,18.6
2018,Saskatchewan,Assistants dentaires,107.2
2018,Saskatchewan,Hygiénistes dentaires,57.1
2018,Saskatchewan,Dentistes,45.9
2018,Saskatchewan,Diététistes,34.7
2018,Saskatchewan,Diététistes,34.7
2018,Saskatchewan,Professionnels de la santé publique environnementale,9.6
