Year,Géographie,Type de famille économique,Niveau de sécurité alimentaire du ménage,GeoCode,Value
2021,Québec,Personnes âgées hors famille économique,Insécurité alimentaire modérée,24,4.9
2021,Québec,Personnes âgées hors famille économique,Insécurité alimentaire grave,24,1.9
2021,Québec,Hommes âgés hors famille économique,Sécurité alimentaire,24,89.1
2021,Québec,Hommes âgés hors famille économique,Insécurité alimentaire,24,10.9
2021,Québec,Hommes âgés hors famille économique,Insécurité alimentaire marginale,24,4.5
2021,Québec,Hommes âgés hors famille économique,Insécurité alimentaire modérée ou grave,24,6.3
2021,Québec,Hommes âgés hors famille économique,Insécurité alimentaire modérée,24,4.9
2021,Québec,Hommes âgés hors famille économique,Insécurité alimentaire grave,24,
2021,Québec,Femmes âgées hors famille économique,Sécurité alimentaire,24,88.8
2021,Québec,Femmes âgées hors famille économique,Insécurité alimentaire,24,11.2
2021,Québec,Femmes âgées hors famille économique,Insécurité alimentaire marginale,24,4.0
2021,Québec,Femmes âgées hors famille économique,Insécurité alimentaire modérée ou grave,24,7.2
2021,Québec,Femmes âgées hors famille économique,Insécurité alimentaire modérée,24,5.0
2021,Québec,Femmes âgées hors famille économique,Insécurité alimentaire grave,24,
2021,Québec,Personnes non âgées hors famille économique,Sécurité alimentaire,24,80.9
2021,Québec,Personnes non âgées hors famille économique,Insécurité alimentaire,24,19.1
2021,Québec,Personnes non âgées hors famille économique,Insécurité alimentaire marginale,24,4.4
2021,Québec,Personnes non âgées hors famille économique,Insécurité alimentaire modérée ou grave,24,14.7
2021,Québec,Personnes non âgées hors famille économique,Insécurité alimentaire modérée,24,9.6
2021,Québec,Personnes non âgées hors famille économique,Insécurité alimentaire grave,24,5.0
2021,Québec,Hommes non âgés hors famille économique,Sécurité alimentaire,24,80.6
2021,Québec,Hommes non âgés hors famille économique,Insécurité alimentaire,24,19.4
2021,Québec,Hommes non âgés hors famille économique,Insécurité alimentaire marginale,24,4.1
2021,Québec,Hommes non âgés hors famille économique,Insécurité alimentaire modérée ou grave,24,15.2
2021,Québec,Hommes non âgés hors famille économique,Insécurité alimentaire modérée,24,9.6
2021,Québec,Hommes non âgés hors famille économique,Insécurité alimentaire grave,24,5.6
2021,Québec,Femmes non âgées hors famille économique,Sécurité alimentaire,24,81.4
2021,Québec,Femmes non âgées hors famille économique,Insécurité alimentaire,24,18.6
2021,Québec,Femmes non âgées hors famille économique,Insécurité alimentaire marginale,24,4.8
2021,Québec,Femmes non âgées hors famille économique,Insécurité alimentaire modérée ou grave,24,13.8
2021,Québec,Femmes non âgées hors famille économique,Insécurité alimentaire modérée,24,9.7
2021,Québec,Femmes non âgées hors famille économique,Insécurité alimentaire grave,24,4.2
2021,Ontario,Toutes les personnes,Sécurité alimentaire,35,80.8
2021,Ontario,Toutes les personnes,Insécurité alimentaire,35,19.2
2021,Ontario,Toutes les personnes,Insécurité alimentaire marginale,35,5.3
2021,Ontario,Toutes les personnes,Insécurité alimentaire modérée ou grave,35,13.9
2021,Ontario,Toutes les personnes,Insécurité alimentaire modérée,35,9.8
2021,Ontario,Toutes les personnes,Insécurité alimentaire grave,35,4.1
2021,Ontario,Personnes dans les familles économiques,Sécurité alimentaire,35,81.0
2021,Ontario,Personnes dans les familles économiques,Insécurité alimentaire,35,19.0
2021,Ontario,Personnes dans les familles économiques,Insécurité alimentaire marginale,35,5.4
2021,Ontario,Personnes dans les familles économiques,Insécurité alimentaire modérée ou grave,35,13.6
2021,Ontario,Personnes dans les familles économiques,Insécurité alimentaire modérée,35,10.0
2021,Ontario,Personnes dans les familles économiques,Insécurité alimentaire grave,35,3.5
2021,Ontario,Personnes dans les familles de personnes âgées,Sécurité alimentaire,35,90.5
2021,Ontario,Personnes dans les familles de personnes âgées,Insécurité alimentaire,35,9.5
2021,Ontario,Personnes dans les familles de personnes âgées,Insécurité alimentaire marginale,35,3.6
2021,Ontario,Personnes dans les familles de personnes âgées,Insécurité alimentaire modérée ou grave,35,5.8
2021,Ontario,Personnes dans les familles de personnes âgées,Insécurité alimentaire modérée,35,4.0
2021,Ontario,Personnes dans les familles de personnes âgées,Insécurité alimentaire grave,35,1.9
2021,Ontario,Personnes dans les couples de personnes âgées,Sécurité alimentaire,35,93.1
2021,Ontario,Personnes dans les couples de personnes âgées,Insécurité alimentaire,35,6.9
2021,Ontario,Personnes dans les couples de personnes âgées,Insécurité alimentaire marginale,35,3.4
2021,Ontario,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée ou grave,35,3.5
2021,Ontario,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée,35,2.6
2021,Ontario,Personnes dans les couples de personnes âgées,Insécurité alimentaire grave,35,0.9
2021,Ontario,Personnes dans les autres familles de personnes âgées,Sécurité alimentaire,35,85.4
2021,Ontario,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire,35,14.6
2021,Ontario,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire marginale,35,4.1
2021,Ontario,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée ou grave,35,10.5
2021,Ontario,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée,35,6.7
2021,Ontario,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire grave,35,3.8
2021,Ontario,Personnes dans les familles non âgées,Sécurité alimentaire,35,79.4
2021,Ontario,Personnes dans les familles non âgées,Insécurité alimentaire,35,20.6
2021,Ontario,Personnes dans les familles non âgées,Insécurité alimentaire marginale,35,5.7
2021,Ontario,Personnes dans les familles non âgées,Insécurité alimentaire modérée ou grave,35,14.9
2021,Ontario,Personnes dans les familles non âgées,Insécurité alimentaire modérée,35,11.1
2021,Ontario,Personnes dans les familles non âgées,Insécurité alimentaire grave,35,3.8
2021,Ontario,Personnes dans les couples,Sécurité alimentaire,35,85.8
2021,Ontario,Personnes dans les couples,Insécurité alimentaire,35,14.2
2021,Ontario,Personnes dans les couples,Insécurité alimentaire marginale,35,4.2
2021,Ontario,Personnes dans les couples,Insécurité alimentaire modérée ou grave,35,9.9
2021,Ontario,Personnes dans les couples,Insécurité alimentaire modérée,35,6.8
2021,Ontario,Personnes dans les couples,Insécurité alimentaire grave,35,3.1
2021,Ontario,Personnes dans les familles comptant un couple avec des enfants,Sécurité alimentaire,35,79.5
2021,Ontario,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire,35,20.5
2021,Ontario,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire marginale,35,6.0
2021,Ontario,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire modérée ou grave,35,14.5
2021,Ontario,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire modérée,35,12.0
2021,Ontario,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire grave,35,2.6
2021,Ontario,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Sécurité alimentaire,35,84.7
2021,Ontario,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire,35,15.3
2021,Ontario,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire marginale,35,5.0
2021,Ontario,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire modérée ou grave,35,10.3
2021,Ontario,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire modérée,35,7.6
2021,Ontario,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire grave,35,2.7
2021,Ontario,Personnes dans les familles monoparentales,Sécurité alimentaire,35,59.2
2021,Ontario,Personnes dans les familles monoparentales,Insécurité alimentaire,35,40.8
2021,Ontario,Personnes dans les familles monoparentales,Insécurité alimentaire marginale,35,7.9
2021,Ontario,Personnes dans les familles monoparentales,Insécurité alimentaire modérée ou grave,35,33.0
2021,Ontario,Personnes dans les familles monoparentales,Insécurité alimentaire modérée,35,22.4
2021,Ontario,Personnes dans les familles monoparentales,Insécurité alimentaire grave,35,10.6
2021,Ontario,Personnes dans les familles monoparentales ayant un homme à leur tête,Sécurité alimentaire,35,83.6
2021,Ontario,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire,35,
2021,Ontario,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire marginale,35,
2021,Ontario,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire modérée ou grave,35,
2021,Ontario,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire modérée,35,
2021,Ontario,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire grave,35,
2021,Ontario,Personnes dans les familles monoparentales ayant une femme à leur tête,Sécurité alimentaire,35,54.0
2021,Ontario,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire,35,46.0
2021,Ontario,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire marginale,35,7.8
2021,Ontario,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire modérée ou grave,35,38.3
2021,Ontario,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire modérée,35,26.7
2021,Ontario,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire grave,35,11.6
2021,Ontario,Personnes dans les autres familles de personnes non âgées,Sécurité alimentaire,35,76.8
2021,Ontario,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire,35,23.2
2021,Ontario,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire marginale,35,6.0
2021,Ontario,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire modérée ou grave,35,17.2
2021,Ontario,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire modérée,35,10.4
2021,Ontario,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire grave,35,6.8
2021,Ontario,Personnes hors famille économique,Sécurité alimentaire,35,79.3
2021,Ontario,Personnes hors famille économique,Insécurité alimentaire,35,20.7
2021,Ontario,Personnes hors famille économique,Insécurité alimentaire marginale,35,5.0
2021,Ontario,Personnes hors famille économique,Insécurité alimentaire modérée ou grave,35,15.8
2021,Ontario,Personnes hors famille économique,Insécurité alimentaire modérée,35,8.7
2021,Ontario,Personnes hors famille économique,Insécurité alimentaire grave,35,7.0
2021,Ontario,Personnes âgées hors famille économique,Sécurité alimentaire,35,87.7
2021,Ontario,Personnes âgées hors famille économique,Insécurité alimentaire,35,12.3
2021,Ontario,Personnes âgées hors famille économique,Insécurité alimentaire marginale,35,4.7
2021,Ontario,Personnes âgées hors famille économique,Insécurité alimentaire modérée ou grave,35,7.6
2021,Ontario,Personnes âgées hors famille économique,Insécurité alimentaire modérée,35,5.2
2021,Ontario,Personnes âgées hors famille économique,Insécurité alimentaire grave,35,2.3
2021,Ontario,Hommes âgés hors famille économique,Sécurité alimentaire,35,86.4
2021,Ontario,Hommes âgés hors famille économique,Insécurité alimentaire,35,13.6
2021,Ontario,Hommes âgés hors famille économique,Insécurité alimentaire marginale,35,4.5
2021,Ontario,Hommes âgés hors famille économique,Insécurité alimentaire modérée ou grave,35,9.1
2021,Ontario,Hommes âgés hors famille économique,Insécurité alimentaire modérée,35,5.0
2021,Ontario,Hommes âgés hors famille économique,Insécurité alimentaire grave,35,
2021,Ontario,Femmes âgées hors famille économique,Sécurité alimentaire,35,88.4
2021,Ontario,Femmes âgées hors famille économique,Insécurité alimentaire,35,11.6
2021,Ontario,Femmes âgées hors famille économique,Insécurité alimentaire marginale,35,4.8
2021,Ontario,Femmes âgées hors famille économique,Insécurité alimentaire modérée ou grave,35,6.7
2021,Ontario,Femmes âgées hors famille économique,Insécurité alimentaire modérée,35,5.3
2021,Ontario,Femmes âgées hors famille économique,Insécurité alimentaire grave,35,1.4
2021,Ontario,Personnes non âgées hors famille économique,Sécurité alimentaire,35,75.3
2021,Ontario,Personnes non âgées hors famille économique,Insécurité alimentaire,35,24.7
2021,Ontario,Personnes non âgées hors famille économique,Insécurité alimentaire marginale,35,5.1
2021,Ontario,Personnes non âgées hors famille économique,Insécurité alimentaire modérée ou grave,35,19.6
2021,Ontario,Personnes non âgées hors famille économique,Insécurité alimentaire modérée,35,10.3
2021,Ontario,Personnes non âgées hors famille économique,Insécurité alimentaire grave,35,9.2
2021,Ontario,Hommes non âgés hors famille économique,Sécurité alimentaire,35,76.1
2021,Ontario,Hommes non âgés hors famille économique,Insécurité alimentaire,35,23.9
2021,Ontario,Hommes non âgés hors famille économique,Insécurité alimentaire marginale,35,4.6
2021,Ontario,Hommes non âgés hors famille économique,Insécurité alimentaire modérée ou grave,35,19.3
2021,Ontario,Hommes non âgés hors famille économique,Insécurité alimentaire modérée,35,10.2
2021,Ontario,Hommes non âgés hors famille économique,Insécurité alimentaire grave,35,9.1
2021,Ontario,Femmes non âgées hors famille économique,Sécurité alimentaire,35,74.4
2021,Ontario,Femmes non âgées hors famille économique,Insécurité alimentaire,35,25.6
2021,Ontario,Femmes non âgées hors famille économique,Insécurité alimentaire marginale,35,5.8
2021,Ontario,Femmes non âgées hors famille économique,Insécurité alimentaire modérée ou grave,35,19.8
2021,Ontario,Femmes non âgées hors famille économique,Insécurité alimentaire modérée,35,10.5
2021,Ontario,Femmes non âgées hors famille économique,Insécurité alimentaire grave,35,9.3
2021,Provinces des Prairies,Toutes les personnes,Sécurité alimentaire,,78.9
2021,Provinces des Prairies,Toutes les personnes,Insécurité alimentaire,,21.1
2021,Provinces des Prairies,Toutes les personnes,Insécurité alimentaire marginale,,5.8
2021,Provinces des Prairies,Toutes les personnes,Insécurité alimentaire modérée ou grave,,15.3
2021,Provinces des Prairies,Toutes les personnes,Insécurité alimentaire modérée,,9.3
2021,Provinces des Prairies,Toutes les personnes,Insécurité alimentaire grave,,6.0
2021,Provinces des Prairies,Personnes dans les familles économiques,Sécurité alimentaire,,79.4
2021,Provinces des Prairies,Personnes dans les familles économiques,Insécurité alimentaire,,20.6
2021,Provinces des Prairies,Personnes dans les familles économiques,Insécurité alimentaire marginale,,5.9
2021,Provinces des Prairies,Personnes dans les familles économiques,Insécurité alimentaire modérée ou grave,,14.8
2021,Provinces des Prairies,Personnes dans les familles économiques,Insécurité alimentaire modérée,,9.3
2021,Provinces des Prairies,Personnes dans les familles économiques,Insécurité alimentaire grave,,5.5
2021,Provinces des Prairies,Personnes dans les familles de personnes âgées,Sécurité alimentaire,,91.5
2021,Provinces des Prairies,Personnes dans les familles de personnes âgées,Insécurité alimentaire,,8.5
2021,Provinces des Prairies,Personnes dans les familles de personnes âgées,Insécurité alimentaire marginale,,3.1
2021,Provinces des Prairies,Personnes dans les familles de personnes âgées,Insécurité alimentaire modérée ou grave,,5.4
2021,Provinces des Prairies,Personnes dans les familles de personnes âgées,Insécurité alimentaire modérée,,4.0
2021,Provinces des Prairies,Personnes dans les familles de personnes âgées,Insécurité alimentaire grave,,
2021,Provinces des Prairies,Personnes dans les couples de personnes âgées,Sécurité alimentaire,,93.2
2021,Provinces des Prairies,Personnes dans les couples de personnes âgées,Insécurité alimentaire,,6.8
2021,Provinces des Prairies,Personnes dans les couples de personnes âgées,Insécurité alimentaire marginale,,3.2
2021,Provinces des Prairies,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée ou grave,,3.7
2021,Provinces des Prairies,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée,,3.0
2021,Provinces des Prairies,Personnes dans les couples de personnes âgées,Insécurité alimentaire grave,,
2021,Provinces des Prairies,Personnes dans les autres familles de personnes âgées,Sécurité alimentaire,,88.1
2021,Provinces des Prairies,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire,,11.9
2021,Provinces des Prairies,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire marginale,,
2021,Provinces des Prairies,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée ou grave,,9.0
2021,Provinces des Prairies,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée,,
2021,Provinces des Prairies,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire grave,,
2021,Provinces des Prairies,Personnes dans les familles non âgées,Sécurité alimentaire,,77.5
2021,Provinces des Prairies,Personnes dans les familles non âgées,Insécurité alimentaire,,22.5
2021,Provinces des Prairies,Personnes dans les familles non âgées,Insécurité alimentaire marginale,,6.3
2021,Provinces des Prairies,Personnes dans les familles non âgées,Insécurité alimentaire modérée ou grave,,16.2
2021,Provinces des Prairies,Personnes dans les familles non âgées,Insécurité alimentaire modérée,,10.1
2021,Provinces des Prairies,Personnes dans les familles non âgées,Insécurité alimentaire grave,,6.1
2021,Provinces des Prairies,Personnes dans les couples,Sécurité alimentaire,,86.6
2021,Provinces des Prairies,Personnes dans les couples,Insécurité alimentaire,,13.4
2021,Provinces des Prairies,Personnes dans les couples,Insécurité alimentaire marginale,,3.4
2021,Provinces des Prairies,Personnes dans les couples,Insécurité alimentaire modérée ou grave,,10.0
2021,Provinces des Prairies,Personnes dans les couples,Insécurité alimentaire modérée,,5.7
2021,Provinces des Prairies,Personnes dans les couples,Insécurité alimentaire grave,,4.3
2021,Provinces des Prairies,Personnes dans les familles comptant un couple avec des enfants,Sécurité alimentaire,,75.2
2021,Provinces des Prairies,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire,,24.8
2021,Provinces des Prairies,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire marginale,,8.2
2021,Provinces des Prairies,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire modérée ou grave,,16.6
2021,Provinces des Prairies,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire modérée,,11.5
2021,Provinces des Prairies,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire grave,,5.1
2021,Provinces des Prairies,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Sécurité alimentaire,,85.7
2021,Provinces des Prairies,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire,,14.3
2021,Provinces des Prairies,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire marginale,,3.4
2021,Provinces des Prairies,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire modérée ou grave,,10.9
2021,Provinces des Prairies,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire modérée,,4.9
2021,Provinces des Prairies,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire grave,,6.0
2021,Provinces des Prairies,Personnes dans les familles monoparentales,Sécurité alimentaire,,57.9
2021,Provinces des Prairies,Personnes dans les familles monoparentales,Insécurité alimentaire,,42.1
2021,Provinces des Prairies,Personnes dans les familles monoparentales,Insécurité alimentaire marginale,,8.5
2021,Provinces des Prairies,Personnes dans les familles monoparentales,Insécurité alimentaire modérée ou grave,,33.6
2021,Provinces des Prairies,Personnes dans les familles monoparentales,Insécurité alimentaire modérée,,18.5
2021,Provinces des Prairies,Personnes dans les familles monoparentales,Insécurité alimentaire grave,,15.1
2021,Provinces des Prairies,Personnes dans les familles monoparentales ayant un homme à leur tête,Sécurité alimentaire,,64.0
2021,Provinces des Prairies,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire,,36.0
2021,Provinces des Prairies,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire marginale,,
2021,Provinces des Prairies,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire modérée ou grave,,21.2
2021,Provinces des Prairies,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire modérée,,
2021,Provinces des Prairies,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire grave,,
2021,Provinces des Prairies,Personnes dans les familles monoparentales ayant une femme à leur tête,Sécurité alimentaire,,56.0
2021,Provinces des Prairies,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire,,44.0
2021,Provinces des Prairies,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire marginale,,6.5
2021,Provinces des Prairies,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire modérée ou grave,,37.5
2021,Provinces des Prairies,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire modérée,,19.4
2021,Provinces des Prairies,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire grave,,18.1
2021,Provinces des Prairies,Personnes dans les autres familles de personnes non âgées,Sécurité alimentaire,,76.7
2021,Provinces des Prairies,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire,,23.3
2021,Provinces des Prairies,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire marginale,,2.7
2021,Provinces des Prairies,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire modérée ou grave,,20.6
2021,Provinces des Prairies,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire modérée,,11.8
2021,Provinces des Prairies,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire grave,,8.8
2021,Provinces des Prairies,Personnes hors famille économique,Sécurité alimentaire,,76.1
2021,Provinces des Prairies,Personnes hors famille économique,Insécurité alimentaire,,23.9
2021,Provinces des Prairies,Personnes hors famille économique,Insécurité alimentaire marginale,,5.6
2021,Provinces des Prairies,Personnes hors famille économique,Insécurité alimentaire modérée ou grave,,18.3
2021,Provinces des Prairies,Personnes hors famille économique,Insécurité alimentaire modérée,,9.1
2021,Provinces des Prairies,Personnes hors famille économique,Insécurité alimentaire grave,,9.2
2021,Provinces des Prairies,Personnes âgées hors famille économique,Sécurité alimentaire,,85.4
2021,Provinces des Prairies,Personnes âgées hors famille économique,Insécurité alimentaire,,14.6
2021,Provinces des Prairies,Personnes âgées hors famille économique,Insécurité alimentaire marginale,,3.7
2021,Provinces des Prairies,Personnes âgées hors famille économique,Insécurité alimentaire modérée ou grave,,10.8
2021,Provinces des Prairies,Personnes âgées hors famille économique,Insécurité alimentaire modérée,,5.7
2021,Provinces des Prairies,Personnes âgées hors famille économique,Insécurité alimentaire grave,,5.1
2021,Provinces des Prairies,Hommes âgés hors famille économique,Sécurité alimentaire,,83.4
2021,Provinces des Prairies,Hommes âgés hors famille économique,Insécurité alimentaire,,16.6
2021,Provinces des Prairies,Hommes âgés hors famille économique,Insécurité alimentaire marginale,,4.3
2021,Provinces des Prairies,Hommes âgés hors famille économique,Insécurité alimentaire modérée ou grave,,12.2
2021,Provinces des Prairies,Hommes âgés hors famille économique,Insécurité alimentaire modérée,,4.1
2021,Provinces des Prairies,Hommes âgés hors famille économique,Insécurité alimentaire grave,,
2021,Provinces des Prairies,Femmes âgées hors famille économique,Sécurité alimentaire,,86.5
2021,Provinces des Prairies,Femmes âgées hors famille économique,Insécurité alimentaire,,13.5
2021,Provinces des Prairies,Femmes âgées hors famille économique,Insécurité alimentaire marginale,,3.4
2021,Provinces des Prairies,Femmes âgées hors famille économique,Insécurité alimentaire modérée ou grave,,10.1
2021,Provinces des Prairies,Femmes âgées hors famille économique,Insécurité alimentaire modérée,,6.6
2021,Provinces des Prairies,Femmes âgées hors famille économique,Insécurité alimentaire grave,,3.6
2021,Provinces des Prairies,Personnes non âgées hors famille économique,Sécurité alimentaire,,72.6
2021,Provinces des Prairies,Personnes non âgées hors famille économique,Insécurité alimentaire,,27.4
2021,Provinces des Prairies,Personnes non âgées hors famille économique,Insécurité alimentaire marginale,,6.3
2021,Provinces des Prairies,Personnes non âgées hors famille économique,Insécurité alimentaire modérée ou grave,,21.1
2021,Provinces des Prairies,Personnes non âgées hors famille économique,Insécurité alimentaire modérée,,10.4
2021,Provinces des Prairies,Personnes non âgées hors famille économique,Insécurité alimentaire grave,,10.7
2021,Provinces des Prairies,Hommes non âgés hors famille économique,Sécurité alimentaire,,73.8
2021,Provinces des Prairies,Hommes non âgés hors famille économique,Insécurité alimentaire,,26.2
2021,Provinces des Prairies,Hommes non âgés hors famille économique,Insécurité alimentaire marginale,,6.1
2021,Provinces des Prairies,Hommes non âgés hors famille économique,Insécurité alimentaire modérée ou grave,,20.1
2021,Provinces des Prairies,Hommes non âgés hors famille économique,Insécurité alimentaire modérée,,9.3
2021,Provinces des Prairies,Hommes non âgés hors famille économique,Insécurité alimentaire grave,,10.8
2021,Provinces des Prairies,Femmes non âgées hors famille économique,Sécurité alimentaire,,71.0
2021,Provinces des Prairies,Femmes non âgées hors famille économique,Insécurité alimentaire,,29.0
2021,Provinces des Prairies,Femmes non âgées hors famille économique,Insécurité alimentaire marginale,,6.6
2021,Provinces des Prairies,Femmes non âgées hors famille économique,Insécurité alimentaire modérée ou grave,,22.4
2021,Provinces des Prairies,Femmes non âgées hors famille économique,Insécurité alimentaire modérée,,11.8
2021,Provinces des Prairies,Femmes non âgées hors famille économique,Insécurité alimentaire grave,,10.6
2021,Manitoba,Toutes les personnes,Sécurité alimentaire,46,80.4
2021,Manitoba,Toutes les personnes,Insécurité alimentaire,46,19.6
2021,Manitoba,Toutes les personnes,Insécurité alimentaire marginale,46,5.9
2021,Manitoba,Toutes les personnes,Insécurité alimentaire modérée ou grave,46,13.7
2021,Manitoba,Toutes les personnes,Insécurité alimentaire modérée,46,9.2
2021,Manitoba,Toutes les personnes,Insécurité alimentaire grave,46,4.5
2021,Manitoba,Personnes dans les familles économiques,Sécurité alimentaire,46,80.6
2021,Manitoba,Personnes dans les familles économiques,Insécurité alimentaire,46,19.4
2021,Manitoba,Personnes dans les familles économiques,Insécurité alimentaire marginale,46,6.1
2021,Manitoba,Personnes dans les familles économiques,Insécurité alimentaire modérée ou grave,46,13.3
2021,Manitoba,Personnes dans les familles économiques,Insécurité alimentaire modérée,46,9.1
2021,Manitoba,Personnes dans les familles économiques,Insécurité alimentaire grave,46,4.2
2021,Manitoba,Personnes dans les familles de personnes âgées,Sécurité alimentaire,46,91.4
2021,Manitoba,Personnes dans les familles de personnes âgées,Insécurité alimentaire,46,8.6
2021,Manitoba,Personnes dans les familles de personnes âgées,Insécurité alimentaire marginale,46,4.0
2021,Manitoba,Personnes dans les familles de personnes âgées,Insécurité alimentaire modérée ou grave,46,4.6
2021,Manitoba,Personnes dans les familles de personnes âgées,Insécurité alimentaire modérée,46,3.7
2021,Manitoba,Personnes dans les familles de personnes âgées,Insécurité alimentaire grave,46,
2021,Manitoba,Personnes dans les couples de personnes âgées,Sécurité alimentaire,46,94.1
2021,Manitoba,Personnes dans les couples de personnes âgées,Insécurité alimentaire,46,5.9
2021,Manitoba,Personnes dans les couples de personnes âgées,Insécurité alimentaire marginale,46,2.9
2021,Manitoba,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée ou grave,46,2.9
2021,Manitoba,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée,46,
2021,Manitoba,Personnes dans les couples de personnes âgées,Insécurité alimentaire grave,46,
2021,Manitoba,Personnes dans les autres familles de personnes âgées,Sécurité alimentaire,46,83.5
2021,Manitoba,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire,46,16.5
2021,Manitoba,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire marginale,46,
2021,Manitoba,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée ou grave,46,
2021,Manitoba,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée,46,
2021,Manitoba,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire grave,46,
2021,Manitoba,Personnes dans les familles non âgées,Sécurité alimentaire,46,78.9
2021,Manitoba,Personnes dans les familles non âgées,Insécurité alimentaire,46,21.1
2021,Manitoba,Personnes dans les familles non âgées,Insécurité alimentaire marginale,46,6.5
2021,Manitoba,Personnes dans les familles non âgées,Insécurité alimentaire modérée ou grave,46,14.7
2021,Manitoba,Personnes dans les familles non âgées,Insécurité alimentaire modérée,46,10.0
2021,Manitoba,Personnes dans les familles non âgées,Insécurité alimentaire grave,46,4.7
2021,Manitoba,Personnes dans les couples,Sécurité alimentaire,46,87.1
