Year,Géographie,Groupe d'âge,"Type d'institution fréquentée
",GeoCode,Value
2021/2022,Terre-Neuve-et-Labrador,25 à 29 ans,Université,10,10.0
2021/2022,Île-du-Prince-Édouard,15 à 19 ans,Total taux de participation,11,85.0
2021/2022,Île-du-Prince-Édouard,15 à 19 ans,Primaire/Secondaire,11,62.0
2021/2022,Île-du-Prince-Édouard,15 à 19 ans,Collège,11,8.0
2021/2022,Île-du-Prince-Édouard,15 à 19 ans,Université,11,16.0
2021/2022,Île-du-Prince-Édouard,20 à 24 ans,Total taux de participation,11,36.0
2021/2022,Île-du-Prince-Édouard,20 à 24 ans,Primaire/Secondaire,11,
2021/2022,Île-du-Prince-Édouard,20 à 24 ans,Collège,11,7.0
2021/2022,Île-du-Prince-Édouard,20 à 24 ans,Université,11,28.0
2021/2022,Île-du-Prince-Édouard,25 à 29 ans,Total taux de participation,11,12.0
2021/2022,Île-du-Prince-Édouard,25 à 29 ans,Primaire/Secondaire,11,
2021/2022,Île-du-Prince-Édouard,25 à 29 ans,Collège,11,4.0
2021/2022,Île-du-Prince-Édouard,25 à 29 ans,Université,11,8.0
2021/2022,Nouvelle-Écosse,15 à 19 ans,Total taux de participation,12,83.0
2021/2022,Nouvelle-Écosse,15 à 19 ans,Primaire/Secondaire,12,60.0
2021/2022,Nouvelle-Écosse,15 à 19 ans,Collège,12,9.0
2021/2022,Nouvelle-Écosse,15 à 19 ans,Université,12,13.0
2021/2022,Nouvelle-Écosse,20 à 24 ans,Total taux de participation,12,38.0
2021/2022,Nouvelle-Écosse,20 à 24 ans,Primaire/Secondaire,12,
2021/2022,Nouvelle-Écosse,20 à 24 ans,Collège,12,10.0
2021/2022,Nouvelle-Écosse,20 à 24 ans,Université,12,28.0
2021/2022,Nouvelle-Écosse,25 à 29 ans,Total taux de participation,12,12.0
2021/2022,Nouvelle-Écosse,25 à 29 ans,Primaire/Secondaire,12,
2021/2022,Nouvelle-Écosse,25 à 29 ans,Collège,12,2.0
2021/2022,Nouvelle-Écosse,25 à 29 ans,Université,12,10.0
2021/2022,Nouveau-Brunswick,15 à 19 ans,Total taux de participation,13,81.0
2021/2022,Nouveau-Brunswick,15 à 19 ans,Primaire/Secondaire,13,60.0
2021/2022,Nouveau-Brunswick,15 à 19 ans,Collège,13,6.0
2021/2022,Nouveau-Brunswick,15 à 19 ans,Université,13,14.0
2021/2022,Nouveau-Brunswick,20 à 24 ans,Total taux de participation,13,30.0
2021/2022,Nouveau-Brunswick,20 à 24 ans,Primaire/Secondaire,13,
2021/2022,Nouveau-Brunswick,20 à 24 ans,Collège,13,8.0
2021/2022,Nouveau-Brunswick,20 à 24 ans,Université,13,21.0
2021/2022,Nouveau-Brunswick,25 à 29 ans,Total taux de participation,13,8.0
2021/2022,Nouveau-Brunswick,25 à 29 ans,Primaire/Secondaire,13,
2021/2022,Nouveau-Brunswick,25 à 29 ans,Collège,13,3.0
2021/2022,Nouveau-Brunswick,25 à 29 ans,Université,13,4.0
2021/2022,Québec,15 à 19 ans,Total taux de participation,24,84.0
2021/2022,Québec,15 à 19 ans,Primaire/Secondaire,24,50.0
2021/2022,Québec,15 à 19 ans,Collège,24,31.0
2021/2022,Québec,15 à 19 ans,Université,24,3.0
2021/2022,Québec,20 à 24 ans,Total taux de participation,24,49.0
2021/2022,Québec,20 à 24 ans,Primaire/Secondaire,24,2.0
2021/2022,Québec,20 à 24 ans,Collège,24,13.0
2021/2022,Québec,20 à 24 ans,Université,24,35.0
2021/2022,Québec,25 à 29 ans,Total taux de participation,24,15.0
2021/2022,Québec,25 à 29 ans,Primaire/Secondaire,24,1.0
2021/2022,Québec,25 à 29 ans,Collège,24,3.0
2021/2022,Québec,25 à 29 ans,Université,24,12.0
2021/2022,Ontario,15 à 19 ans,Total taux de participation,35,87.0
2021/2022,Ontario,15 à 19 ans,Primaire/Secondaire,35,61.0
2021/2022,Ontario,15 à 19 ans,Collège,35,7.0
2021/2022,Ontario,15 à 19 ans,Université,35,19.0
2021/2022,Ontario,20 à 24 ans,Total taux de participation,35,45.0
2021/2022,Ontario,20 à 24 ans,Primaire/Secondaire,35,1.0
2021/2022,Ontario,20 à 24 ans,Collège,35,11.0
2021/2022,Ontario,20 à 24 ans,Université,35,33.0
2021/2022,Ontario,25 à 29 ans,Total taux de participation,35,11.0
2021/2022,Ontario,25 à 29 ans,Primaire/Secondaire,35,0.0
2021/2022,Ontario,25 à 29 ans,Collège,35,5.0
2021/2022,Ontario,25 à 29 ans,Université,35,7.0
2021/2022,Manitoba,15 à 19 ans,Total taux de participation,46,80.0
2021/2022,Manitoba,15 à 19 ans,Primaire/Secondaire,46,62.0
2021/2022,Manitoba,15 à 19 ans,Collège,46,4.0
2021/2022,Manitoba,15 à 19 ans,Université,46,14.0
2021/2022,Manitoba,20 à 24 ans,Total taux de participation,46,38.0
2021/2022,Manitoba,20 à 24 ans,Primaire/Secondaire,46,1.0
2021/2022,Manitoba,20 à 24 ans,Collège,46,7.0
2021/2022,Manitoba,20 à 24 ans,Université,46,30.0
2021/2022,Manitoba,25 à 29 ans,Total taux de participation,46,11.0
2021/2022,Manitoba,25 à 29 ans,Primaire/Secondaire,46,
2021/2022,Manitoba,25 à 29 ans,Collège,46,3.0
2021/2022,Manitoba,25 à 29 ans,Université,46,8.0
2021/2022,Saskatchewan,15 à 19 ans,Total taux de participation,47,83.0
2021/2022,Saskatchewan,15 à 19 ans,Primaire/Secondaire,47,67.0
2021/2022,Saskatchewan,15 à 19 ans,Collège,47,3.0
2021/2022,Saskatchewan,15 à 19 ans,Université,47,12.0
2021/2022,Saskatchewan,20 à 24 ans,Total taux de participation,47,35.0
2021/2022,Saskatchewan,20 à 24 ans,Primaire/Secondaire,47,1.0
2021/2022,Saskatchewan,20 à 24 ans,Collège,47,3.0
2021/2022,Saskatchewan,20 à 24 ans,Université,47,31.0
2021/2022,Saskatchewan,25 à 29 ans,Total taux de participation,47,12.0
2021/2022,Saskatchewan,25 à 29 ans,Primaire/Secondaire,47,
2021/2022,Saskatchewan,25 à 29 ans,Collège,47,3.0
2021/2022,Saskatchewan,25 à 29 ans,Université,47,9.0
2021/2022,Alberta,15 à 19 ans,Total taux de participation,48,81.0
2021/2022,Alberta,15 à 19 ans,Primaire/Secondaire,48,64.0
2021/2022,Alberta,15 à 19 ans,Collège,48,3.0
2021/2022,Alberta,15 à 19 ans,Université,48,14.0
2021/2022,Alberta,20 à 24 ans,Total taux de participation,48,44.0
2021/2022,Alberta,20 à 24 ans,Primaire/Secondaire,48,
2021/2022,Alberta,20 à 24 ans,Collège,48,8.0
2021/2022,Alberta,20 à 24 ans,Université,48,35.0
2021/2022,Alberta,25 à 29 ans,Total taux de participation,48,13.0
2021/2022,Alberta,25 à 29 ans,Primaire/Secondaire,48,
2021/2022,Alberta,25 à 29 ans,Collège,48,4.0
2021/2022,Alberta,25 à 29 ans,Université,48,8.0
2021/2022,Colombie-Britannique,15 à 19 ans,Total taux de participation,59,82.0
2021/2022,Colombie-Britannique,15 à 19 ans,Primaire/Secondaire,59,58.0
2021/2022,Colombie-Britannique,15 à 19 ans,Collège,59,6.0
2021/2022,Colombie-Britannique,15 à 19 ans,Université,59,18.0
2021/2022,Colombie-Britannique,20 à 24 ans,Total taux de participation,59,41.0
2021/2022,Colombie-Britannique,20 à 24 ans,Primaire/Secondaire,59,
2021/2022,Colombie-Britannique,20 à 24 ans,Collège,59,8.0
2021/2022,Colombie-Britannique,20 à 24 ans,Université,59,33.0
2021/2022,Colombie-Britannique,25 à 29 ans,Total taux de participation,59,12.0
2021/2022,Colombie-Britannique,25 à 29 ans,Primaire/Secondaire,59,
2021/2022,Colombie-Britannique,25 à 29 ans,Collège,59,3.0
2021/2022,Colombie-Britannique,25 à 29 ans,Université,59,8.0
2021/2022,Yukon,15 à 19 ans,Total taux de participation,60,76.0
2021/2022,Yukon,15 à 19 ans,Primaire/Secondaire,60,67.0
2021/2022,Yukon,15 à 19 ans,Collège,60,
2021/2022,Yukon,15 à 19 ans,Université,60,
2021/2022,Yukon,20 à 24 ans,Total taux de participation,60,36.0
2021/2022,Yukon,20 à 24 ans,Collège,60,
2021/2022,Yukon,20 à 24 ans,Université,60,34.0
2021/2022,Yukon,25 à 29 ans,Total taux de participation,60,
2021/2022,Yukon,25 à 29 ans,Université,60,
2021/2022,Territoires du Nord-Ouest,15 à 19 ans,Total taux de participation,61,65.0
2021/2022,Territoires du Nord-Ouest,15 à 19 ans,Primaire/Secondaire,61,59.0
2021/2022,Territoires du Nord-Ouest,15 à 19 ans,Collège,61,
2021/2022,Territoires du Nord-Ouest,15 à 19 ans,Université,61,
2021/2022,Territoires du Nord-Ouest,20 à 24 ans,Total taux de participation,61,26.0
2021/2022,Territoires du Nord-Ouest,20 à 24 ans,Primaire/Secondaire,61,
2021/2022,Territoires du Nord-Ouest,20 à 24 ans,Collège,61,
2021/2022,Territoires du Nord-Ouest,20 à 24 ans,Université,61,19.0
2021/2022,Territoires du Nord-Ouest,25 à 29 ans,Total taux de participation,61,8.0
2021/2022,Territoires du Nord-Ouest,25 à 29 ans,Collège,61,
2021/2022,Territoires du Nord-Ouest,25 à 29 ans,Université,61,
2021/2022,Nunavut,15 à 19 ans,Total taux de participation,62,69.0
2021/2022,Nunavut,15 à 19 ans,Primaire/Secondaire,62,61.0
2021/2022,Nunavut,15 à 19 ans,Collège,62,
2021/2022,Nunavut,15 à 19 ans,Université,62,7.0
2021/2022,Nunavut,20 à 24 ans,Total taux de participation,62,13.0
2021/2022,Nunavut,20 à 24 ans,Primaire/Secondaire,62,
2021/2022,Nunavut,20 à 24 ans,Collège,62,
2021/2022,Nunavut,20 à 24 ans,Université,62,8.0
2021/2022,Nunavut,25 à 29 ans,Total taux de participation,62,14.0
2021/2022,Nunavut,25 à 29 ans,Primaire/Secondaire,62,
2021/2022,Nunavut,25 à 29 ans,Collège,62,10.0
2021/2022,Nunavut,25 à 29 ans,Université,62,
2022/2023,Canada,15 à 19 ans,Total taux de participation,,84.0
2022/2023,Canada,15 à 19 ans,Primaire/Secondaire,,59.0
2022/2023,Canada,15 à 19 ans,Collège,,11.0
2022/2023,Canada,15 à 19 ans,Université,,13.0
2022/2023,Canada,20 à 24 ans,Total taux de participation,,41.0
2022/2023,Canada,20 à 24 ans,Primaire/Secondaire,,1.0
2022/2023,Canada,20 à 24 ans,Collège,,11.0
2022/2023,Canada,20 à 24 ans,Université,,30.0
2022/2023,Canada,25 à 29 ans,Total taux de participation,,12.0
2022/2023,Canada,25 à 29 ans,Primaire/Secondaire,,0.0
2022/2023,Canada,25 à 29 ans,Collège,,3.0
2022/2023,Canada,25 à 29 ans,Université,,8.0
2022/2023,Terre-Neuve-et-Labrador,15 à 19 ans,Total taux de participation,10,87.0
2022/2023,Terre-Neuve-et-Labrador,15 à 19 ans,Primaire/Secondaire,10,65.0
2022/2023,Terre-Neuve-et-Labrador,15 à 19 ans,Collège,10,5.0
2022/2023,Terre-Neuve-et-Labrador,15 à 19 ans,Université,10,17.0
2022/2023,Terre-Neuve-et-Labrador,20 à 24 ans,Total taux de participation,10,42.0
2022/2023,Terre-Neuve-et-Labrador,20 à 24 ans,Primaire/Secondaire,10,
2022/2023,Terre-Neuve-et-Labrador,20 à 24 ans,Collège,10,11.0
2022/2023,Terre-Neuve-et-Labrador,20 à 24 ans,Université,10,30.0
2022/2023,Terre-Neuve-et-Labrador,25 à 29 ans,Total taux de participation,10,10.0
2022/2023,Terre-Neuve-et-Labrador,25 à 29 ans,Primaire/Secondaire,10,
2022/2023,Terre-Neuve-et-Labrador,25 à 29 ans,Collège,10,3.0
2022/2023,Terre-Neuve-et-Labrador,25 à 29 ans,Université,10,7.0
2022/2023,Île-du-Prince-Édouard,15 à 19 ans,Total taux de participation,11,80.0
2022/2023,Île-du-Prince-Édouard,15 à 19 ans,Primaire/Secondaire,11,58.0
2022/2023,Île-du-Prince-Édouard,15 à 19 ans,Collège,11,8.0
2022/2023,Île-du-Prince-Édouard,15 à 19 ans,Université,11,14.0
2022/2023,Île-du-Prince-Édouard,20 à 24 ans,Total taux de participation,11,41.0
2022/2023,Île-du-Prince-Édouard,20 à 24 ans,Primaire/Secondaire,11,
2022/2023,Île-du-Prince-Édouard,20 à 24 ans,Collège,11,8.0
2022/2023,Île-du-Prince-Édouard,20 à 24 ans,Université,11,32.0
2022/2023,Île-du-Prince-Édouard,25 à 29 ans,Total taux de participation,11,10.0
2022/2023,Île-du-Prince-Édouard,25 à 29 ans,Collège,11,3.0
2022/2023,Île-du-Prince-Édouard,25 à 29 ans,Université,11,7.0
2022/2023,Nouvelle-Écosse,15 à 19 ans,Total taux de participation,12,81.0
2022/2023,Nouvelle-Écosse,15 à 19 ans,Primaire/Secondaire,12,61.0
2022/2023,Nouvelle-Écosse,15 à 19 ans,Collège,12,6.0
2022/2023,Nouvelle-Écosse,15 à 19 ans,Université,12,15.0
2022/2023,Nouvelle-Écosse,20 à 24 ans,Total taux de participation,12,35.0
2022/2023,Nouvelle-Écosse,20 à 24 ans,Primaire/Secondaire,12,
2022/2023,Nouvelle-Écosse,20 à 24 ans,Collège,12,6.0
2022/2023,Nouvelle-Écosse,20 à 24 ans,Université,12,29.0
2022/2023,Nouvelle-Écosse,25 à 29 ans,Total taux de participation,12,12.0
2022/2023,Nouvelle-Écosse,25 à 29 ans,Primaire/Secondaire,12,
2022/2023,Nouvelle-Écosse,25 à 29 ans,Collège,12,2.0
2022/2023,Nouvelle-Écosse,25 à 29 ans,Université,12,10.0
2022/2023,Nouveau-Brunswick,15 à 19 ans,Total taux de participation,13,80.0
2022/2023,Nouveau-Brunswick,15 à 19 ans,Primaire/Secondaire,13,60.0
2022/2023,Nouveau-Brunswick,15 à 19 ans,Collège,13,8.0
2022/2023,Nouveau-Brunswick,15 à 19 ans,Université,13,12.0
2022/2023,Nouveau-Brunswick,20 à 24 ans,Total taux de participation,13,29.0
2022/2023,Nouveau-Brunswick,20 à 24 ans,Primaire/Secondaire,13,
2022/2023,Nouveau-Brunswick,20 à 24 ans,Collège,13,7.0
2022/2023,Nouveau-Brunswick,20 à 24 ans,Université,13,22.0
2022/2023,Nouveau-Brunswick,25 à 29 ans,Total taux de participation,13,9.0
2022/2023,Nouveau-Brunswick,25 à 29 ans,Primaire/Secondaire,13,
2022/2023,Nouveau-Brunswick,25 à 29 ans,Collège,13,3.0
2022/2023,Nouveau-Brunswick,25 à 29 ans,Université,13,6.0
2022/2023,Québec,15 à 19 ans,Total taux de participation,24,85.0
2022/2023,Québec,15 à 19 ans,Primaire/Secondaire,24,50.0
2022/2023,Québec,15 à 19 ans,Collège,24,31.0
2022/2023,Québec,15 à 19 ans,Université,24,3.0
2022/2023,Québec,20 à 24 ans,Total taux de participation,24,48.0
2022/2023,Québec,20 à 24 ans,Primaire/Secondaire,24,2.0
2022/2023,Québec,20 à 24 ans,Collège,24,14.0
2022/2023,Québec,20 à 24 ans,Université,24,32.0
2022/2023,Québec,25 à 29 ans,Total taux de participation,24,16.0
2022/2023,Québec,25 à 29 ans,Primaire/Secondaire,24,0.0
2022/2023,Québec,25 à 29 ans,Collège,24,3.0
2022/2023,Québec,25 à 29 ans,Université,24,13.0
2022/2023,Ontario,15 à 19 ans,Total taux de participation,35,87.0
2022/2023,Ontario,15 à 19 ans,Primaire/Secondaire,35,62.0
2022/2023,Ontario,15 à 19 ans,Collège,35,7.0
2022/2023,Ontario,15 à 19 ans,Université,35,18.0
2022/2023,Ontario,20 à 24 ans,Total taux de participation,35,42.0
2022/2023,Ontario,20 à 24 ans,Primaire/Secondaire,35,1.0
2022/2023,Ontario,20 à 24 ans,Collège,35,12.0
2022/2023,Ontario,20 à 24 ans,Université,35,30.0
2022/2023,Ontario,25 à 29 ans,Total taux de participation,35,11.0
2022/2023,Ontario,25 à 29 ans,Primaire/Secondaire,35,0.0
2022/2023,Ontario,25 à 29 ans,Collège,35,4.0
2022/2023,Ontario,25 à 29 ans,Université,35,6.0
2022/2023,Manitoba,15 à 19 ans,Total taux de participation,46,79.0
2022/2023,Manitoba,15 à 19 ans,Primaire/Secondaire,46,62.0
2022/2023,Manitoba,15 à 19 ans,Collège,46,2.0
2022/2023,Manitoba,15 à 19 ans,Université,46,15.0
2022/2023,Manitoba,20 à 24 ans,Total taux de participation,46,31.0
2022/2023,Manitoba,20 à 24 ans,Primaire/Secondaire,46,1.0
2022/2023,Manitoba,20 à 24 ans,Collège,46,6.0
2022/2023,Manitoba,20 à 24 ans,Université,46,24.0
2022/2023,Manitoba,25 à 29 ans,Total taux de participation,46,11.0
2022/2023,Manitoba,25 à 29 ans,Primaire/Secondaire,46,
2022/2023,Manitoba,25 à 29 ans,Collège,46,3.0
2022/2023,Manitoba,25 à 29 ans,Université,46,8.0
2022/2023,Saskatchewan,15 à 19 ans,Total taux de participation,47,80.0
2022/2023,Saskatchewan,15 à 19 ans,Primaire/Secondaire,47,62.0
2022/2023,Saskatchewan,15 à 19 ans,Collège,47,3.0
2022/2023,Saskatchewan,15 à 19 ans,Université,47,16.0
2022/2023,Saskatchewan,20 à 24 ans,Total taux de participation,47,36.0
2022/2023,Saskatchewan,20 à 24 ans,Primaire/Secondaire,47,2.0
2022/2023,Saskatchewan,20 à 24 ans,Collège,47,6.0
2022/2023,Saskatchewan,20 à 24 ans,Université,47,29.0
2022/2023,Saskatchewan,25 à 29 ans,Total taux de participation,47,10.0
2022/2023,Saskatchewan,25 à 29 ans,Primaire/Secondaire,47,
2022/2023,Saskatchewan,25 à 29 ans,Collège,47,2.0
2022/2023,Saskatchewan,25 à 29 ans,Université,47,8.0
2022/2023,Alberta,15 à 19 ans,Total taux de participation,48,79.0
2022/2023,Alberta,15 à 19 ans,Primaire/Secondaire,48,62.0
2022/2023,Alberta,15 à 19 ans,Collège,48,5.0
2022/2023,Alberta,15 à 19 ans,Université,48,12.0
2022/2023,Alberta,20 à 24 ans,Total taux de participation,48,35.0
2022/2023,Alberta,20 à 24 ans,Primaire/Secondaire,48,1.0
2022/2023,Alberta,20 à 24 ans,Collège,48,8.0
2022/2023,Alberta,20 à 24 ans,Université,48,27.0
2022/2023,Alberta,25 à 29 ans,Total taux de participation,48,9.0
2022/2023,Alberta,25 à 29 ans,Primaire/Secondaire,48,
2022/2023,Alberta,25 à 29 ans,Collège,48,2.0
2022/2023,Alberta,25 à 29 ans,Université,48,7.0
2022/2023,Colombie-Britannique,15 à 19 ans,Total taux de participation,59,81.0
2022/2023,Colombie-Britannique,15 à 19 ans,Primaire/Secondaire,59,59.0
2022/2023,Colombie-Britannique,15 à 19 ans,Collège,59,6.0
2022/2023,Colombie-Britannique,15 à 19 ans,Université,59,16.0
2022/2023,Colombie-Britannique,20 à 24 ans,Total taux de participation,59,40.0
2022/2023,Colombie-Britannique,20 à 24 ans,Primaire/Secondaire,59,0.0
2022/2023,Colombie-Britannique,20 à 24 ans,Collège,59,8.0
2022/2023,Colombie-Britannique,20 à 24 ans,Université,59,31.0
2022/2023,Colombie-Britannique,25 à 29 ans,Total taux de participation,59,13.0
2022/2023,Colombie-Britannique,25 à 29 ans,Primaire/Secondaire,59,
2022/2023,Colombie-Britannique,25 à 29 ans,Collège,59,4.0
2022/2023,Colombie-Britannique,25 à 29 ans,Université,59,9.0
2022/2023,Yukon,15 à 19 ans,Total taux de participation,60,81.0
2022/2023,Yukon,15 à 19 ans,Primaire/Secondaire,60,64.0
2022/2023,Yukon,15 à 19 ans,Collège,60,
2022/2023,Yukon,15 à 19 ans,Université,60,15.0
2022/2023,Yukon,20 à 24 ans,Total taux de participation,60,31.0
2022/2023,Yukon,20 à 24 ans,Primaire/Secondaire,60,
2022/2023,Yukon,20 à 24 ans,Collège,60,
2022/2023,Yukon,20 à 24 ans,Université,60,21.0
2022/2023,Yukon,25 à 29 ans,Total taux de participation,60,12.0
2022/2023,Yukon,25 à 29 ans,Collège,60,
2022/2023,Yukon,25 à 29 ans,Université,60,9.0
2022/2023,Territoires du Nord-Ouest,15 à 19 ans,Total taux de participation,61,83.0
2022/2023,Territoires du Nord-Ouest,15 à 19 ans,Primaire/Secondaire,61,74.0
2022/2023,Territoires du Nord-Ouest,15 à 19 ans,Collège,61,
2022/2023,Territoires du Nord-Ouest,15 à 19 ans,Université,61,
2022/2023,Territoires du Nord-Ouest,20 à 24 ans,Total taux de participation,61,28.0
2022/2023,Territoires du Nord-Ouest,20 à 24 ans,Primaire/Secondaire,61,
2022/2023,Territoires du Nord-Ouest,20 à 24 ans,Collège,61,
2022/2023,Territoires du Nord-Ouest,20 à 24 ans,Université,61,20.0
2022/2023,Territoires du Nord-Ouest,25 à 29 ans,Total taux de participation,61,13.0
2022/2023,Territoires du Nord-Ouest,25 à 29 ans,Collège,61,
2022/2023,Territoires du Nord-Ouest,25 à 29 ans,Université,61,10.0
2022/2023,Nunavut,15 à 19 ans,Total taux de participation,62,63.0
2022/2023,Nunavut,15 à 19 ans,Primaire/Secondaire,62,61.0
2022/2023,Nunavut,15 à 19 ans,Collège,62,
2022/2023,Nunavut,20 à 24 ans,Total taux de participation,62,12.0
2022/2023,Nunavut,20 à 24 ans,Primaire/Secondaire,62,
2022/2023,Nunavut,20 à 24 ans,Collège,62,
2022/2023,Nunavut,20 à 24 ans,Université,62,
2022/2023,Nunavut,25 à 29 ans,Total taux de participation,62,
2022/2023,Nunavut,25 à 29 ans,Collège,62,
2022/2023,Nunavut,25 à 29 ans,Université,62,
2014/2015,Canada,30 à 34 ans,Total taux de participation,,7.0
2014/2015,Canada,30 à 34 ans,École primaire et/ou secondaire,,0.0
2014/2015,Canada,30 à 34 ans,Collège,,2.0
2014/2015,Canada,30 à 34 ans,Université,,4.0
2014/2015,Terre-Neuve-et-Labrador,30 à 34 ans,Total taux de participation,10,3.0
2014/2015,Terre-Neuve-et-Labrador,30 à 34 ans,École primaire et/ou secondaire,10,
2014/2015,Terre-Neuve-et-Labrador,30 à 34 ans,Collège,10,
2014/2015,Terre-Neuve-et-Labrador,30 à 34 ans,Université,10,2.0
2014/2015,Île-du-Prince-Édouard,30 à 34 ans,Total taux de participation,11,4.0
2014/2015,Île-du-Prince-Édouard,30 à 34 ans,École primaire et/ou secondaire,11,
2014/2015,Île-du-Prince-Édouard,30 à 34 ans,Collège,11,
2014/2015,Île-du-Prince-Édouard,30 à 34 ans,Université,11,
2014/2015,Nouvelle-Écosse,30 à 34 ans,Total taux de participation,12,7.0
2014/2015,Nouvelle-Écosse,30 à 34 ans,École primaire et/ou secondaire,12,
2014/2015,Nouvelle-Écosse,30 à 34 ans,Collège,12,1.0
2014/2015,Nouvelle-Écosse,30 à 34 ans,Université,12,6.0
2014/2015,Nouveau-Brunswick,30 à 34 ans,Total taux de participation,13,6.0
2014/2015,Nouveau-Brunswick,30 à 34 ans,École primaire et/ou secondaire,13,
2014/2015,Nouveau-Brunswick,30 à 34 ans,Collège,13,2.0
2014/2015,Nouveau-Brunswick,30 à 34 ans,Université,13,3.0
2014/2015,Québec,30 à 34 ans,Total taux de participation,24,10.0
2014/2015,Québec,30 à 34 ans,École primaire et/ou secondaire,24,1.0
2014/2015,Québec,30 à 34 ans,Collège,24,2.0
2014/2015,Québec,30 à 34 ans,Université,24,7.0
2014/2015,Ontario,30 à 34 ans,Total taux de participation,35,5.0
2014/2015,Ontario,30 à 34 ans,École primaire et/ou secondaire,35,0.0
2014/2015,Ontario,30 à 34 ans,Collège,35,2.0
2014/2015,Ontario,30 à 34 ans,Université,35,3.0
2014/2015,Manitoba,30 à 34 ans,Total taux de participation,46,7.0
2014/2015,Manitoba,30 à 34 ans,École primaire et/ou secondaire,46,
2014/2015,Manitoba,30 à 34 ans,Collège,46,3.0
2014/2015,Manitoba,30 à 34 ans,Université,46,4.0
2014/2015,Saskatchewan,30 à 34 ans,Total taux de participation,47,6.0
2014/2015,Saskatchewan,30 à 34 ans,École primaire et/ou secondaire,47,
2014/2015,Saskatchewan,30 à 34 ans,Collège,47,2.0
2014/2015,Saskatchewan,30 à 34 ans,Université,47,4.0
2014/2015,Alberta,30 à 34 ans,Total taux de participation,48,5.0
2014/2015,Alberta,30 à 34 ans,École primaire et/ou secondaire,48,
2014/2015,Alberta,30 à 34 ans,Collège,48,2.0
2014/2015,Alberta,30 à 34 ans,Université,48,4.0
2014/2015,Colombie-Britannique,30 à 34 ans,Total taux de participation,59,8.0
2014/2015,Colombie-Britannique,30 à 34 ans,École primaire et/ou secondaire,59,
2014/2015,Colombie-Britannique,30 à 34 ans,Collège,59,3.0
2014/2015,Colombie-Britannique,30 à 34 ans,Université,59,4.0
2014/2015,Yukon,30 à 34 ans,Total taux de participation,60,9.0
2014/2015,Yukon,30 à 34 ans,École primaire et/ou secondaire,60,
2014/2015,Yukon,30 à 34 ans,Collège,60,
2014/2015,Yukon,30 à 34 ans,Université,60,
2014/2015,Territoires du Nord-Ouest,30 à 34 ans,Total taux de participation,61,
2014/2015,Territoires du Nord-Ouest,30 à 34 ans,École primaire et/ou secondaire,61,
2014/2015,Territoires du Nord-Ouest,30 à 34 ans,Collège,61,
2014/2015,Territoires du Nord-Ouest,30 à 34 ans,Université,61,
2014/2015,Nunavut,30 à 34 ans,Total taux de participation,62,
2014/2015,Nunavut,30 à 34 ans,École primaire et/ou secondaire,62,
2014/2015,Nunavut,30 à 34 ans,Collège,62,
2014/2015,Nunavut,30 à 34 ans,Université,62,
2015/2016,Canada,30 à 34 ans,Total taux de participation,,6.0
2015/2016,Canada,30 à 34 ans,École primaire et/ou secondaire,,0.0
2015/2016,Canada,30 à 34 ans,Collège,,2.0
2015/2016,Canada,30 à 34 ans,Université,,4.0
2015/2016,Terre-Neuve-et-Labrador,30 à 34 ans,Total taux de participation,10,6.0
2015/2016,Terre-Neuve-et-Labrador,30 à 34 ans,École primaire et/ou secondaire,10,
2015/2016,Terre-Neuve-et-Labrador,30 à 34 ans,Collège,10,
2015/2016,Terre-Neuve-et-Labrador,30 à 34 ans,Université,10,5.0
2015/2016,Île-du-Prince-Édouard,30 à 34 ans,Total taux de participation,11,7.0
2015/2016,Île-du-Prince-Édouard,30 à 34 ans,École primaire et/ou secondaire,11,
2015/2016,Île-du-Prince-Édouard,30 à 34 ans,Collège,11,
2015/2016,Île-du-Prince-Édouard,30 à 34 ans,Université,11,5.0
2015/2016,Nouvelle-Écosse,30 à 34 ans,Total taux de participation,12,7.0
2015/2016,Nouvelle-Écosse,30 à 34 ans,École primaire et/ou secondaire,12,
2015/2016,Nouvelle-Écosse,30 à 34 ans,Collège,12,2.0
2015/2016,Nouvelle-Écosse,30 à 34 ans,Université,12,5.0
2015/2016,Nouveau-Brunswick,30 à 34 ans,Total taux de participation,13,3.0
2015/2016,Nouveau-Brunswick,30 à 34 ans,École primaire et/ou secondaire,13,
2015/2016,Nouveau-Brunswick,30 à 34 ans,Collège,13,2.0
2015/2016,Nouveau-Brunswick,30 à 34 ans,Université,13,1.0
2015/2016,Québec,30 à 34 ans,Total taux de participation,24,9.0
2015/2016,Québec,30 à 34 ans,École primaire et/ou secondaire,24,1.0
2015/2016,Québec,30 à 34 ans,Collège,24,2.0
2015/2016,Québec,30 à 34 ans,Université,24,6.0
2015/2016,Ontario,30 à 34 ans,Total taux de participation,35,5.0
2015/2016,Ontario,30 à 34 ans,École primaire et/ou secondaire,35,0.0
2015/2016,Ontario,30 à 34 ans,Collège,35,2.0
2015/2016,Ontario,30 à 34 ans,Université,35,3.0
2015/2016,Manitoba,30 à 34 ans,Total taux de participation,46,6.0
2015/2016,Manitoba,30 à 34 ans,École primaire et/ou secondaire,46,
2015/2016,Manitoba,30 à 34 ans,Collège,46,2.0
2015/2016,Manitoba,30 à 34 ans,Université,46,3.0
2015/2016,Saskatchewan,30 à 34 ans,Total taux de participation,47,5.0
