Year,Âge au décès,Sexe,Causes of death,Value
2019,55 à 59 ans,Femmes,Influenza and pneumonia,5.4
2019,55 à 59 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2019,55 à 59 ans,Femmes,Chronic lower respiratory diseases,11.4
2019,60 à 64 ans,Les deux sexes,Malignant neoplasms,304.4
2019,60 à 64 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.8
2019,60 à 64 ans,Les deux sexes,Diabetes mellitus,19.9
2019,60 à 64 ans,Les deux sexes,Diseases of heart,118.3
2019,60 à 64 ans,Les deux sexes,Influenza and pneumonia,10.4
2019,60 à 64 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2019,60 à 64 ans,Les deux sexes,Chronic lower respiratory diseases,29.7
2019,60 à 64 ans,Hommes,Malignant neoplasms,339.7
2019,60 à 64 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",4.0
2019,60 à 64 ans,Hommes,Diabetes mellitus,26.6
2019,60 à 64 ans,Hommes,Diseases of heart,175.7
2019,60 à 64 ans,Hommes,Influenza and pneumonia,11.7
2019,60 à 64 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2019,60 à 64 ans,Hommes,Chronic lower respiratory diseases,32.9
2019,60 à 64 ans,Femmes,Malignant neoplasms,270.2
2019,60 à 64 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.7
2019,60 à 64 ans,Femmes,Diabetes mellitus,13.5
2019,60 à 64 ans,Femmes,Diseases of heart,62.7
2019,60 à 64 ans,Femmes,Influenza and pneumonia,9.2
2019,60 à 64 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2019,60 à 64 ans,Femmes,Chronic lower respiratory diseases,26.7
2019,65 à 74 ans,Les deux sexes,Malignant neoplasms,577.0
2019,65 à 74 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",8.5
2019,65 à 74 ans,Les deux sexes,Diabetes mellitus,41.2
2019,65 à 74 ans,Les deux sexes,Diseases of heart,233.4
2019,65 à 74 ans,Les deux sexes,Influenza and pneumonia,21.5
2019,65 à 74 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2019,65 à 74 ans,Les deux sexes,Chronic lower respiratory diseases,74.9
2019,65 à 74 ans,Hommes,Malignant neoplasms,673.2
2019,65 à 74 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",11.1
2019,65 à 74 ans,Hommes,Diabetes mellitus,53.3
2019,65 à 74 ans,Hommes,Diseases of heart,326.5
2019,65 à 74 ans,Hommes,Influenza and pneumonia,25.8
2019,65 à 74 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2019,65 à 74 ans,Hommes,Chronic lower respiratory diseases,83.3
2019,65 à 74 ans,Femmes,Malignant neoplasms,487.4
2019,65 à 74 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",6.1
2019,65 à 74 ans,Femmes,Diabetes mellitus,29.9
2019,65 à 74 ans,Femmes,Diseases of heart,146.6
2019,65 à 74 ans,Femmes,Influenza and pneumonia,17.5
2019,65 à 74 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2019,65 à 74 ans,Femmes,Chronic lower respiratory diseases,67.1
2019,65 à 69 ans,Les deux sexes,Malignant neoplasms,469.4
2019,65 à 69 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",5.6
2019,65 à 69 ans,Les deux sexes,Diabetes mellitus,32.2
2019,65 à 69 ans,Les deux sexes,Diseases of heart,183.6
2019,65 à 69 ans,Les deux sexes,Influenza and pneumonia,15.9
2019,65 à 69 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2019,65 à 69 ans,Les deux sexes,Chronic lower respiratory diseases,56.3
2019,65 à 69 ans,Hommes,Malignant neoplasms,543.8
2019,65 à 69 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",7.2
2019,65 à 69 ans,Hommes,Diabetes mellitus,40.6
2019,65 à 69 ans,Hommes,Diseases of heart,264.9
2019,65 à 69 ans,Hommes,Influenza and pneumonia,19.5
2019,65 à 69 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2019,65 à 69 ans,Hommes,Chronic lower respiratory diseases,64.2
2019,65 à 69 ans,Femmes,Malignant neoplasms,399.4
2019,65 à 69 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",4.1
2019,65 à 69 ans,Femmes,Diabetes mellitus,24.2
2019,65 à 69 ans,Femmes,Diseases of heart,107.1
2019,65 à 69 ans,Femmes,Influenza and pneumonia,12.6
2019,65 à 69 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2019,65 à 69 ans,Femmes,Chronic lower respiratory diseases,48.8
2019,70 à 74 ans,Les deux sexes,Malignant neoplasms,709.1
2019,70 à 74 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",12.1
2019,70 à 74 ans,Les deux sexes,Diabetes mellitus,52.3
2019,70 à 74 ans,Les deux sexes,Diseases of heart,294.5
2019,70 à 74 ans,Les deux sexes,Influenza and pneumonia,28.4
2019,70 à 74 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2019,70 à 74 ans,Les deux sexes,Chronic lower respiratory diseases,97.8
2019,70 à 74 ans,Hommes,Malignant neoplasms,834.2
2019,70 à 74 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",15.9
2019,70 à 74 ans,Hommes,Diabetes mellitus,69.1
2019,70 à 74 ans,Hommes,Diseases of heart,403.2
2019,70 à 74 ans,Hommes,Influenza and pneumonia,33.8
2019,70 à 74 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2019,70 à 74 ans,Hommes,Chronic lower respiratory diseases,107.0
2019,70 à 74 ans,Femmes,Malignant neoplasms,594.1
2019,70 à 74 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",8.7
2019,70 à 74 ans,Femmes,Diabetes mellitus,36.9
2019,70 à 74 ans,Femmes,Diseases of heart,194.6
2019,70 à 74 ans,Femmes,Influenza and pneumonia,23.4
2019,70 à 74 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2019,70 à 74 ans,Femmes,Chronic lower respiratory diseases,89.2
2019,75 à 84 ans,Les deux sexes,Malignant neoplasms,1178.5
2019,75 à 84 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",28.2
2019,75 à 84 ans,Les deux sexes,Diabetes mellitus,97.0
2019,75 à 84 ans,Les deux sexes,Diseases of heart,668.8
2019,75 à 84 ans,Les deux sexes,Influenza and pneumonia,77.8
2019,75 à 84 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.2
2019,75 à 84 ans,Les deux sexes,Chronic lower respiratory diseases,221.0
2019,75 à 84 ans,Hommes,Malignant neoplasms,1423.9
2019,75 à 84 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",37.9
2019,75 à 84 ans,Hommes,Diabetes mellitus,122.3
2019,75 à 84 ans,Hommes,Diseases of heart,860.6
2019,75 à 84 ans,Hommes,Influenza and pneumonia,92.1
2019,75 à 84 ans,Hommes,Acute bronchitis and bronchiolitis,0.3
2019,75 à 84 ans,Hommes,Chronic lower respiratory diseases,239.7
2019,75 à 84 ans,Femmes,Malignant neoplasms,972.4
2019,75 à 84 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",20.0
2019,75 à 84 ans,Femmes,Diabetes mellitus,75.8
2019,75 à 84 ans,Femmes,Diseases of heart,507.7
2019,75 à 84 ans,Femmes,Influenza and pneumonia,65.8
2019,75 à 84 ans,Femmes,Acute bronchitis and bronchiolitis,0.1
2019,75 à 84 ans,Femmes,Chronic lower respiratory diseases,205.2
2019,75 à 79 ans,Les deux sexes,Malignant neoplasms,1014.6
2019,75 à 79 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",20.2
2019,75 à 79 ans,Les deux sexes,Diabetes mellitus,78.2
2019,75 à 79 ans,Les deux sexes,Diseases of heart,482.9
2019,75 à 79 ans,Les deux sexes,Influenza and pneumonia,50.1
2019,75 à 79 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.1
2019,75 à 79 ans,Les deux sexes,Chronic lower respiratory diseases,179.8
2019,75 à 79 ans,Hommes,Malignant neoplasms,1202.1
2019,75 à 79 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",29.5
2019,75 à 79 ans,Hommes,Diabetes mellitus,100.9
2019,75 à 79 ans,Hommes,Diseases of heart,640.9
2019,75 à 79 ans,Hommes,Influenza and pneumonia,62.0
2019,75 à 79 ans,Hommes,Acute bronchitis and bronchiolitis,0.2
2019,75 à 79 ans,Hommes,Chronic lower respiratory diseases,188.0
2019,75 à 79 ans,Femmes,Malignant neoplasms,850.7
2019,75 à 79 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",12.1
2019,75 à 79 ans,Femmes,Diabetes mellitus,58.4
2019,75 à 79 ans,Femmes,Diseases of heart,344.9
2019,75 à 79 ans,Femmes,Influenza and pneumonia,39.6
2019,75 à 79 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2019,75 à 79 ans,Femmes,Chronic lower respiratory diseases,172.7
2019,80 à 84 ans,Les deux sexes,Malignant neoplasms,1420.5
2019,80 à 84 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",39.9
2019,80 à 84 ans,Les deux sexes,Diabetes mellitus,124.8
2019,80 à 84 ans,Les deux sexes,Diseases of heart,943.2
2019,80 à 84 ans,Les deux sexes,Influenza and pneumonia,118.8
2019,80 à 84 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.4
2019,80 à 84 ans,Les deux sexes,Chronic lower respiratory diseases,281.8
2019,80 à 84 ans,Hommes,Malignant neoplasms,1769.9
2019,80 à 84 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",51.1
2019,80 à 84 ans,Hommes,Diabetes mellitus,155.7
2019,80 à 84 ans,Hommes,Diseases of heart,1203.3
2019,80 à 84 ans,Hommes,Influenza and pneumonia,139.0
2019,80 à 84 ans,Hommes,Acute bronchitis and bronchiolitis,0.6
2019,80 à 84 ans,Hommes,Chronic lower respiratory diseases,320.5
2019,80 à 84 ans,Femmes,Malignant neoplasms,1144.2
2019,80 à 84 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",31.1
2019,80 à 84 ans,Femmes,Diabetes mellitus,100.4
2019,80 à 84 ans,Femmes,Diseases of heart,737.5
2019,80 à 84 ans,Femmes,Influenza and pneumonia,102.9
2019,80 à 84 ans,Femmes,Acute bronchitis and bronchiolitis,0.2
2019,80 à 84 ans,Femmes,Chronic lower respiratory diseases,251.1
2019,85 ans et plus,Les deux sexes,Malignant neoplasms,2060.5
2019,85 ans et plus,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",82.8
2019,85 ans et plus,Les deux sexes,Diabetes mellitus,255.6
2019,85 ans et plus,Les deux sexes,Diseases of heart,2868.8
2019,85 ans et plus,Les deux sexes,Influenza and pneumonia,457.2
2019,85 ans et plus,Les deux sexes,Acute bronchitis and bronchiolitis,1.8
2019,85 ans et plus,Les deux sexes,Chronic lower respiratory diseases,532.2
2019,85 ans et plus,Hommes,Malignant neoplasms,2815.1
2019,85 ans et plus,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",105.4
2019,85 ans et plus,Hommes,Diabetes mellitus,312.2
2019,85 ans et plus,Hommes,Diseases of heart,3184.2
2019,85 ans et plus,Hommes,Influenza and pneumonia,508.2
2019,85 ans et plus,Hommes,Acute bronchitis and bronchiolitis,1.0
2019,85 ans et plus,Hommes,Chronic lower respiratory diseases,667.9
2019,85 ans et plus,Femmes,Malignant neoplasms,1627.8
2019,85 ans et plus,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",69.8
2019,85 ans et plus,Femmes,Diabetes mellitus,223.1
2019,85 ans et plus,Femmes,Diseases of heart,2688.0
2019,85 ans et plus,Femmes,Influenza and pneumonia,428.0
2019,85 ans et plus,Femmes,Acute bronchitis and bronchiolitis,2.3
2019,85 ans et plus,Femmes,Chronic lower respiratory diseases,454.5
2019,85 à 89 ans,Les deux sexes,Malignant neoplasms,1910.0
2019,85 à 89 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",68.6
2019,85 à 89 ans,Les deux sexes,Diabetes mellitus,203.5
2019,85 à 89 ans,Les deux sexes,Diseases of heart,1869.0
2019,85 à 89 ans,Les deux sexes,Influenza and pneumonia,265.3
2019,85 à 89 ans,Les deux sexes,Acute bronchitis and bronchiolitis,1.0
2019,85 à 89 ans,Les deux sexes,Chronic lower respiratory diseases,427.3
2019,85 à 89 ans,Hommes,Malignant neoplasms,2523.8
2019,85 à 89 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",94.3
2019,85 à 89 ans,Hommes,Diabetes mellitus,251.8
2019,85 à 89 ans,Hommes,Diseases of heart,2296.8
2019,85 à 89 ans,Hommes,Influenza and pneumonia,333.5
2019,85 à 89 ans,Hommes,Acute bronchitis and bronchiolitis,1.5
2019,85 à 89 ans,Hommes,Chronic lower respiratory diseases,533.4
2019,85 à 89 ans,Femmes,Malignant neoplasms,1499.1
2019,85 à 89 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",51.4
2019,85 à 89 ans,Femmes,Diabetes mellitus,171.2
2019,85 à 89 ans,Femmes,Diseases of heart,1582.8
2019,85 à 89 ans,Femmes,Influenza and pneumonia,219.6
2019,85 à 89 ans,Femmes,Acute bronchitis and bronchiolitis,0.7
2019,85 à 89 ans,Femmes,Chronic lower respiratory diseases,356.3
2019,90 ans et plus,Les deux sexes,Malignant neoplasms,2297.6
2019,90 ans et plus,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",105.1
2019,90 ans et plus,Les deux sexes,Diabetes mellitus,337.6
2019,90 ans et plus,Les deux sexes,Diseases of heart,4444.2
2019,90 ans et plus,Les deux sexes,Influenza and pneumonia,759.6
2019,90 ans et plus,Les deux sexes,Acute bronchitis and bronchiolitis,3.1
2019,90 ans et plus,Les deux sexes,Chronic lower respiratory diseases,697.6
2019,90 ans et plus,Hommes,Malignant neoplasms,3414.6
2019,90 ans et plus,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",128.1
2019,90 ans et plus,Hommes,Diabetes mellitus,436.3
2019,90 ans et plus,Hommes,Diseases of heart,5010.8
2019,90 ans et plus,Hommes,Influenza and pneumonia,867.7
2019,90 ans et plus,Hommes,Acute bronchitis and bronchiolitis,0.0
2019,90 ans et plus,Hommes,Chronic lower respiratory diseases,944.7
2019,90 ans et plus,Femmes,Malignant neoplasms,1803.0
2019,90 ans et plus,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",94.8
2019,90 ans et plus,Femmes,Diabetes mellitus,293.8
2019,90 ans et plus,Femmes,Diseases of heart,4193.2
2019,90 ans et plus,Femmes,Influenza and pneumonia,711.8
2019,90 ans et plus,Femmes,Acute bronchitis and bronchiolitis,4.4
2019,90 ans et plus,Femmes,Chronic lower respiratory diseases,588.1
2020,Tous les âges,Les deux sexes,Malignant neoplasms,213.1
2020,Tous les âges,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",4.9
2020,Tous les âges,Les deux sexes,Diabetes mellitus,19.9
2020,Tous les âges,Les deux sexes,Diseases of heart,141.3
2020,Tous les âges,Les deux sexes,Influenza and pneumonia,15.6
2020,Tous les âges,Les deux sexes,Acute bronchitis and bronchiolitis,0.1
2020,Tous les âges,Les deux sexes,Chronic lower respiratory diseases,30.9
2020,Tous les âges,Hommes,Malignant neoplasms,227.0
2020,Tous les âges,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",5.5
2020,Tous les âges,Hommes,Diabetes mellitus,22.6
2020,Tous les âges,Hommes,Diseases of heart,155.5
2020,Tous les âges,Hommes,Influenza and pneumonia,15.6
2020,Tous les âges,Hommes,Acute bronchitis and bronchiolitis,0.0
2020,Tous les âges,Hommes,Chronic lower respiratory diseases,31.4
2020,Tous les âges,Femmes,Malignant neoplasms,199.4
2020,Tous les âges,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",4.3
2020,Tous les âges,Femmes,Diabetes mellitus,17.3
2020,Tous les âges,Femmes,Diseases of heart,127.3
2020,Tous les âges,Femmes,Influenza and pneumonia,15.6
2020,Tous les âges,Femmes,Acute bronchitis and bronchiolitis,0.1
2020,Tous les âges,Femmes,Chronic lower respiratory diseases,30.3
2020,1 à 14 ans,Les deux sexes,Malignant neoplasms,2.0
2020,1 à 14 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2020,1 à 14 ans,Les deux sexes,Diabetes mellitus,0.1
2020,1 à 14 ans,Les deux sexes,Diseases of heart,0.2
2020,1 à 14 ans,Les deux sexes,Influenza and pneumonia,0.3
2020,1 à 14 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2020,1 à 14 ans,Les deux sexes,Chronic lower respiratory diseases,0.0
2020,1 à 14 ans,Hommes,Malignant neoplasms,2.0
2020,1 à 14 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2020,1 à 14 ans,Hommes,Diabetes mellitus,0.0
2020,1 à 14 ans,Hommes,Diseases of heart,0.2
2020,1 à 14 ans,Hommes,Influenza and pneumonia,0.2
2020,1 à 14 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2020,1 à 14 ans,Hommes,Chronic lower respiratory diseases,0.0
2020,1 à 14 ans,Femmes,Malignant neoplasms,1.9
2020,1 à 14 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2020,1 à 14 ans,Femmes,Diabetes mellitus,0.2
2020,1 à 14 ans,Femmes,Diseases of heart,0.2
2020,1 à 14 ans,Femmes,Influenza and pneumonia,0.4
2020,1 à 14 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2020,1 à 14 ans,Femmes,Chronic lower respiratory diseases,0.0
2020,1 à 4 ans,Les deux sexes,Malignant neoplasms,1.8
2020,1 à 4 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2020,1 à 4 ans,Les deux sexes,Diabetes mellitus,0.0
2020,1 à 4 ans,Les deux sexes,Diseases of heart,0.2
2020,1 à 4 ans,Les deux sexes,Influenza and pneumonia,0.5
2020,1 à 4 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2020,1 à 4 ans,Les deux sexes,Chronic lower respiratory diseases,0.0
2020,1 à 4 ans,Hommes,Malignant neoplasms,1.6
2020,1 à 4 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2020,1 à 4 ans,Hommes,Diabetes mellitus,0.0
2020,1 à 4 ans,Hommes,Diseases of heart,0.3
2020,1 à 4 ans,Hommes,Influenza and pneumonia,0.4
2020,1 à 4 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2020,1 à 4 ans,Hommes,Chronic lower respiratory diseases,0.0
2020,1 à 4 ans,Femmes,Malignant neoplasms,2.0
2020,1 à 4 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2020,1 à 4 ans,Femmes,Diabetes mellitus,0.0
2020,1 à 4 ans,Femmes,Diseases of heart,0.1
2020,1 à 4 ans,Femmes,Influenza and pneumonia,0.7
2020,1 à 4 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2020,1 à 4 ans,Femmes,Chronic lower respiratory diseases,0.0
2020,5 à 9 ans,Les deux sexes,Malignant neoplasms,2.2
2020,5 à 9 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2020,5 à 9 ans,Les deux sexes,Diabetes mellitus,0.0
2020,5 à 9 ans,Les deux sexes,Diseases of heart,0.1
2020,5 à 9 ans,Les deux sexes,Influenza and pneumonia,0.1
2020,5 à 9 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2020,5 à 9 ans,Les deux sexes,Chronic lower respiratory diseases,0.0
2020,5 à 9 ans,Hommes,Malignant neoplasms,1.9
2020,5 à 9 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2020,5 à 9 ans,Hommes,Diabetes mellitus,0.0
2020,5 à 9 ans,Hommes,Diseases of heart,0.3
2020,5 à 9 ans,Hommes,Influenza and pneumonia,0.1
2020,5 à 9 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2020,5 à 9 ans,Hommes,Chronic lower respiratory diseases,0.0
2020,5 à 9 ans,Femmes,Malignant neoplasms,2.4
2020,5 à 9 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2020,5 à 9 ans,Femmes,Diabetes mellitus,0.0
2020,5 à 9 ans,Femmes,Diseases of heart,0.0
2020,5 à 9 ans,Femmes,Influenza and pneumonia,0.2
2020,5 à 9 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2020,5 à 9 ans,Femmes,Chronic lower respiratory diseases,0.0
2020,10 à 14 ans,Les deux sexes,Malignant neoplasms,1.9
2020,10 à 14 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2020,10 à 14 ans,Les deux sexes,Diabetes mellitus,0.3
2020,10 à 14 ans,Les deux sexes,Diseases of heart,0.3
2020,10 à 14 ans,Les deux sexes,Influenza and pneumonia,0.2
2020,10 à 14 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2020,10 à 14 ans,Les deux sexes,Chronic lower respiratory diseases,0.1
2020,10 à 14 ans,Hommes,Malignant neoplasms,2.4
2020,10 à 14 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2020,10 à 14 ans,Hommes,Diabetes mellitus,0.1
2020,10 à 14 ans,Hommes,Diseases of heart,0.2
2020,10 à 14 ans,Hommes,Influenza and pneumonia,0.2
2020,10 à 14 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2020,10 à 14 ans,Hommes,Chronic lower respiratory diseases,0.1
2020,10 à 14 ans,Femmes,Malignant neoplasms,1.5
2020,10 à 14 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2020,10 à 14 ans,Femmes,Diabetes mellitus,0.5
2020,10 à 14 ans,Femmes,Diseases of heart,0.4
2020,10 à 14 ans,Femmes,Influenza and pneumonia,0.3
2020,10 à 14 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2020,10 à 14 ans,Femmes,Chronic lower respiratory diseases,0.1
2020,15 à 24 ans,Les deux sexes,Malignant neoplasms,2.9
2020,15 à 24 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2020,15 à 24 ans,Les deux sexes,Diabetes mellitus,0.3
2020,15 à 24 ans,Les deux sexes,Diseases of heart,0.9
2020,15 à 24 ans,Les deux sexes,Influenza and pneumonia,0.3
2020,15 à 24 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2020,15 à 24 ans,Les deux sexes,Chronic lower respiratory diseases,0.2
2020,15 à 24 ans,Hommes,Malignant neoplasms,3.4
2020,15 à 24 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2020,15 à 24 ans,Hommes,Diabetes mellitus,0.4
2020,15 à 24 ans,Hommes,Diseases of heart,1.2
2020,15 à 24 ans,Hommes,Influenza and pneumonia,0.3
2020,15 à 24 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2020,15 à 24 ans,Hommes,Chronic lower respiratory diseases,0.3
2020,15 à 24 ans,Femmes,Malignant neoplasms,2.3
2020,15 à 24 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2020,15 à 24 ans,Femmes,Diabetes mellitus,0.3
2020,15 à 24 ans,Femmes,Diseases of heart,0.6
2020,15 à 24 ans,Femmes,Influenza and pneumonia,0.2
2020,15 à 24 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2020,15 à 24 ans,Femmes,Chronic lower respiratory diseases,0.1
2020,15 à 19 ans,Les deux sexes,Malignant neoplasms,3.2
2020,15 à 19 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2020,15 à 19 ans,Les deux sexes,Diabetes mellitus,0.3
2020,15 à 19 ans,Les deux sexes,Diseases of heart,0.7
2020,15 à 19 ans,Les deux sexes,Influenza and pneumonia,0.2
2020,15 à 19 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2020,15 à 19 ans,Les deux sexes,Chronic lower respiratory diseases,0.2
2020,15 à 19 ans,Hommes,Malignant neoplasms,4.2
2020,15 à 19 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2020,15 à 19 ans,Hommes,Diabetes mellitus,0.5
2020,15 à 19 ans,Hommes,Diseases of heart,0.7
2020,15 à 19 ans,Hommes,Influenza and pneumonia,0.3
2020,15 à 19 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2020,15 à 19 ans,Hommes,Chronic lower respiratory diseases,0.4
2020,15 à 19 ans,Femmes,Malignant neoplasms,2.2
2020,15 à 19 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2020,15 à 19 ans,Femmes,Diabetes mellitus,0.1
2020,15 à 19 ans,Femmes,Diseases of heart,0.7
2020,15 à 19 ans,Femmes,Influenza and pneumonia,0.2
2020,15 à 19 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2020,15 à 19 ans,Femmes,Chronic lower respiratory diseases,0.0
2020,20 à 24 ans,Les deux sexes,Malignant neoplasms,2.6
2020,20 à 24 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2020,20 à 24 ans,Les deux sexes,Diabetes mellitus,0.4
2020,20 à 24 ans,Les deux sexes,Diseases of heart,1.1
2020,20 à 24 ans,Les deux sexes,Influenza and pneumonia,0.3
2020,20 à 24 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2020,20 à 24 ans,Les deux sexes,Chronic lower respiratory diseases,0.2
2020,20 à 24 ans,Hommes,Malignant neoplasms,2.7
2020,20 à 24 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2020,20 à 24 ans,Hommes,Diabetes mellitus,0.3
2020,20 à 24 ans,Hommes,Diseases of heart,1.6
2020,20 à 24 ans,Hommes,Influenza and pneumonia,0.4
2020,20 à 24 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2020,20 à 24 ans,Hommes,Chronic lower respiratory diseases,0.2
2020,20 à 24 ans,Femmes,Malignant neoplasms,2.4
2020,20 à 24 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
