Year,Geography,Source,GeoCode,Value
2002,Ontario,Provincial Inventory Total,35,204.3
2003,Ontario,Provincial Inventory Total,35,206.2
2004,Ontario,Provincial Inventory Total,35,203.5
2005,Ontario,Provincial Inventory Total,35,203.7
2006,Ontario,Provincial Inventory Total,35,194.3
2007,Ontario,Provincial Inventory Total,35,198.3
2008,Ontario,Provincial Inventory Total,35,190.2
2009,Ontario,Provincial Inventory Total,35,164.8
2010,Ontario,Provincial Inventory Total,35,172.4
2011,Ontario,Provincial Inventory Total,35,171.2
2012,Ontario,Provincial Inventory Total,35,167.6
2013,Ontario,Provincial Inventory Total,35,167.7
2014,Ontario,Provincial Inventory Total,35,163.6
2015,Ontario,Provincial Inventory Total,35,162.9
2016,Ontario,Provincial Inventory Total,35,160.4
2017,Ontario,Provincial Inventory Total,35,156.1
2018,Ontario,Provincial Inventory Total,35,162.9
2019,Ontario,Provincial Inventory Total,35,163.3
2020,Ontario,Provincial Inventory Total,35,146.6
2021,Ontario,Provincial Inventory Total,35,150.6
1990,Ontario,Oil and Gas,35,10.3
1991,Ontario,Oil and Gas,35,9.6
1992,Ontario,Oil and Gas,35,11.1
1993,Ontario,Oil and Gas,35,11.5
1994,Ontario,Oil and Gas,35,11.1
1995,Ontario,Oil and Gas,35,11.6
1996,Ontario,Oil and Gas,35,13.1
1997,Ontario,Oil and Gas,35,12.9
1998,Ontario,Oil and Gas,35,13.2
1999,Ontario,Oil and Gas,35,13.0
2000,Ontario,Oil and Gas,35,12.3
2001,Ontario,Oil and Gas,35,10.9
2002,Ontario,Oil and Gas,35,11.9
2003,Ontario,Oil and Gas,35,11.3
2004,Ontario,Oil and Gas,35,11.9
2005,Ontario,Oil and Gas,35,11.7
2006,Ontario,Oil and Gas,35,11.4
2007,Ontario,Oil and Gas,35,11.2
2008,Ontario,Oil and Gas,35,10.4
2009,Ontario,Oil and Gas,35,9.4
2010,Ontario,Oil and Gas,35,9.3
2011,Ontario,Oil and Gas,35,9.0
2012,Ontario,Oil and Gas,35,9.3
2013,Ontario,Oil and Gas,35,9.6
2014,Ontario,Oil and Gas,35,10.1
2015,Ontario,Oil and Gas,35,9.6
2016,Ontario,Oil and Gas,35,9.2
2017,Ontario,Oil and Gas,35,7.4
2018,Ontario,Oil and Gas,35,7.6
2019,Ontario,Oil and Gas,35,8.1
2020,Ontario,Oil and Gas,35,7.1
2021,Ontario,Oil and Gas,35,7.7
1990,Ontario,Electricity,35,26.0
1991,Ontario,Electricity,35,27.7
1992,Ontario,Electricity,35,27.2
1993,Ontario,Electricity,35,17.9
1994,Ontario,Electricity,35,15.6
1995,Ontario,Electricity,35,17.8
1996,Ontario,Electricity,35,20.5
1997,Ontario,Electricity,35,25.5
1998,Ontario,Electricity,35,34.0
1999,Ontario,Electricity,35,35.9
2000,Ontario,Electricity,35,43.5
2001,Ontario,Electricity,35,41.0
2002,Ontario,Electricity,35,40.4
2003,Ontario,Electricity,35,40.0
2004,Ontario,Electricity,35,31.9
2005,Ontario,Electricity,35,34.0
2006,Ontario,Electricity,35,29.6
2007,Ontario,Electricity,35,32.7
2008,Ontario,Electricity,35,27.0
2009,Ontario,Electricity,35,14.4
2010,Ontario,Electricity,35,19.0
2011,Ontario,Electricity,35,13.0
2012,Ontario,Electricity,35,13.0
2013,Ontario,Electricity,35,9.2
2014,Ontario,Electricity,35,5.1
2015,Ontario,Electricity,35,5.5
2016,Ontario,Electricity,35,4.9
2017,Ontario,Electricity,35,2.2
2018,Ontario,Electricity,35,3.5
2019,Ontario,Electricity,35,3.4
2020,Ontario,Electricity,35,3.4
2021,Ontario,Electricity,35,3.4
1990,Ontario,Transport,35,41.7
1991,Ontario,Transport,35,40.0
1992,Ontario,Transport,35,40.6
1993,Ontario,Transport,35,41.5
1994,Ontario,Transport,35,43.0
1995,Ontario,Transport,35,43.6
1996,Ontario,Transport,35,44.2
1997,Ontario,Transport,35,46.3
1998,Ontario,Transport,35,47.3
1999,Ontario,Transport,35,49.6
2000,Ontario,Transport,35,50.9
2001,Ontario,Transport,35,50.9
2002,Ontario,Transport,35,52.1
2003,Ontario,Transport,35,52.9
2004,Ontario,Transport,35,55.1
2005,Ontario,Transport,35,57.3
2006,Ontario,Transport,35,56.1
2007,Ontario,Transport,35,55.7
2008,Ontario,Transport,35,55.0
2009,Ontario,Transport,35,55.6
2010,Ontario,Transport,35,57.5
2011,Ontario,Transport,35,57.0
2012,Ontario,Transport,35,54.7
2013,Ontario,Transport,35,56.4
2014,Ontario,Transport,35,54.9
2015,Ontario,Transport,35,54.4
2016,Ontario,Transport,35,53.2
2017,Ontario,Transport,35,53.6
2018,Ontario,Transport,35,55.2
2019,Ontario,Transport,35,55.7
2020,Ontario,Transport,35,45.3
2021,Ontario,Transport,35,47.2
1990,Ontario,Heavy Industry,35,43.5
1991,Ontario,Heavy Industry,35,43.5
1992,Ontario,Heavy Industry,35,44.6
1993,Ontario,Heavy Industry,35,42.0
1994,Ontario,Heavy Industry,35,44.1
1995,Ontario,Heavy Industry,35,45.4
1996,Ontario,Heavy Industry,35,47.3
1997,Ontario,Heavy Industry,35,46.0
1998,Ontario,Heavy Industry,35,41.6
1999,Ontario,Heavy Industry,35,40.1
2000,Ontario,Heavy Industry,35,38.8
2001,Ontario,Heavy Industry,35,35.8
2002,Ontario,Heavy Industry,35,36.9
2003,Ontario,Heavy Industry,35,35.4
2004,Ontario,Heavy Industry,35,38.6
2005,Ontario,Heavy Industry,35,35.2
2006,Ontario,Heavy Industry,35,36.2
2007,Ontario,Heavy Industry,35,35.3
2008,Ontario,Heavy Industry,35,34.7
2009,Ontario,Heavy Industry,35,26.0
2010,Ontario,Heavy Industry,35,28.4
2011,Ontario,Heavy Industry,35,30.5
2012,Ontario,Heavy Industry,35,31.2
2013,Ontario,Heavy Industry,35,29.3
2014,Ontario,Heavy Industry,35,30.3
2015,Ontario,Heavy Industry,35,29.5
2016,Ontario,Heavy Industry,35,30.6
2017,Ontario,Heavy Industry,35,28.6
2018,Ontario,Heavy Industry,35,28.8
2019,Ontario,Heavy Industry,35,28.3
2020,Ontario,Heavy Industry,35,25.5
2021,Ontario,Heavy Industry,35,27.6
1990,Ontario,Buildings,35,27.5
1991,Ontario,Buildings,35,27.7
1992,Ontario,Buildings,35,29.6
1993,Ontario,Buildings,35,30.8
1994,Ontario,Buildings,35,31.6
1995,Ontario,Buildings,35,31.0
1996,Ontario,Buildings,35,34.2
1997,Ontario,Buildings,35,33.4
1998,Ontario,Buildings,35,29.0
1999,Ontario,Buildings,35,31.8
2000,Ontario,Buildings,35,34.4
2001,Ontario,Buildings,35,33.7
2002,Ontario,Buildings,35,34.1
2003,Ontario,Buildings,35,36.9
2004,Ontario,Buildings,35,36.5
2005,Ontario,Buildings,35,36.1
2006,Ontario,Buildings,35,32.6
2007,Ontario,Buildings,35,35.2
2008,Ontario,Buildings,35,35.7
2009,Ontario,Buildings,35,33.9
2010,Ontario,Buildings,35,32.8
2011,Ontario,Buildings,35,35.3
