Year,data.Geography,GeoCode,data.Economic family type,data.Household food security status,Value
2020,data.Saskatchewan,47,data.All persons,"data.Food insecure, moderate or severe",12.9
2018,data.Saskatchewan,,data.All persons,"data.Food insecure, moderate",8.1
2019,data.Saskatchewan,,data.All persons,"data.Food insecure, moderate",8.6
2020,data.Saskatchewan,,data.All persons,"data.Food insecure, moderate",8.0
2018,data.Saskatchewan,,data.All persons,"data.Food insecure, severe",3.6
2019,data.Saskatchewan,,data.All persons,"data.Food insecure, severe",3.5
2020,data.Saskatchewan,,data.All persons,"data.Food insecure, severe",4.8
2018,data.Saskatchewan,,data.Persons in economic families,"data.Food insecure, marginal",5.3
2019,data.Saskatchewan,,data.Persons in economic families,"data.Food insecure, marginal",5.3
2020,data.Saskatchewan,,data.Persons in economic families,"data.Food insecure, marginal",5.7
2018,data.Saskatchewan,,data.Persons in economic families,"data.Food insecure, moderate or severe",10.7
2019,data.Saskatchewan,,data.Persons in economic families,"data.Food insecure, moderate or severe",11.2
2020,data.Saskatchewan,,data.Persons in economic families,"data.Food insecure, moderate or severe",12.0
2018,data.Saskatchewan,,data.Persons in economic families,"data.Food insecure, moderate",8.1
2019,data.Saskatchewan,,data.Persons in economic families,"data.Food insecure, moderate",8.5
2020,data.Saskatchewan,,data.Persons in economic families,"data.Food insecure, moderate",8.0
2018,data.Saskatchewan,,data.Persons in economic families,"data.Food insecure, severe",2.6
2019,data.Saskatchewan,,data.Persons in economic families,"data.Food insecure, severe",2.6
2020,data.Saskatchewan,,data.Persons in economic families,"data.Food insecure, severe",4.0
2018,data.Saskatchewan,,data.Persons in elderly families,"data.Food insecure, marginal",
2019,data.Saskatchewan,,data.Persons in elderly families,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Persons in elderly families,"data.Food insecure, marginal",2.4
2018,data.Saskatchewan,,data.Persons in elderly families,"data.Food insecure, moderate or severe",5.4
2019,data.Saskatchewan,,data.Persons in elderly families,"data.Food insecure, moderate or severe",4.7
2020,data.Saskatchewan,,data.Persons in elderly families,"data.Food insecure, moderate or severe",2.9
2018,data.Saskatchewan,,data.Persons in elderly families,"data.Food insecure, moderate",4.4
2019,data.Saskatchewan,,data.Persons in elderly families,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Persons in elderly families,"data.Food insecure, moderate",1.9
2018,data.Saskatchewan,,data.Persons in elderly families,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Persons in elderly families,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Persons in elderly families,"data.Food insecure, severe",
2018,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, marginal",
2019,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, marginal",
2018,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",
2019,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",4.5
2020,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",2.4
2018,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, moderate",
2019,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, moderate",
2018,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, severe",
2018,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, marginal",
2019,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, marginal",
2018,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2019,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2020,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2018,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, moderate",
2019,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, moderate",
2018,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, severe",
2018,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, marginal",6.0
2019,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, marginal",6.1
2020,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, marginal",6.2
2018,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",11.5
2019,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",12.2
2020,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",13.4
2018,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, moderate",8.7
2019,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, moderate",9.3
2020,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, moderate",8.9
2018,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, severe",2.9
2019,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, severe",2.9
2020,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, severe",4.5
2018,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, marginal",3.9
2019,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, marginal",2.9
2018,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, moderate or severe",7.2
2019,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, moderate or severe",8.4
2020,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, moderate or severe",11.1
2018,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, moderate",5.2
2019,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, moderate",5.3
2020,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, moderate",6.9
2018,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, severe",3.1
2020,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, severe",4.2
2018,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, marginal",6.0
2019,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, marginal",7.8
2020,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, marginal",7.4
2018,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",11.6
2019,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",11.3
2020,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",10.9
2018,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, moderate",9.0
2019,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, moderate",9.8
2020,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, moderate",7.2
2018,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, severe",2.6
2019,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, severe",3.8
2018,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2019,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2018,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",8.9
2019,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",
2020,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",7.0
2018,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",
2019,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",5.7
2018,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2018,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, marginal",12.4
2019,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, marginal",10.4
2018,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",31.6
2019,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",33.0
2020,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",36.3
2018,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, moderate",23.3
2019,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, moderate",23.0
2018,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, severe",8.3
2019,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, severe",13.3
2018,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2019,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2018,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2019,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2020,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2018,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2019,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2018,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2018,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, marginal",14.0
2019,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2018,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",36.0
2019,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",32.5
2020,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",41.8
2018,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, moderate",25.8
2019,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, moderate",25.6
2018,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, severe",10.3
2019,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, severe",16.2
2018,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2019,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2018,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",9.4
2019,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",20.6
2020,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",22.6
2018,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, moderate",7.5
2019,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, moderate",16.4
2018,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2018,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, marginal",6.6
2019,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, marginal",7.0
2020,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, marginal",5.8
2018,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",17.1
2019,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",17.5
2020,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",17.3
2018,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, moderate",8.0
2019,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, moderate",9.0
2020,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, moderate",8.3
2018,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, severe",9.1
2019,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, severe",8.5
2020,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, severe",9.0
2018,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",4.1
2019,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",3.3
2020,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",4.8
2018,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",6.2
2019,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",6.6
2020,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",6.5
2018,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",5.1
2019,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",4.4
2018,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, severe",
2018,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, marginal",
2019,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, marginal",
2018,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",9.5
2019,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",
2020,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",9.4
2018,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, moderate",7.9
2019,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, moderate",
2018,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2018,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, marginal",3.6
2019,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, marginal",5.1
2020,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, marginal",5.3
2018,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",4.5
2019,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",7.1
2020,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",4.7
2018,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, moderate",
2019,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, moderate",
2018,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2018,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",7.8
2019,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",8.5
2020,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",6.3
2018,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",22.1
2019,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",22.0
2020,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",22.8
2018,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",9.3
2019,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",11.3
2020,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",10.3
2018,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",12.8
2019,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",10.7
2020,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",12.5
2018,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",7.6
2019,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",5.5
2018,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",18.9
2019,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",23.4
2020,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",22.8
2018,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",8.4
2019,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",12.0
2020,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",8.6
2018,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",10.5
2019,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",11.4
2020,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",14.2
2018,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",8.1
2019,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",7.5
2018,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",27.2
2019,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",20.2
2020,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",22.8
2018,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",10.8
2019,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",10.4
2020,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",13.0
2018,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",16.4
2019,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",9.8
2020,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",9.8
2018,data.Alberta,,data.All persons,"data.Food insecure, marginal",5.3
2019,data.Alberta,,data.All persons,"data.Food insecure, marginal",5.4
2020,data.Alberta,,data.All persons,"data.Food insecure, marginal",4.6
2018,data.Alberta,48,data.All persons,"data.Food insecure, moderate or severe",13.9
2019,data.Alberta,48,data.All persons,"data.Food insecure, moderate or severe",13.1
2020,data.Alberta,48,data.All persons,"data.Food insecure, moderate or severe",15.1
2018,data.Alberta,,data.All persons,"data.Food insecure, moderate",8.4
2019,data.Alberta,,data.All persons,"data.Food insecure, moderate",9.2
2020,data.Alberta,,data.All persons,"data.Food insecure, moderate",9.7
2018,data.Alberta,,data.All persons,"data.Food insecure, severe",5.5
2019,data.Alberta,,data.All persons,"data.Food insecure, severe",3.9
2020,data.Alberta,,data.All persons,"data.Food insecure, severe",5.4
2018,data.Alberta,,data.Persons in economic families,"data.Food insecure, marginal",5.5
2019,data.Alberta,,data.Persons in economic families,"data.Food insecure, marginal",5.4
2020,data.Alberta,,data.Persons in economic families,"data.Food insecure, marginal",4.5
2018,data.Alberta,,data.Persons in economic families,"data.Food insecure, moderate or severe",13.1
2019,data.Alberta,,data.Persons in economic families,"data.Food insecure, moderate or severe",12.6
2020,data.Alberta,,data.Persons in economic families,"data.Food insecure, moderate or severe",14.4
2018,data.Alberta,,data.Persons in economic families,"data.Food insecure, moderate",8.5
2019,data.Alberta,,data.Persons in economic families,"data.Food insecure, moderate",9.2
2020,data.Alberta,,data.Persons in economic families,"data.Food insecure, moderate",9.6
2018,data.Alberta,,data.Persons in economic families,"data.Food insecure, severe",4.6
2019,data.Alberta,,data.Persons in economic families,"data.Food insecure, severe",3.4
2020,data.Alberta,,data.Persons in economic families,"data.Food insecure, severe",4.8
2018,data.Alberta,,data.Persons in elderly families,"data.Food insecure, marginal",
2019,data.Alberta,,data.Persons in elderly families,"data.Food insecure, marginal",
2020,data.Alberta,,data.Persons in elderly families,"data.Food insecure, marginal",3.6
2018,data.Alberta,,data.Persons in elderly families,"data.Food insecure, moderate or severe",
2019,data.Alberta,,data.Persons in elderly families,"data.Food insecure, moderate or severe",9.2
2020,data.Alberta,,data.Persons in elderly families,"data.Food insecure, moderate or severe",5.1
2018,data.Alberta,,data.Persons in elderly families,"data.Food insecure, moderate",2.6
2019,data.Alberta,,data.Persons in elderly families,"data.Food insecure, moderate",7.0
2020,data.Alberta,,data.Persons in elderly families,"data.Food insecure, moderate",3.2
2018,data.Alberta,,data.Persons in elderly families,"data.Food insecure, severe",
2019,data.Alberta,,data.Persons in elderly families,"data.Food insecure, severe",
2020,data.Alberta,,data.Persons in elderly families,"data.Food insecure, severe",1.8
2018,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, marginal",
2019,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, marginal",
2020,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, marginal",2.7
2018,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",4.5
2019,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",6.5
2020,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",4.0
2018,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, moderate",
2019,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, moderate",5.2
2020,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, moderate",1.9
2018,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, severe",
2019,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, severe",
2020,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, severe",
2018,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, marginal",
2019,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, marginal",
2020,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, marginal",
2018,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2019,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2020,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2018,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, moderate",
2019,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, moderate",
2020,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, moderate",
2018,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, severe",
2019,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, severe",
2020,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, severe",
2018,data.Alberta,,data.Persons in non-elderly families,"data.Food insecure, marginal",5.9
2019,data.Alberta,,data.Persons in non-elderly families,"data.Food insecure, marginal",6.0
2020,data.Alberta,,data.Persons in non-elderly families,"data.Food insecure, marginal",4.6
2018,data.Alberta,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",13.7
2019,data.Alberta,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",13.1
2020,data.Alberta,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",15.6
2018,data.Alberta,,data.Persons in non-elderly families,"data.Food insecure, moderate",9.3
2019,data.Alberta,,data.Persons in non-elderly families,"data.Food insecure, moderate",9.5
2020,data.Alberta,,data.Persons in non-elderly families,"data.Food insecure, moderate",10.4
2018,data.Alberta,,data.Persons in non-elderly families,"data.Food insecure, severe",4.5
2019,data.Alberta,,data.Persons in non-elderly families,"data.Food insecure, severe",3.6
2020,data.Alberta,,data.Persons in non-elderly families,"data.Food insecure, severe",5.2
2018,data.Alberta,,data.Persons in couples,"data.Food insecure, marginal",2.9
2019,data.Alberta,,data.Persons in couples,"data.Food insecure, marginal",2.6
2020,data.Alberta,,data.Persons in couples,"data.Food insecure, marginal",5.1
2018,data.Alberta,,data.Persons in couples,"data.Food insecure, moderate or severe",7.5
2019,data.Alberta,,data.Persons in couples,"data.Food insecure, moderate or severe",9.1
2020,data.Alberta,,data.Persons in couples,"data.Food insecure, moderate or severe",11.5
2018,data.Alberta,,data.Persons in couples,"data.Food insecure, moderate",3.5
2019,data.Alberta,,data.Persons in couples,"data.Food insecure, moderate",6.0
2020,data.Alberta,,data.Persons in couples,"data.Food insecure, moderate",7.0
2018,data.Alberta,,data.Persons in couples,"data.Food insecure, severe",4.0
2019,data.Alberta,,data.Persons in couples,"data.Food insecure, severe",3.1
2020,data.Alberta,,data.Persons in couples,"data.Food insecure, severe",4.5
2018,data.Alberta,,data.Persons in couple families with children,"data.Food insecure, marginal",6.9
2019,data.Alberta,,data.Persons in couple families with children,"data.Food insecure, marginal",6.2
2020,data.Alberta,,data.Persons in couple families with children,"data.Food insecure, marginal",5.0
2018,data.Alberta,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",12.9
2019,data.Alberta,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",12.8
2020,data.Alberta,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",14.6
2018,data.Alberta,,data.Persons in couple families with children,"data.Food insecure, moderate",9.9
2019,data.Alberta,,data.Persons in couple families with children,"data.Food insecure, moderate",10.6
2020,data.Alberta,,data.Persons in couple families with children,"data.Food insecure, moderate",10.8
2018,data.Alberta,,data.Persons in couple families with children,"data.Food insecure, severe",3.0
2019,data.Alberta,,data.Persons in couple families with children,"data.Food insecure, severe",2.2
2020,data.Alberta,,data.Persons in couple families with children,"data.Food insecure, severe",3.8
2018,data.Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
