Year,Géographie,Personnes à faible revenu,GeoCode,Value
2020,Québec,Femmes,,11.2
2020,Québec,"Femmes, moins de 18 ans",,7.3
2020,Québec,"Femmes, 18 à 64 ans",,8.2
2020,Québec,"Femmes, 65 ans et plus",,23.7
2020,Ontario,Toutes les personnes,35,9.0
2020,Ontario,Personnes de moins de 18 ans,,7.9
2020,Ontario,Personnes de 18 à 64 ans,,8.3
2020,Ontario,Personnes de 65 ans et plus,,12.9
2020,Ontario,Hommes,,8.4
2020,Ontario,"Hommes, moins de 18 ans",,7.9
2020,Ontario,"Hommes, 18 à 64 ans",,7.9
2020,Ontario,"Hommes, 65 ans et plus",,11.1
2020,Ontario,Femmes,,9.6
2020,Ontario,"Femmes, moins de 18 ans",,8.0
2020,Ontario,"Femmes, 18 à 64 ans",,8.7
2020,Ontario,"Femmes, 65 ans et plus",,14.4
2020,Provinces des Prairies,Toutes les personnes,,7.9
2020,Provinces des Prairies,Personnes de moins de 18 ans,,7.6
2020,Provinces des Prairies,Personnes de 18 à 64 ans,,7.4
2020,Provinces des Prairies,Personnes de 65 ans et plus,,10.6
2020,Provinces des Prairies,Hommes,,7.7
2020,Provinces des Prairies,"Hommes, moins de 18 ans",,7.9
2020,Provinces des Prairies,"Hommes, 18 à 64 ans",,7.4
2020,Provinces des Prairies,"Hommes, 65 ans et plus",,8.5
2020,Provinces des Prairies,Femmes,,8.2
2020,Provinces des Prairies,"Femmes, moins de 18 ans",,7.3
2020,Provinces des Prairies,"Femmes, 18 à 64 ans",,7.4
2020,Provinces des Prairies,"Femmes, 65 ans et plus",,12.5
2020,Manitoba,Toutes les personnes,46,11.4
2020,Manitoba,Personnes de moins de 18 ans,,12.4
2020,Manitoba,Personnes de 18 à 64 ans,,10.7
2020,Manitoba,Personnes de 65 ans et plus,,12.6
2020,Manitoba,Hommes,,10.9
2020,Manitoba,"Hommes, moins de 18 ans",,13.8
2020,Manitoba,"Hommes, 18 à 64 ans",,10.4
2020,Manitoba,"Hommes, 65 ans et plus",,8.3
2020,Manitoba,Femmes,,11.9
2020,Manitoba,"Femmes, moins de 18 ans",,11.0
2020,Manitoba,"Femmes, 18 à 64 ans",,11.0
2020,Manitoba,"Femmes, 65 ans et plus",,16.4
2020,Saskatchewan,Toutes les personnes,47,9.6
2020,Saskatchewan,Personnes de moins de 18 ans,,8.9
2020,Saskatchewan,Personnes de 18 à 64 ans,,8.3
2020,Saskatchewan,Personnes de 65 ans et plus,,15.5
2020,Saskatchewan,Hommes,,10.0
2020,Saskatchewan,"Hommes, moins de 18 ans",,11.0
2020,Saskatchewan,"Hommes, 18 à 64 ans",,8.5
2020,Saskatchewan,"Hommes, 65 ans et plus",,14.5
2020,Saskatchewan,Femmes,,9.2
2020,Saskatchewan,"Femmes, moins de 18 ans",,6.8
2020,Saskatchewan,"Femmes, 18 à 64 ans",,8.1
2020,Saskatchewan,"Femmes, 65 ans et plus",,16.3
2020,Alberta,Toutes les personnes,48,6.4
2020,Alberta,Personnes de moins de 18 ans,,5.8
2020,Alberta,Personnes de 18 à 64 ans,,6.2
2020,Alberta,Personnes de 65 ans et plus,,8.4
2020,Alberta,Hommes,,6.1
2020,Alberta,"Hommes, moins de 18 ans",,5.3
2020,Alberta,"Hommes, 18 à 64 ans",,6.2
2020,Alberta,"Hommes, 65 ans et plus",,6.7
2020,Alberta,Femmes,,6.8
2020,Alberta,"Femmes, moins de 18 ans",,6.4
2020,Alberta,"Femmes, 18 à 64 ans",,6.2
2020,Alberta,"Femmes, 65 ans et plus",,10.0
2020,Colombie-Britannique,Toutes les personnes,59,8.9
2020,Colombie-Britannique,Personnes de moins de 18 ans,,6.7
2020,Colombie-Britannique,Personnes de 18 à 64 ans,,8.9
2020,Colombie-Britannique,Personnes de 65 ans et plus,,10.8
2020,Colombie-Britannique,Hommes,,8.5
2020,Colombie-Britannique,"Hommes, moins de 18 ans",,7.7
2020,Colombie-Britannique,"Hommes, 18 à 64 ans",,9.0
2020,Colombie-Britannique,"Hommes, 65 ans et plus",,7.7
2020,Colombie-Britannique,Femmes,,9.2
2020,Colombie-Britannique,"Femmes, moins de 18 ans",,5.6
2020,Colombie-Britannique,"Femmes, 18 à 64 ans",,8.8
2020,Colombie-Britannique,"Femmes, 65 ans et plus",,13.6
2020,"Québec, Québec",Toutes les personnes,,6.6
2020,"Québec, Québec",Personnes de moins de 18 ans,,
2020,"Québec, Québec",Personnes de 18 à 64 ans,,5.3
2020,"Québec, Québec",Personnes de 65 ans et plus,,14.5
2020,"Québec, Québec",Hommes,,5.7
2020,"Québec, Québec","Hommes, moins de 18 ans",,
2020,"Québec, Québec","Hommes, 18 à 64 ans",,4.8
2020,"Québec, Québec","Hommes, 65 ans et plus",,12.0
2020,"Québec, Québec",Femmes,,7.4
2020,"Québec, Québec","Femmes, moins de 18 ans",,
2020,"Québec, Québec","Femmes, 18 à 64 ans",,5.9
2020,"Québec, Québec","Femmes, 65 ans et plus",,16.8
2020,"Montréal, Québec",Toutes les personnes,,9.5
2020,"Montréal, Québec",Personnes de moins de 18 ans,,7.4
2020,"Montréal, Québec",Personnes de 18 à 64 ans,,8.1
2020,"Montréal, Québec",Personnes de 65 ans et plus,,17.9
2020,"Montréal, Québec",Hommes,,8.1
2020,"Montréal, Québec","Hommes, moins de 18 ans",,6.6
2020,"Montréal, Québec","Hommes, 18 à 64 ans",,7.4
2020,"Montréal, Québec","Hommes, 65 ans et plus",,13.6
2020,"Montréal, Québec",Femmes,,10.9
2020,"Montréal, Québec","Femmes, moins de 18 ans",,8.3
2020,"Montréal, Québec","Femmes, 18 à 64 ans",,8.7
2020,"Montréal, Québec","Femmes, 65 ans et plus",,21.3
2020,"Ottawa-Gatineau, Ontario/Québec",Toutes les personnes,,6.9
2020,"Ottawa-Gatineau, Ontario/Québec",Personnes de moins de 18 ans,,3.8
2020,"Ottawa-Gatineau, Ontario/Québec",Personnes de 18 à 64 ans,,6.3
2020,"Ottawa-Gatineau, Ontario/Québec",Personnes de 65 ans et plus,,13.1
2020,"Ottawa-Gatineau, Ontario/Québec",Hommes,,7.0
2020,"Ottawa-Gatineau, Ontario/Québec","Hommes, moins de 18 ans",,
2020,"Ottawa-Gatineau, Ontario/Québec","Hommes, 18 à 64 ans",,7.0
2020,"Ottawa-Gatineau, Ontario/Québec","Hommes, 65 ans et plus",,10.7
2020,"Ottawa-Gatineau, Ontario/Québec",Femmes,,6.9
2020,"Ottawa-Gatineau, Ontario/Québec","Femmes, moins de 18 ans",,3.7
2020,"Ottawa-Gatineau, Ontario/Québec","Femmes, 18 à 64 ans",,5.6
2020,"Ottawa-Gatineau, Ontario/Québec","Femmes, 65 ans et plus",,15.3
2020,"Toronto, Ontario",Toutes les personnes,,9.9
2020,"Toronto, Ontario",Personnes de moins de 18 ans,,10.6
2020,"Toronto, Ontario",Personnes de 18 à 64 ans,,9.0
2020,"Toronto, Ontario",Personnes de 65 ans et plus,,13.2
2020,"Toronto, Ontario",Hommes,,9.1
2020,"Toronto, Ontario","Hommes, moins de 18 ans",,10.0
2020,"Toronto, Ontario","Hommes, 18 à 64 ans",,8.2
2020,"Toronto, Ontario","Hommes, 65 ans et plus",,12.4
2020,"Toronto, Ontario",Femmes,,10.8
2020,"Toronto, Ontario","Femmes, moins de 18 ans",,11.3
2020,"Toronto, Ontario","Femmes, 18 à 64 ans",,9.8
2020,"Toronto, Ontario","Femmes, 65 ans et plus",,13.9
2020,"Winnipeg, Manitoba",Toutes les personnes,,10.4
2020,"Winnipeg, Manitoba",Personnes de moins de 18 ans,,11.0
2020,"Winnipeg, Manitoba",Personnes de 18 à 64 ans,,9.9
2020,"Winnipeg, Manitoba",Personnes de 65 ans et plus,,11.3
2020,"Winnipeg, Manitoba",Hommes,,10.4
2020,"Winnipeg, Manitoba","Hommes, moins de 18 ans",,12.6
2020,"Winnipeg, Manitoba","Hommes, 18 à 64 ans",,10.4
2020,"Winnipeg, Manitoba","Hommes, 65 ans et plus",,7.3
2020,"Winnipeg, Manitoba",Femmes,,10.4
2020,"Winnipeg, Manitoba","Femmes, moins de 18 ans",,9.3
2020,"Winnipeg, Manitoba","Femmes, 18 à 64 ans",,9.5
2020,"Winnipeg, Manitoba","Femmes, 65 ans et plus",,14.9
2020,"Calgary, Alberta",Toutes les personnes,,6.5
2020,"Calgary, Alberta",Personnes de moins de 18 ans,,7.3
2020,"Calgary, Alberta",Personnes de 18 à 64 ans,,6.3
2020,"Calgary, Alberta",Personnes de 65 ans et plus,,6.4
2020,"Calgary, Alberta",Hommes,,5.9
2020,"Calgary, Alberta","Hommes, moins de 18 ans",,
2020,"Calgary, Alberta","Hommes, 18 à 64 ans",,6.3
2020,"Calgary, Alberta","Hommes, 65 ans et plus",,
2020,"Calgary, Alberta",Femmes,,7.1
2020,"Calgary, Alberta","Femmes, moins de 18 ans",,8.8
2020,"Calgary, Alberta","Femmes, 18 à 64 ans",,6.2
2020,"Calgary, Alberta","Femmes, 65 ans et plus",,9.0
2020,"Edmonton, Alberta",Toutes les personnes,,6.1
2020,"Edmonton, Alberta",Personnes de moins de 18 ans,,5.6
2020,"Edmonton, Alberta",Personnes de 18 à 64 ans,,6.1
2020,"Edmonton, Alberta",Personnes de 65 ans et plus,,6.9
2020,"Edmonton, Alberta",Hommes,,6.0
2020,"Edmonton, Alberta","Hommes, moins de 18 ans",,5.8
2020,"Edmonton, Alberta","Hommes, 18 à 64 ans",,5.9
2020,"Edmonton, Alberta","Hommes, 65 ans et plus",,
2020,"Edmonton, Alberta",Femmes,,6.3
2020,"Edmonton, Alberta","Femmes, moins de 18 ans",,
2020,"Edmonton, Alberta","Femmes, 18 à 64 ans",,6.4
2020,"Edmonton, Alberta","Femmes, 65 ans et plus",,7.2
2020,"Vancouver, Colombie-Britannique",Toutes les personnes,,9.1
2020,"Vancouver, Colombie-Britannique",Personnes de moins de 18 ans,,5.8
2020,"Vancouver, Colombie-Britannique",Personnes de 18 à 64 ans,,9.6
2020,"Vancouver, Colombie-Britannique",Personnes de 65 ans et plus,,10.0
2020,"Vancouver, Colombie-Britannique",Hommes,,8.6
2020,"Vancouver, Colombie-Britannique","Hommes, moins de 18 ans",,6.1
2020,"Vancouver, Colombie-Britannique","Hommes, 18 à 64 ans",,9.8
2020,"Vancouver, Colombie-Britannique","Hommes, 65 ans et plus",,5.9
2020,"Vancouver, Colombie-Britannique",Femmes,,9.5
2020,"Vancouver, Colombie-Britannique","Femmes, moins de 18 ans",,5.5
2020,"Vancouver, Colombie-Britannique","Femmes, 18 à 64 ans",,9.4
2020,"Vancouver, Colombie-Britannique","Femmes, 65 ans et plus",,13.7
2021,Canada,Personnes de moins de 18 ans,,9.4
2021,Canada,Personnes de 18 à 64 ans,,9.0
2021,Canada,Personnes de 65 ans et plus,,17.1
2021,Canada,Hommes,,9.7
2021,Canada,"Hommes, moins de 18 ans",,9.2
2021,Canada,"Hommes, 18 à 64 ans",,8.6
2021,Canada,"Hommes, 65 ans et plus",,14.5
2021,Canada,Femmes,,11.4
2021,Canada,"Femmes, moins de 18 ans",,9.7
2021,Canada,"Femmes, 18 à 64 ans",,9.4
2021,Canada,"Femmes, 65 ans et plus",,19.4
2021,Provinces de l'Atlantique,Toutes les personnes,,12.8
2021,Provinces de l'Atlantique,Personnes de moins de 18 ans,,9.7
2021,Provinces de l'Atlantique,Personnes de 18 à 64 ans,,10.0
2021,Provinces de l'Atlantique,Personnes de 65 ans et plus,,23.0
2021,Provinces de l'Atlantique,Hommes,,11.0
2021,Provinces de l'Atlantique,"Hommes, moins de 18 ans",,8.7
2021,Provinces de l'Atlantique,"Hommes, 18 à 64 ans",,8.7
2021,Provinces de l'Atlantique,"Hommes, 65 ans et plus",,19.6
2021,Provinces de l'Atlantique,Femmes,,14.6
2021,Provinces de l'Atlantique,"Femmes, moins de 18 ans",,10.7
2021,Provinces de l'Atlantique,"Femmes, 18 à 64 ans",,11.2
2021,Provinces de l'Atlantique,"Femmes, 65 ans et plus",,26.0
2021,Terre-Neuve-et-Labrador,Toutes les personnes,10,14.3
2021,Terre-Neuve-et-Labrador,Personnes de moins de 18 ans,,11.8
2021,Terre-Neuve-et-Labrador,Personnes de 18 à 64 ans,,10.6
2021,Terre-Neuve-et-Labrador,Personnes de 65 ans et plus,,25.7
2021,Terre-Neuve-et-Labrador,Hommes,,11.7
2021,Terre-Neuve-et-Labrador,"Hommes, moins de 18 ans",,9.0
2021,Terre-Neuve-et-Labrador,"Hommes, 18 à 64 ans",,8.4
2021,Terre-Neuve-et-Labrador,"Hommes, 65 ans et plus",,22.9
2021,Terre-Neuve-et-Labrador,Femmes,,16.8
2021,Terre-Neuve-et-Labrador,"Femmes, moins de 18 ans",,14.7
2021,Terre-Neuve-et-Labrador,"Femmes, 18 à 64 ans",,12.7
2021,Terre-Neuve-et-Labrador,"Femmes, 65 ans et plus",,28.3
2021,Île-du-Prince-Édouard,Toutes les personnes,11,12.2
2021,Île-du-Prince-Édouard,Personnes de moins de 18 ans,,8.6
2021,Île-du-Prince-Édouard,Personnes de 18 à 64 ans,,10.1
2021,Île-du-Prince-Édouard,Personnes de 65 ans et plus,,22.2
2021,Île-du-Prince-Édouard,Hommes,,10.2
2021,Île-du-Prince-Édouard,"Hommes, moins de 18 ans",,8.4
2021,Île-du-Prince-Édouard,"Hommes, 18 à 64 ans",,8.4
2021,Île-du-Prince-Édouard,"Hommes, 65 ans et plus",,18.0
2021,Île-du-Prince-Édouard,Femmes,,14.2
2021,Île-du-Prince-Édouard,"Femmes, moins de 18 ans",,
2021,Île-du-Prince-Édouard,"Femmes, 18 à 64 ans",,11.7
2021,Île-du-Prince-Édouard,"Femmes, 65 ans et plus",,25.8
2021,Nouvelle-Écosse,Toutes les personnes,12,12.9
2021,Nouvelle-Écosse,Personnes de moins de 18 ans,,8.6
2021,Nouvelle-Écosse,Personnes de 18 à 64 ans,,10.9
2021,Nouvelle-Écosse,Personnes de 65 ans et plus,,21.8
2021,Nouvelle-Écosse,Hommes,,11.4
2021,Nouvelle-Écosse,"Hommes, moins de 18 ans",,8.6
2021,Nouvelle-Écosse,"Hommes, 18 à 64 ans",,9.8
2021,Nouvelle-Écosse,"Hommes, 65 ans et plus",,18.8
2021,Nouvelle-Écosse,Femmes,,14.2
2021,Nouvelle-Écosse,"Femmes, moins de 18 ans",,8.6
2021,Nouvelle-Écosse,"Femmes, 18 à 64 ans",,11.9
2021,Nouvelle-Écosse,"Femmes, 65 ans et plus",,24.4
2021,Nouveau-Brunswick,Toutes les personnes,13,11.9
2021,Nouveau-Brunswick,Personnes de moins de 18 ans,,10.0
2021,Nouveau-Brunswick,Personnes de 18 à 64 ans,,8.4
2021,Nouveau-Brunswick,Personnes de 65 ans et plus,,22.7
2021,Nouveau-Brunswick,Hommes,,10.2
2021,Nouveau-Brunswick,"Hommes, moins de 18 ans",,8.8
2021,Nouveau-Brunswick,"Hommes, 18 à 64 ans",,7.5
2021,Nouveau-Brunswick,"Hommes, 65 ans et plus",,18.6
2021,Nouveau-Brunswick,Femmes,,13.6
2021,Nouveau-Brunswick,"Femmes, moins de 18 ans",,11.3
2021,Nouveau-Brunswick,"Femmes, 18 à 64 ans",,9.2
2021,Nouveau-Brunswick,"Femmes, 65 ans et plus",,26.4
2021,Québec,Toutes les personnes,24,11.7
2021,Québec,Personnes de moins de 18 ans,,7.9
2021,Québec,Personnes de 18 à 64 ans,,9.0
2021,Québec,Personnes de 65 ans et plus,,23.5
2021,Québec,Hommes,,10.7
2021,Québec,"Hommes, moins de 18 ans",,7.2
2021,Québec,"Hommes, 18 à 64 ans",,9.0
2021,Québec,"Hommes, 65 ans et plus",,19.9
2021,Québec,Femmes,,12.7
2021,Québec,"Femmes, moins de 18 ans",,8.5
2021,Québec,"Femmes, 18 à 64 ans",,9.1
2021,Québec,"Femmes, 65 ans et plus",,26.7
2021,Ontario,Toutes les personnes,35,10.0
2021,Ontario,Personnes de moins de 18 ans,,9.7
2021,Ontario,Personnes de 18 à 64 ans,,9.1
2021,Ontario,Personnes de 65 ans et plus,,13.5
2021,Ontario,Hommes,,9.1
2021,Ontario,"Hommes, moins de 18 ans",,9.3
2021,Ontario,"Hommes, 18 à 64 ans",,8.5
2021,Ontario,"Hommes, 65 ans et plus",,11.6
2021,Ontario,Femmes,,10.8
2021,Ontario,"Femmes, moins de 18 ans",,10.2
2021,Ontario,"Femmes, 18 à 64 ans",,9.7
2021,Ontario,"Femmes, 65 ans et plus",,15.2
2021,Provinces des Prairies,Toutes les personnes,,10.4
2021,Provinces des Prairies,Personnes de moins de 18 ans,,11.1
2021,Provinces des Prairies,Personnes de 18 à 64 ans,,9.1
2021,Provinces des Prairies,Personnes de 65 ans et plus,,14.6
2021,Provinces des Prairies,Hommes,,10.1
2021,Provinces des Prairies,"Hommes, moins de 18 ans",,11.5
2021,Provinces des Prairies,"Hommes, 18 à 64 ans",,9.0
2021,Provinces des Prairies,"Hommes, 65 ans et plus",,12.4
2021,Provinces des Prairies,Femmes,,10.7
2021,Provinces des Prairies,"Femmes, moins de 18 ans",,10.7
2021,Provinces des Prairies,"Femmes, 18 à 64 ans",,9.2
2021,Provinces des Prairies,"Femmes, 65 ans et plus",,16.6
2021,Manitoba,Toutes les personnes,46,13.9
2021,Manitoba,Personnes de moins de 18 ans,,17.7
2021,Manitoba,Personnes de 18 à 64 ans,,11.3
2021,Manitoba,Personnes de 65 ans et plus,,18.3
2021,Manitoba,Hommes,,13.0
2021,Manitoba,"Hommes, moins de 18 ans",,17.2
2021,Manitoba,"Hommes, 18 à 64 ans",,11.0
2021,Manitoba,"Hommes, 65 ans et plus",,14.8
2021,Manitoba,Femmes,,14.8
2021,Manitoba,"Femmes, moins de 18 ans",,18.3
2021,Manitoba,"Femmes, 18 à 64 ans",,11.6
2021,Manitoba,"Femmes, 65 ans et plus",,21.4
2021,Saskatchewan,Toutes les personnes,47,12.2
2021,Saskatchewan,Personnes de moins de 18 ans,,12.0
2021,Saskatchewan,Personnes de 18 à 64 ans,,11.0
2021,Saskatchewan,Personnes de 65 ans et plus,,16.8
2021,Saskatchewan,Hommes,,12.0
2021,Saskatchewan,"Hommes, moins de 18 ans",,13.4
2021,Saskatchewan,"Hommes, 18 à 64 ans",,10.9
2021,Saskatchewan,"Hommes, 65 ans et plus",,14.2
2021,Saskatchewan,Femmes,,12.5
2021,Saskatchewan,"Femmes, moins de 18 ans",,10.6
2021,Saskatchewan,"Femmes, 18 à 64 ans",,11.2
2021,Saskatchewan,"Femmes, 65 ans et plus",,19.1
2021,Alberta,Toutes les personnes,48,8.9
2021,Alberta,Personnes de moins de 18 ans,,8.9
2021,Alberta,Personnes de 18 à 64 ans,,8.0
2021,Alberta,Personnes de 65 ans et plus,,12.6
2021,Alberta,Hommes,,8.7
2021,Alberta,"Hommes, moins de 18 ans",,9.3
2021,Alberta,"Hommes, 18 à 64 ans",,8.0
2021,Alberta,"Hommes, 65 ans et plus",,11.0
2021,Alberta,Femmes,,9.1
2021,Alberta,"Femmes, moins de 18 ans",,8.5
2021,Alberta,"Femmes, 18 à 64 ans",,8.0
2021,Alberta,"Femmes, 65 ans et plus",,14.1
2021,Colombie-Britannique,Toutes les personnes,59,9.5
2021,Colombie-Britannique,Personnes de moins de 18 ans,,8.3
2021,Colombie-Britannique,Personnes de 18 à 64 ans,,8.1
2021,Colombie-Britannique,Personnes de 65 ans et plus,,15.2
2021,Colombie-Britannique,Hommes,,8.6
2021,Colombie-Britannique,"Hommes, moins de 18 ans",,8.4
2021,Colombie-Britannique,"Hommes, 18 à 64 ans",,7.5
2021,Colombie-Britannique,"Hommes, 65 ans et plus",,12.5
2021,Colombie-Britannique,Femmes,,10.4
2021,Colombie-Britannique,"Femmes, moins de 18 ans",,8.2
2021,Colombie-Britannique,"Femmes, 18 à 64 ans",,8.7
2021,Colombie-Britannique,"Femmes, 65 ans et plus",,17.7
2021,"Québec, Québec",Toutes les personnes,,9.7
2021,"Québec, Québec",Personnes de moins de 18 ans,,
2021,"Québec, Québec",Personnes de 18 à 64 ans,,7.3
2021,"Québec, Québec",Personnes de 65 ans et plus,,20.2
2021,"Québec, Québec",Hommes,,8.3
2021,"Québec, Québec","Hommes, moins de 18 ans",,
2021,"Québec, Québec","Hommes, 18 à 64 ans",,6.0
2021,"Québec, Québec","Hommes, 65 ans et plus",,15.7
2021,"Québec, Québec",Femmes,,11.1
2021,"Québec, Québec","Femmes, moins de 18 ans",,
2021,"Québec, Québec","Femmes, 18 à 64 ans",,8.4
2021,"Québec, Québec","Femmes, 65 ans et plus",,24.2
2021,"Montréal, Québec",Toutes les personnes,,11.3
2021,"Montréal, Québec",Personnes de moins de 18 ans,,9.3
2021,"Montréal, Québec",Personnes de 18 à 64 ans,,9.3
2021,"Montréal, Québec",Personnes de 65 ans et plus,,21.1
2021,"Montréal, Québec",Hommes,,10.2
2021,"Montréal, Québec","Hommes, moins de 18 ans",,7.1
2021,"Montréal, Québec","Hommes, 18 à 64 ans",,9.3
2021,"Montréal, Québec","Hommes, 65 ans et plus",,17.9
2021,"Montréal, Québec",Femmes,,12.4
2021,"Montréal, Québec","Femmes, moins de 18 ans",,11.6
2021,"Montréal, Québec","Femmes, 18 à 64 ans",,9.3
2021,"Montréal, Québec","Femmes, 65 ans et plus",,24.0
2021,"Ottawa-Gatineau, Ontario/Québec",Toutes les personnes,,8.3
2021,"Ottawa-Gatineau, Ontario/Québec",Personnes de moins de 18 ans,,7.0
2021,"Ottawa-Gatineau, Ontario/Québec",Personnes de 18 à 64 ans,,8.3
2021,"Ottawa-Gatineau, Ontario/Québec",Personnes de 65 ans et plus,,9.7
2021,"Ottawa-Gatineau, Ontario/Québec",Hommes,,7.4
2021,"Ottawa-Gatineau, Ontario/Québec","Hommes, moins de 18 ans",,
2021,"Ottawa-Gatineau, Ontario/Québec","Hommes, 18 à 64 ans",,8.1
2021,"Ottawa-Gatineau, Ontario/Québec","Hommes, 65 ans et plus",,6.8
2021,"Ottawa-Gatineau, Ontario/Québec",Femmes,,9.3
2021,"Ottawa-Gatineau, Ontario/Québec","Femmes, moins de 18 ans",,
2021,"Ottawa-Gatineau, Ontario/Québec","Femmes, 18 à 64 ans",,8.5
2021,"Ottawa-Gatineau, Ontario/Québec","Femmes, 65 ans et plus",,12.4
2021,"Toronto, Ontario",Toutes les personnes,,9.4
2021,"Toronto, Ontario",Personnes de moins de 18 ans,,9.0
2021,"Toronto, Ontario",Personnes de 18 à 64 ans,,8.7
2021,"Toronto, Ontario",Personnes de 65 ans et plus,,13.2
2021,"Toronto, Ontario",Hommes,,8.7
2021,"Toronto, Ontario","Hommes, moins de 18 ans",,9.8
2021,"Toronto, Ontario","Hommes, 18 à 64 ans",,7.5
2021,"Toronto, Ontario","Hommes, 65 ans et plus",,12.7
2021,"Toronto, Ontario",Femmes,,10.1
2021,"Toronto, Ontario","Femmes, moins de 18 ans",,8.2
2021,"Toronto, Ontario","Femmes, 18 à 64 ans",,9.7
2021,"Toronto, Ontario","Femmes, 65 ans et plus",,13.7
2021,"Winnipeg, Manitoba",Toutes les personnes,,12.8
2021,"Winnipeg, Manitoba",Personnes de moins de 18 ans,,16.0
2021,"Winnipeg, Manitoba",Personnes de 18 à 64 ans,,10.6
2021,"Winnipeg, Manitoba",Personnes de 65 ans et plus,,17.4
2021,"Winnipeg, Manitoba",Hommes,,12.0
2021,"Winnipeg, Manitoba","Hommes, moins de 18 ans",,14.4
2021,"Winnipeg, Manitoba","Hommes, 18 à 64 ans",,10.9
2021,"Winnipeg, Manitoba","Hommes, 65 ans et plus",,13.8
2021,"Winnipeg, Manitoba",Femmes,,13.6
2021,"Winnipeg, Manitoba","Femmes, moins de 18 ans",,17.5
2021,"Winnipeg, Manitoba","Femmes, 18 à 64 ans",,10.3
2021,"Winnipeg, Manitoba","Femmes, 65 ans et plus",,20.4
2021,"Calgary, Alberta",Toutes les personnes,,9.2
2021,"Calgary, Alberta",Personnes de moins de 18 ans,,8.3
2021,"Calgary, Alberta",Personnes de 18 à 64 ans,,8.7
2021,"Calgary, Alberta",Personnes de 65 ans et plus,,13.4
2021,"Calgary, Alberta",Hommes,,9.3
2021,"Calgary, Alberta","Hommes, moins de 18 ans",,9.8
2021,"Calgary, Alberta","Hommes, 18 à 64 ans",,8.5
2021,"Calgary, Alberta","Hommes, 65 ans et plus",,13.3
2021,"Calgary, Alberta",Femmes,,9.1
2021,"Calgary, Alberta","Femmes, moins de 18 ans",,
2021,"Calgary, Alberta","Femmes, 18 à 64 ans",,8.9
2021,"Calgary, Alberta","Femmes, 65 ans et plus",,13.5
2021,"Edmonton, Alberta",Toutes les personnes,,8.3
2021,"Edmonton, Alberta",Personnes de moins de 18 ans,,10.0
2021,"Edmonton, Alberta",Personnes de 18 à 64 ans,,7.3
2021,"Edmonton, Alberta",Personnes de 65 ans et plus,,10.5
2021,"Edmonton, Alberta",Hommes,,8.7
2021,"Edmonton, Alberta","Hommes, moins de 18 ans",,12.1
2021,"Edmonton, Alberta","Hommes, 18 à 64 ans",,7.7
2021,"Edmonton, Alberta","Hommes, 65 ans et plus",,8.1
2021,"Edmonton, Alberta",Femmes,,7.9
2021,"Edmonton, Alberta","Femmes, moins de 18 ans",,
2021,"Edmonton, Alberta","Femmes, 18 à 64 ans",,6.9
2021,"Edmonton, Alberta","Femmes, 65 ans et plus",,12.6
2021,"Vancouver, Colombie-Britannique",Toutes les personnes,,9.6
2021,"Vancouver, Colombie-Britannique",Personnes de moins de 18 ans,,8.8
2021,"Vancouver, Colombie-Britannique",Personnes de 18 à 64 ans,,8.2
2021,"Vancouver, Colombie-Britannique",Personnes de 65 ans et plus,,15.8
2021,"Vancouver, Colombie-Britannique",Hommes,,8.8
2021,"Vancouver, Colombie-Britannique","Hommes, moins de 18 ans",,9.9
2021,"Vancouver, Colombie-Britannique","Hommes, 18 à 64 ans",,7.5
2021,"Vancouver, Colombie-Britannique","Hommes, 65 ans et plus",,12.8
2021,"Vancouver, Colombie-Britannique",Femmes,,10.3
2021,"Vancouver, Colombie-Britannique","Femmes, moins de 18 ans",,7.7
2021,"Vancouver, Colombie-Britannique","Femmes, 18 à 64 ans",,8.8
2021,"Vancouver, Colombie-Britannique","Femmes, 65 ans et plus",,18.4
